Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
Complete set 1941-1958 PDS Lincoln Wheat Penny Cent Set 51 Coins US Mint,274403634630,"Mar 31, 2026",$12.95,$5.20,,,Fixed price,https://www.ebay.com/itm/274403634630
"1958 US Commemorative Year Set (Complete) #1100, 1104-1123, MNH FREE SHIPPING",287075403452,"Apr 4, 2026",$1.68,$0.00,,,Fixed price,https://www.ebay.com/itm/287075403452
1958 Silver Proof Set US Mint OGP Envelope 90% Silver 5 Coins Franklin Half,145246106803,"Mar 25, 2026",$75.99,$0.00,,,Fixed price,https://www.ebay.com/itm/145246106803
1958 US Mint Proof Set 90% Silver 5 Coins Flat Pack NO ENVELOPE,145586485183,"Mar 26, 2026",$68.18,$0.00,,,Fixed price,https://www.ebay.com/itm/145586485183
1958 US Mint Proof Set Original Packaging And COA,117062442002,"Mar 16, 2026",$52.00,$6.00,,,Auction,https://www.ebay.com/itm/117062442002
1958 US Uncirculated Mint Coin Set - This is in EXCELLENT Condition 90 % Silver,127679334979,"Mar 9, 2026",$55.25,$5.00,,,Fixed price,https://www.ebay.com/itm/127679334979
1958-D US Mint Coin Set in The Original Cellophane Package From The Denver Mint,127727489168,"Mar 9, 2026",$65.00,$8.75,,,Fixed price,https://www.ebay.com/itm/127727489168
1958 90% Silver US Mint Proof Set 5 Coins Original Envelope & Cello Flat Pack,127746039486,"Mar 22, 2026",$52.00,$7.50,,,Auction,https://www.ebay.com/itm/127746039486
1958 US Mint Proof Set 90% Silver Capital Plastic Holder 5 Coins,137158071467,"Mar 29, 2026",$61.00,$5.00,,,Auction,https://www.ebay.com/itm/137158071467
"1958 US Mint Silver Proof Set, 5 coins, US Mint packaging",137174923671,"Apr 2, 2026",$64.95,$0.00,,,Fixed price,https://www.ebay.com/itm/137174923671
PARTIAL 1958 US MINT SET DEEP PURPLE TONED FRANKLIN HALF WASHINGTON QUARTER DIME,147205784243,"Mar 17, 2026",$90.00,$8.00,,,Fixed price,https://www.ebay.com/itm/147205784243
"1958 US Mint Silver Proof Set, 5 coins, US Mint packaging #3",157791378815,"Mar 27, 2026",$62.50,$0.00,,,Fixed price,https://www.ebay.com/itm/157791378815
"1958 US Mint Silver Proof Set, 5 coins, US Mint cellophane",157793058965,"Apr 5, 2026",$62.50,$0.00,,,Fixed price,https://www.ebay.com/itm/157793058965
"1958 US Mint Silver Proof Set, 5 coins, US Mint cellophane #2",157793060272,"Apr 1, 2026",$62.50,$0.00,,,Fixed price,https://www.ebay.com/itm/157793060272
"1958 US Mint Proof Set 90% Silver Half Dollar, Quarter, Dime",168150781536,"Apr 3, 2026",$73.99,$5.89,,,Fixed price,https://www.ebay.com/itm/168150781536
