Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2023 Lunar III Rabbit Gold NGC MS-70,163964077356,2/13/2026,"$6,953.19",Free,Certified,silvertowne,Buy It Now,https://www.ebay.com/itm/163964077356
2023 Lunar III Rabbit Gold PCGS MS-70,352315913371,2/21/2026,"$6,097.53",Free,Certified,sdbullion,Best Offer,https://www.ebay.com/itm/352315913371
2023 Australia Lunar III Rabbit 1 oz Gold BU,362269370880,2/7/2026,"$5,694.61",Free,Uncirculated,goldeneaglecoin,Buy It Now,https://www.ebay.com/itm/362269370880
2023 Lunar III Rabbit 1 oz Gold PCGS MS-69,112058457751,3/1/2026,"$5,644.93",$3.99,Certified,liberty_coin,Buy It Now,https://www.ebay.com/itm/112058457751
2023 Australia Lunar III Rabbit 1 oz Gold BU,356193554990,2/12/2026,"$5,559.88",Free,Uncirculated,boldpreciousmetals,Best Offer,https://www.ebay.com/itm/356193554990
2023 Australia Lunar III Rabbit 1 oz Gold BU,352506414647,2/20/2026,"$5,692.10",Free,Uncirculated,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/352506414647
2023 Lunar III Rabbit Gold PCGS MS-70,292238290887,2/4/2026,"$6,148.10",Free,Certified,greatcollections,Buy It Now,https://www.ebay.com/itm/292238290887
2023 Lunar III Rabbit 1 oz Gold PCGS MS-69,168375106314,2/27/2026,"$5,724.98",$5.99,Certified,sdbullion,Buy It Now,https://www.ebay.com/itm/168375106314
2023 Lunar III Rabbit Gold NGC MS-70,206205014443,1/28/2026,"$7,194.24",Free,Certified,apmex,Auction,https://www.ebay.com/itm/206205014443
2023 Australia Lunar III Rabbit 1 oz Gold BU,372992724682,2/3/2026,"$5,605.34",Free,Uncirculated,sdbullion,Auction,https://www.ebay.com/itm/372992724682
2023 Australia Lunar III Rabbit 1 oz Gold BU,373880562830,1/30/2026,"$5,632.24",Free,Uncirculated,mcm_online,Auction,https://www.ebay.com/itm/373880562830
2023 Australia Lunar III Rabbit 1 oz Gold BU,311221272583,1/29/2026,"$5,554.83",Free,Uncirculated,greatcollections,Buy It Now,https://www.ebay.com/itm/311221272583
2023 Lunar III Rabbit Gold PCGS MS-70,210521878743,12/10/2025,"$6,302.44",$5.99,Certified,boldpreciousmetals,Best Offer,https://www.ebay.com/itm/210521878743
2023 Lunar III Rabbit 1 oz Gold NGC MS-69,373099614736,1/19/2026,"$5,723.45",Free,Certified,mcm_online,Buy It Now,https://www.ebay.com/itm/373099614736
