Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
Barber Half Dollar Good-VG Random Date,335816229432,12/11/2025,$49.53,Free,Circulated,sdbullion,Best Offer,https://www.ebay.com/itm/335816229432
Barber Half Dollar PCGS XF-40,346345852391,12/16/2025,$129.65,Free,Certified,boldpreciousmetals,Buy It Now,https://www.ebay.com/itm/346345852391
Barber Half Dollar PCGS XF-40,267633275853,1/25/2026,$139.18,$3.99,Certified,silvertowne,Best Offer,https://www.ebay.com/itm/267633275853
Barber Half Dollar Fine-VF 90% Silver,390572835280,1/2/2026,$72.85,Free,Circulated,mcm_online,Buy It Now,https://www.ebay.com/itm/390572835280
Barber Half Dollar PCGS XF-40,349735775482,12/28/2025,$146.46,$5.99,Certified,pinehurst_coins,Buy It Now,https://www.ebay.com/itm/349735775482
Barber Half Dollar Good-VG Random Date,312152573787,2/13/2026,$51.22,Free,Circulated,silvertowne,Auction,https://www.ebay.com/itm/312152573787
Barber Half Dollar Good-VG Random Date,149600733392,2/22/2026,$42.52,Free,Circulated,keydate_coins,Auction,https://www.ebay.com/itm/149600733392
Barber Half Dollar NGC MS-63,198853748220,1/29/2026,$486.04,Free,Certified,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/198853748220
Barber Half Dollar Good-VG Random Date,250390786890,1/20/2026,$45.19,$5.99,Circulated,jmbullion,Auction,https://www.ebay.com/itm/250390786890
Barber Half Dollar Good-VG Random Date,311801368178,12/7/2025,$41.39,$4.99,Circulated,boldpreciousmetals,Best Offer,https://www.ebay.com/itm/311801368178
Barber Half Dollar Good-VG Random Date,245122798292,12/27/2025,$47.95,Free,Circulated,moderncoinmart,Buy It Now,https://www.ebay.com/itm/245122798292
Barber Half Dollar Fine-VF 90% Silver,350568071779,12/7/2025,$79.33,$3.99,Circulated,greatcollections,Auction,https://www.ebay.com/itm/350568071779
Barber Half Dollar XF-AU,224022442799,1/18/2026,$145.01,Free,Circulated,davidlawrence,Buy It Now,https://www.ebay.com/itm/224022442799
Barber Half Dollar Good-VG Random Date,296156742957,12/12/2025,$48.42,Free,Circulated,greatcollections,Auction,https://www.ebay.com/itm/296156742957
Barber Half Dollar NGC VF-20,229470988067,12/17/2025,$78.04,Free,Certified,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/229470988067
Barber Half Dollar XF-AU,233290671172,1/26/2026,$119.25,$5.99,Circulated,boldpreciousmetals,Best Offer,https://www.ebay.com/itm/233290671172
Barber Half Dollar Fine-VF 90% Silver,302763339708,1/30/2026,$64.24,Free,Circulated,silvertowne,Buy It Now,https://www.ebay.com/itm/302763339708
Barber Half Dollar NGC VF-20,116628247002,1/10/2026,$78.96,Free,Certified,davidlawrence,Best Offer,https://www.ebay.com/itm/116628247002
Barber Half Dollar XF-AU,255137140771,12/27/2025,$115.73,Free,Circulated,sdbullion,Buy It Now,https://www.ebay.com/itm/255137140771
Barber Half Dollar Good-VG Random Date,223715779063,2/15/2026,$40.10,Free,Circulated,heritage_auctions_outlet,Buy It Now,https://www.ebay.com/itm/223715779063
