Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2015 Canada Lunar Goat Silver NGC PF-69,380392520137,2/2/2026,$128.33,$5.99,Certified,goldeneaglecoin,Buy It Now,https://www.ebay.com/itm/380392520137
2015 Canada $10 Year of the Sheep 1/2 oz .9999 Silver Proof,129728696848,1/19/2026,$80.49,Free,Uncirculated,keydate_coins,Auction,https://www.ebay.com/itm/129728696848
2015 Canada $10 Year of the Sheep 1/2 oz .9999 Silver Proof,225707769864,1/2/2026,$65.27,Free,Uncirculated,greatcollections,Buy It Now,https://www.ebay.com/itm/225707769864
2015 Canada Lunar Goat Silver NGC PF-69,362498849460,2/8/2026,$118.33,Free,Certified,jmbullion,Buy It Now,https://www.ebay.com/itm/362498849460
2015 Canada Lunar Goat Silver PCGS PF-70,214208951325,12/6/2025,$150.35,$3.99,Certified,pinehurst_coins,Auction,https://www.ebay.com/itm/214208951325
2015 Canada $10 Year of the Sheep 1/2 oz .9999 Silver Proof,205235724600,12/31/2025,$64.35,$4.99,Uncirculated,goldhillcoins,Buy It Now,https://www.ebay.com/itm/205235724600
2015 Canada $10 Year of the Sheep 1/2 oz .9999 Silver Proof,280343439345,12/8/2025,$69.43,Free,Uncirculated,apmex,Best Offer,https://www.ebay.com/itm/280343439345
2015 Canada $10 Year of the Sheep 1/2 oz .9999 Silver Proof,104835863216,2/8/2026,$78.78,$5.99,Uncirculated,keydate_coins,Buy It Now,https://www.ebay.com/itm/104835863216
2015 Canada $10 Year of the Sheep 1/2 oz .9999 Silver Proof,290549961881,1/25/2026,$69.78,$3.99,Uncirculated,govmint_official,Buy It Now,https://www.ebay.com/itm/290549961881
2015 Canada $10 Year of the Sheep 1/2 oz .9999 Silver Proof,399471927508,12/10/2025,$68.53,$4.99,Uncirculated,davidlawrence,Best Offer,https://www.ebay.com/itm/399471927508
2015 Canada Lunar Goat Silver PCGS PF-70,352359609814,1/8/2026,$146.18,Free,Certified,keydate_coins,Buy It Now,https://www.ebay.com/itm/352359609814
2015 Canada Lunar Goat Silver NGC PF-70,156579641677,1/12/2026,$177.30,Free,Certified,jmbullion,Best Offer,https://www.ebay.com/itm/156579641677
2015 Canada Lunar Goat Silver PCGS PF-69,354478231657,1/5/2026,$117.92,Free,Certified,davidlawrence,Auction,https://www.ebay.com/itm/354478231657
2015 Canada $10 Year of the Sheep 1/2 oz .9999 Silver Proof,163090289889,1/16/2026,$81.04,Free,Uncirculated,goldeneaglecoin,Buy It Now,https://www.ebay.com/itm/163090289889
