Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2004 Perth Mint Lunar Monkey 1 oz .999 Silver,141704996511,12/12/2025,$146.23,Free,Uncirculated,greatcollections,Auction,https://www.ebay.com/itm/141704996511
2004 Australia Lunar Series I Year of the Monkey 1 oz Silver BU,251568008230,1/22/2026,$154.93,Free,Uncirculated,keydate_coins,Buy It Now,https://www.ebay.com/itm/251568008230
2004 Australia Lunar Series I Year of the Monkey 1 oz Silver BU,267184501678,12/15/2025,$153.02,Free,Uncirculated,goldhillcoins,Buy It Now,https://www.ebay.com/itm/267184501678
2004 Perth Mint Lunar Monkey 1 oz .999 Silver,288749357294,1/14/2026,$169.67,Free,Uncirculated,pinehurst_coins,Buy It Now,https://www.ebay.com/itm/288749357294
2004 Perth Mint Lunar Monkey 1 oz .999 Silver,343557623288,2/21/2026,$177.52,Free,Uncirculated,liberty_coin,Best Offer,https://www.ebay.com/itm/343557623288
2004 Perth Mint Lunar Monkey 1 oz .999 Silver,190516685040,1/27/2026,$167.57,$3.99,Uncirculated,heritage_auctions_outlet,Auction,https://www.ebay.com/itm/190516685040
2004 Perth Mint Lunar Monkey 1 oz .999 Silver,375827229648,2/14/2026,$138.83,$3.99,Uncirculated,liberty_coin,Buy It Now,https://www.ebay.com/itm/375827229648
2004 Australia Lunar I Monkey 1 oz Silver NGC MS-69,377129790297,2/13/2026,$212.65,$3.99,Certified,sdbullion,Buy It Now,https://www.ebay.com/itm/377129790297
2004 Australia Lunar Series I Year of the Monkey 1 oz Silver BU,240057535146,2/17/2026,$141.40,Free,Uncirculated,moderncoinmart,Buy It Now,https://www.ebay.com/itm/240057535146
2004 Perth Mint Lunar Monkey 1 oz .999 Silver,191798399199,12/3/2025,$133.72,$3.99,Uncirculated,govmint_official,Auction,https://www.ebay.com/itm/191798399199
2004 Australian Lunar Monkey Silver NGC MS-70,111763936143,12/28/2025,$301.13,Free,Certified,goldhillcoins,Auction,https://www.ebay.com/itm/111763936143
2004 Perth Mint Lunar Monkey 1 oz .999 Silver,169691489360,12/9/2025,$180.54,$3.99,Uncirculated,liberty_coin,Best Offer,https://www.ebay.com/itm/169691489360
2004 Australia Lunar Series I Year of the Monkey 1 oz Silver BU,114483563480,12/11/2025,$145.36,Free,Uncirculated,mcm_online,Best Offer,https://www.ebay.com/itm/114483563480
2004 Australia Lunar I Monkey 1 oz Silver NGC MS-69,298536178453,1/5/2026,$210.95,Free,Certified,sdbullion,Buy It Now,https://www.ebay.com/itm/298536178453
2004 Australia Lunar Series I Year of the Monkey 1 oz Silver BU,235178478968,2/12/2026,$165.82,$5.99,Uncirculated,silvertowne,Auction,https://www.ebay.com/itm/235178478968
2004 Perth Mint Lunar Monkey 1 oz .999 Silver,146803321772,1/14/2026,$168.14,Free,Uncirculated,silvertowne,Auction,https://www.ebay.com/itm/146803321772
2004 Australian Lunar Monkey Silver NGC MS-70,206350927429,12/17/2025,$325.54,Free,Certified,goldhillcoins,Buy It Now,https://www.ebay.com/itm/206350927429
2004 Australia Lunar I Monkey 1 oz Silver NGC MS-69,221809454245,1/7/2026,$182.37,Free,Certified,pinehurst_coins,Buy It Now,https://www.ebay.com/itm/221809454245
