Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2017 Great Britain Lunar Rooster 1 oz Gold BU,172645011143,2/1/2026,"$5,586.92",$3.99,Uncirculated,rarecoinwholesalers,Auction,https://www.ebay.com/itm/172645011143
2017 Great Britain Lunar Rooster 1 oz Gold BU,389912343885,2/23/2026,"$5,860.40",Free,Uncirculated,goldhillcoins,Buy It Now,https://www.ebay.com/itm/389912343885
2017 Great Britain Lunar Rooster 1 oz Gold BU,187138245937,1/10/2026,"$5,689.00",$4.99,Uncirculated,mcm_online,Auction,https://www.ebay.com/itm/187138245937
2017 Great Britain Lunar Rooster 1 oz Gold BU,367385425585,1/8/2026,"$5,613.24",Free,Uncirculated,keydate_coins,Auction,https://www.ebay.com/itm/367385425585
2017 Royal Mint Lunar Rooster Gold NGC MS-70,385593994247,12/8/2025,"$7,511.79",Free,Certified,govmint_official,Best Offer,https://www.ebay.com/itm/385593994247
2017 Royal Mint Lunar Rooster Gold NGC MS-70,340385609453,2/4/2026,"$7,366.53",$4.99,Certified,apmex,Buy It Now,https://www.ebay.com/itm/340385609453
2017 Great Britain Lunar Rooster 1 oz Gold BU,196511707255,12/29/2025,"$5,604.33",Free,Uncirculated,sdbullion,Buy It Now,https://www.ebay.com/itm/196511707255
2017 Royal Mint Lunar Rooster Gold NGC MS-70,396417459711,1/10/2026,"$6,378.14",Free,Certified,heritage_auctions_outlet,Auction,https://www.ebay.com/itm/396417459711
2017 Great Britain Lunar Rooster 1 oz Gold BU,308734365664,1/14/2026,"$5,656.04",$3.99,Uncirculated,legend_numismatics,Best Offer,https://www.ebay.com/itm/308734365664
2017 Great Britain Lunar Rooster 1 oz Gold BU,394284978709,2/7/2026,"$5,511.72",Free,Uncirculated,silvertowne,Buy It Now,https://www.ebay.com/itm/394284978709
2017 Royal Mint Lunar Rooster Gold NGC MS-70,166781212198,1/6/2026,"$7,099.79",$3.99,Certified,silvertowne,Best Offer,https://www.ebay.com/itm/166781212198
2017 Great Britain Lunar Rooster 1 oz Gold BU,380845991416,12/24/2025,"$5,660.42",$4.99,Uncirculated,goldhillcoins,Buy It Now,https://www.ebay.com/itm/380845991416
2017 Great Britain Lunar Rooster 1 oz Gold BU,192062297673,12/25/2025,"$5,685.49",$5.99,Uncirculated,moderncoinmart,Best Offer,https://www.ebay.com/itm/192062297673
2017 Great Britain Lunar Rooster 1 oz Gold BU,227415581571,12/6/2025,"$5,518.38",$4.99,Uncirculated,legend_numismatics,Buy It Now,https://www.ebay.com/itm/227415581571
