Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2024 Gold Eagle 1/4 oz PCGS MS-69,116095145203,2/8/2026,$850.59,$3.99,Certified,govmint_official,Best Offer,https://www.ebay.com/itm/116095145203
2024 American Gold Eagle 1/4 oz BU,382914460617,2/18/2026,$791.22,Free,Uncirculated,rarecoinwholesalers,Auction,https://www.ebay.com/itm/382914460617
2024 American Gold Eagle 1/4 oz BU,149724115992,12/24/2025,$795.41,Free,Uncirculated,heritage_auctions_outlet,Buy It Now,https://www.ebay.com/itm/149724115992
2024 Gold Eagle 1/4 oz NGC MS-70 First Strike,312051893028,12/28/2025,$925.34,Free,Certified,goldhillcoins,Auction,https://www.ebay.com/itm/312051893028
2024 Gold Eagle 1/4 oz NGC MS-69,285944564182,12/18/2025,$787.36,Free,Certified,sdbullion,Buy It Now,https://www.ebay.com/itm/285944564182
2024 Gold Eagle 1/4 oz PCGS MS-70 First Strike,114555616102,11/23/2025,$870.37,Free,Certified,keydate_coins,Buy It Now,https://www.ebay.com/itm/114555616102
2024 American Gold Eagle 1/4 oz BU,383694650083,12/8/2025,$765.66,Free,Uncirculated,heritage_auctions_outlet,Best Offer,https://www.ebay.com/itm/383694650083
2024 American Gold Eagle 1/4 oz BU,220292167169,12/24/2025,$811.68,Free,Uncirculated,greatcollections,Auction,https://www.ebay.com/itm/220292167169
2024 American Gold Eagle 1/4 oz BU,123485547162,12/12/2025,$786.18,Free,Uncirculated,liberty_coin,Buy It Now,https://www.ebay.com/itm/123485547162
2024 Gold Eagle 1/4 oz PCGS MS-69,194454334670,12/30/2025,$788.12,Free,Certified,boldpreciousmetals,Auction,https://www.ebay.com/itm/194454334670
2024 American Gold Eagle 1/4 oz BU,173347950356,11/23/2025,$783.63,Free,Uncirculated,mcm_online,Best Offer,https://www.ebay.com/itm/173347950356
2024 Gold Eagle 1/4 oz NGC MS-70 First Strike,196980922323,2/4/2026,$960.71,Free,Certified,sdbullion,Best Offer,https://www.ebay.com/itm/196980922323
2024 American Gold Eagle 1/4 oz BU,237200413954,12/7/2025,$784.23,Free,Uncirculated,jmbullion,Auction,https://www.ebay.com/itm/237200413954
2024 American Gold Eagle 1/4 oz BU,281981334628,1/27/2026,$758.49,Free,Uncirculated,greatcollections,Best Offer,https://www.ebay.com/itm/281981334628
2024 Gold Eagle 1/4 oz PCGS MS-70 First Strike,218908008519,12/2/2025,$947.14,$5.99,Certified,davidlawrence,Buy It Now,https://www.ebay.com/itm/218908008519
2024 Gold Eagle 1/4 oz NGC MS-69,356407866184,1/26/2026,$794.79,$4.99,Certified,apmex,Buy It Now,https://www.ebay.com/itm/356407866184
2024 American Gold Eagle 1/4 oz BU,102121008263,12/7/2025,$769.97,Free,Uncirculated,silvertowne,Best Offer,https://www.ebay.com/itm/102121008263
2024 American Gold Eagle 1/4 oz BU,135496299233,1/2/2026,$796.89,Free,Uncirculated,legend_numismatics,Buy It Now,https://www.ebay.com/itm/135496299233
