Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2012 Canada $150 Lunar Dragon 1/2 oz .750 Gold Proof,302157986638,12/25/2025,"$2,405.10",$3.99,Uncirculated,mcm_online,Auction,https://www.ebay.com/itm/302157986638
2012 Canada Lunar Dragon Gold PCGS PF-69,368819218386,11/27/2025,"$4,087.88",Free,Certified,liberty_coin,Best Offer,https://www.ebay.com/itm/368819218386
2012 Canada $150 Lunar Dragon 1/2 oz .750 Gold Proof,297875728402,12/22/2025,"$2,312.25",Free,Uncirculated,keydate_coins,Best Offer,https://www.ebay.com/itm/297875728402
2012 Canada Lunar Dragon Gold PCGS PF-70,129444391988,12/25/2025,"$4,234.31",$4.99,Certified,goldhillcoins,Buy It Now,https://www.ebay.com/itm/129444391988
2012 Canada Lunar Dragon Gold PCGS PF-69,293745149954,12/29/2025,"$3,969.67",$4.99,Certified,liberty_coin,Buy It Now,https://www.ebay.com/itm/293745149954
2012 Canada $150 Lunar Dragon 1/2 oz .750 Gold Proof,320858400203,2/2/2026,"$2,413.35",Free,Uncirculated,goldhillcoins,Auction,https://www.ebay.com/itm/320858400203
2012 Canada Lunar Dragon Gold NGC PF-69,229215428294,11/27/2025,"$4,047.79",Free,Certified,apmex,Buy It Now,https://www.ebay.com/itm/229215428294
2012 Canada Lunar Dragon Gold PCGS PF-70,355721424125,1/17/2026,"$4,617.28",Free,Certified,boldpreciousmetals,Buy It Now,https://www.ebay.com/itm/355721424125
2012 Canada $150 Lunar Dragon 1/2 oz .750 Gold Proof,269096801859,2/13/2026,"$2,499.96",$5.99,Uncirculated,greatcollections,Best Offer,https://www.ebay.com/itm/269096801859
2012 Canada $150 Lunar Dragon 1/2 oz .750 Gold Proof,394700889329,12/30/2025,"$2,376.17",$3.99,Uncirculated,goldeneaglecoin,Best Offer,https://www.ebay.com/itm/394700889329
2012 Canada $150 Lunar Dragon 1/2 oz .750 Gold Proof,189891900397,12/27/2025,"$2,413.56",Free,Uncirculated,rarecoinwholesalers,Auction,https://www.ebay.com/itm/189891900397
2012 Canada Lunar Dragon Gold PCGS PF-69,139810616076,1/5/2026,"$4,035.70",Free,Certified,keydate_coins,Buy It Now,https://www.ebay.com/itm/139810616076
2012 Canada $150 Lunar Dragon 1/2 oz .750 Gold Proof,121316388432,12/6/2025,"$2,593.89",$3.99,Uncirculated,moderncoinmart,Best Offer,https://www.ebay.com/itm/121316388432
2012 Canada Lunar Dragon Gold NGC PF-69,252505824498,1/25/2026,"$3,678.79",Free,Certified,boldpreciousmetals,Auction,https://www.ebay.com/itm/252505824498
