Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
China Gold Panda 1/4 oz 100 Yuan - BU - Mint Sealed - Random Date,305679136722,"Mar 22, 2026","$1,206.23",$0.00,,,Fixed price,https://www.ebay.com/itm/305679136722
China Gold Panda 1/20 oz 20 Yuan - BU - Random Date,374916342042,"Apr 1, 2026",$298.28,$0.00,,,Fixed price,https://www.ebay.com/itm/374916342042
China Gold Panda 1 oz - BU - Random Date,375358224777,"Mar 20, 2026","$5,035.70",$0.00,,,Fixed price,https://www.ebay.com/itm/375358224777
"China 1 oz Silver Panda MS-69 NGC/PCGS (Random Year, Spotted)",117091318106,"Mar 16, 2026",$105.84,$0.00,,,Fixed price,https://www.ebay.com/itm/117091318106
2005 China 1/4 oz Gold Panda BU (Sealed),127513672403,"Mar 22, 2026","$1,370.90",$0.00,,,Fixed price,https://www.ebay.com/itm/127513672403
"1/10 oz Chinese Gold Panda Coin MS69 (Random Year, Label, PCGS or NGC)",157599846320,"Mar 20, 2026",$542.39,$0.00,,,Fixed price,https://www.ebay.com/itm/157599846320
1997 GOLD CHINA 10 YUAN PANDA 1/10oz MINT SEALED COIN CHOICE MINT STATE PL,227192995737,"Mar 7, 2026",$695.00,$5.95,,,Fixed price,https://www.ebay.com/itm/227192995737
1 oz China Gold Panda .999 Fine Coin BU Mint Sealed - Random Year,235556160099,"Mar 21, 2026","$4,826.60",$9.95,,,Fixed price,https://www.ebay.com/itm/235556160099
China Gold Panda 1/2 oz 200 Yuan - BU - Mint Sealed - Random Date,305118201965,"Mar 22, 2026","$2,532.89",$0.00,,,Fixed price,https://www.ebay.com/itm/305118201965
Random Year 50 Yuan People's Republic Of China 1/10 oz .999 Gold Panda Coin,306761038884,"Mar 11, 2026",$579.91,$0.00,,,Fixed price,https://www.ebay.com/itm/306761038884
1985 Chinese GOLD PANDA 1/4 Oz. CHINA .999 25Yn 25 YUAN Uncirculated,117075225910,"Mar 9, 2026","$1,499.00",$9.99,,,Fixed price,https://www.ebay.com/itm/117075225910
1996 China 1/20 oz Gold Panda Large Date G5Y NGC MS 69 Free Shipping,117084522746,"Mar 19, 2026",$339.99,$0.00,,,Fixed price,https://www.ebay.com/itm/117084522746
2003 China 1/20 oz Gold Panda Mirror BU (Sealed),127470294420,"Mar 13, 2026",$367.12,$0.00,,,Fixed price,https://www.ebay.com/itm/127470294420
PANDA GOLD 1996 5y (Small Date) 1/20 OZ NGC MS 69,127707246562,"Mar 13, 2026",$340.00,$4.85,,,Fixed price,https://www.ebay.com/itm/127707246562
2012 China 1/20 oz Gold Panda BU (Sealed),127714729391,"Mar 7, 2026",$384.45,$0.00,,,Fixed price,https://www.ebay.com/itm/127714729391
1993 China 10 Yuan Panda 1/10 Oz .999 Gold Coin – Excellent Condition,127721718097,"Mar 15, 2026",$531.00,$12.00,,,Auction,https://www.ebay.com/itm/127721718097
14k Yellow Gold Folded Ribbon Prong Set China 1/20 oz Panda Coin Bezel,134078001717,"Mar 29, 2026",$278.99,$0.00,,,Fixed price,https://www.ebay.com/itm/134078001717
1998 China Panda Silver 1 Oz Coin 10 Yuan Large Twig PCGS MS68 Gold Shield Label,137124147036,"Mar 16, 2026",$141.00,$8.00,,,Fixed price,https://www.ebay.com/itm/137124147036
1986 Chinese 1/2 Troy Oz .999 Gold 50 Yuan. Panda UNC. C177,137169965195,"Apr 5, 2026","$2,277.00",$19.95,,,Auction,https://www.ebay.com/itm/137169965195
1987-S China Gold Panda 5 Yuan 1/20oz Gold Coin NGC MS69 VaultBox,137185552589,"Apr 3, 2026",$280.00,$5.40,,,Auction,https://www.ebay.com/itm/137185552589
2012 China Panda 1/20 oz Gold 20Y MS70 PCGS 1st Strike,147181171497,"Mar 20, 2026",$379.95,$0.00,,,Fixed price,https://www.ebay.com/itm/147181171497
2013 1/10 oz China 50 Yuan - First Strike PCGS MS70 Gold .999 Chinese Panda,147211879348,"Mar 19, 2026",$540.00,$6.04,,,Auction,https://www.ebay.com/itm/147211879348
2014 & 2015 China 1/10 oz Gold Panda MS-70 PCGS (First Strike),157452167044,"Mar 14, 2026","$1,200.00",$18.95,,,Fixed price,https://www.ebay.com/itm/157452167044
2011 China Panda Gold 1/10 oz. (10 yuan) ms 70 First strike,157735844977,"Mar 8, 2026",$500.00,$5.89,,,Auction,https://www.ebay.com/itm/157735844977
2011 China Gold Panda 1/10 oz 50 Yuan NGC MS70 .999 Fine Gold Coin,157738232376,"Mar 12, 2026",$575.00,$12.00,,,Fixed price,https://www.ebay.com/itm/157738232376
2010 China Gold Panda 50 Yuan 1/10 oz .999 Fine Gold PCGS MS69 First Strike,157750004115,"Mar 13, 2026",$560.00,$12.00,,,Fixed price,https://www.ebay.com/itm/157750004115
2014 China 1/10 oz Gold Panda Coin PCGS PF70 UCAM Smithsonian Mei Xiang Box COA,157753817559,"Mar 21, 2026",$630.00,$5.78,,,Auction,https://www.ebay.com/itm/157753817559
2009 China Gold Panda 50 Yuan 1/10 oz .999 Fine Gold NGC MS69,157763241077,"Mar 17, 2026",$520.00,$12.00,,,Fixed price,https://www.ebay.com/itm/157763241077
2008 China Gold Panda 50 Yuan 1/10 oz PCGS MS69 🔥 Beautiful Coin 🔥,157769824995,"Mar 31, 2026",$595.00,$12.00,,,Fixed price,https://www.ebay.com/itm/157769824995
2007 China Gold Panda 50 Yuan 1/10 oz PCGS MS69 .999 Fine Gold,157781393651,"Apr 1, 2026",$583.00,$12.00,,,Fixed price,https://www.ebay.com/itm/157781393651
1985 China G5Y 1/20th oz .999 Gold Panda NGC MS 69 Vaultbox,168239287833,"Mar 17, 2026",$280.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168239287833
2023 50 Yuan Gold Chinese Panda .999 3g Brilliant Uncirculated MS70 1/10 oz,168262248714,"Apr 5, 2026",$650.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168262248714
🔥2015 MS69 1/10 OZ .999 GOLD CHINA G50Y PANDA NGC PANDA LABEL-HARD TO FIND GOLD,168262266511,"Apr 5, 2026",$550.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168262266511
"1/10 oz Chinese Gold Panda Coin (Random Year, Unsealed)",177154837461,"Apr 5, 2026",$552.35,$0.00,,,Fixed price,https://www.ebay.com/itm/177154837461
China 1982 1/4 oz Gold Panda .999 - First year for gold panda,177950205080,"Mar 11, 2026","$1,695.00",$0.00,,,Fixed price,https://www.ebay.com/itm/177950205080
2012 (MS70) 1/20 oz Gold China Panda 20 Yuan 20Y PCGS First Strike,177969547854,"Mar 18, 2026",$345.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177969547854
1992 China Gold Panda 1/10 oz 10 Yuan Fractional Chinese Proof Bullion Coin,177977105291,"Mar 20, 2026",$470.00,$8.53,,,Fixed price,https://www.ebay.com/itm/177977105291
1987 S China Panda 1/4 oz Gold 25 Yuan Gem Unc,188109871214,"Mar 9, 2026","$1,335.00",$5.29,,,Auction,https://www.ebay.com/itm/188109871214
1/20 oz 1983 China 5 Yuan Gold Panda Coin .999 Fine,188128232673,"Mar 13, 2026",$304.00,$0.00,,,Auction,https://www.ebay.com/itm/188128232673
1988 China 1 oz .9999 Gold Panda 100 Yuan Gem!!!,188152893162,"Mar 22, 2026","$4,924.68",$1.32,,,Auction,https://www.ebay.com/itm/188152893162
1988 China 1/4oz .9999 Gold Panda 25 Yuan Gem!!!,188155638519,"Mar 20, 2026","$1,339.15",$1.32,,,Auction,https://www.ebay.com/itm/188155638519
1987 China .9999 1/2 oz Gold 50 Yuan Unc Coin,188157727354,"Mar 20, 2026","$2,554.53",$4.99,,,Auction,https://www.ebay.com/itm/188157727354
1988 China 1/10 th oz .9999 Gold Panda 10 Yuan Gem!!!,188160922143,"Mar 21, 2026",$530.00,$4.99,,,Auction,https://www.ebay.com/itm/188160922143
2004 G50Y China Panda - 1/10th oz - .999 Fine Gold ~ NGC MS 69,188167564237,"Mar 16, 2026",$675.00,$5.25,,,Fixed price,https://www.ebay.com/itm/188167564237
China Gold Panda 1/4 oz 100 Yuan - BU - Mint Sealed - Random Date,305679136722,"Apr 16, 2026","$1,304.14",$0.00,,,Fixed price,https://www.ebay.com/itm/305679136722,62
China Gold Panda 1/20 oz 20 Yuan - BU - Random Date,374916342042,"Apr 1, 2026",$272.71,$0.00,,,Fixed price,https://www.ebay.com/itm/374916342042,37
China Gold Panda 1/10 oz - BU - Mint Sealed - Random Date,373971424681,"Dec 18, 2025",$459.22,$0.00,,,Fixed price,https://www.ebay.com/itm/373971424681,28
China Gold Panda 1/2 oz 200 Yuan - BU - Mint Sealed - Random Date,305118201965,"Mar 22, 2026","$2,457.24",$0.00,,,Fixed price,https://www.ebay.com/itm/305118201965,9
China Gold Panda 1 oz - BU - Random Date,375358224777,"Mar 20, 2026","$4,867.25",$0.00,,,Fixed price,https://www.ebay.com/itm/375358224777,11
10 DIRECT FIT 14MM COIN CAPSULE HOLDERS for 1/20 oz Gold China Panda Coin,354473181517,"Apr 16, 2026",$6.09,$4.43,,,Fixed price,https://www.ebay.com/itm/354473181517,9
"1/2 oz Chinese Gold Panda Coin (Random Year, Unsealed)",387626462261,"Apr 7, 2026","$2,370.56",$0.00,,,Fixed price,https://www.ebay.com/itm/387626462261,6
12 Pk 1.26 IN 32 mm Slab Coin Snap Holders For 1 Oz Gold Panda Lunar Krugerrand,405269824039,"Mar 21, 2026",$15.72,$0.00,,,Fixed price,https://www.ebay.com/itm/405269824039,7
2005 China 1/4 oz Gold Panda BU (Sealed),127513672403,"Mar 22, 2026","$1,377.47",$0.00,,,Fixed price,https://www.ebay.com/itm/127513672403,6
15 Yuan 25th Anniversary of Panda- 1/25 Oz .999 Fine gold,136919387069,"Feb 15, 2026",$240.00,$0.00,,,Fixed price,https://www.ebay.com/itm/136919387069,4
1 oz China Gold Panda .999 Fine Coin BU Mint Sealed - Random Year,235556160099,"Mar 21, 2026","$4,543.45",$9.95,,,Fixed price,https://www.ebay.com/itm/235556160099,4
Random Year 50 Yuan People's Republic Of China 1/10 oz .999 Gold Panda Coin,306761038884,"Mar 11, 2026",$589.43,$0.00,,,Fixed price,https://www.ebay.com/itm/306761038884,4
1996 PANDA GOLD CHINA 5YUAN 1/20 OZ 1 PIECE,316577279854,"Dec 25, 2025",$274.99,$8.75,,,Fixed price,https://www.ebay.com/itm/316577279854,4
,,"Dec 27, 2025",$510.00,$0.00,,,Fixed price,,5
1 Pack 27mm Slab Coin Snap Holder 1/2 Oz American Eagle UK Britannia Gold Panda,406491815425,"Feb 5, 2026",$1.75,$2.95,,,Fixed price,https://www.ebay.com/itm/406491815425,10
10 Direct Fit 18mm Lighthouse Coin Capsules for China 1/10 oz Gold Panda,116687992983,"Apr 16, 2026",$6.20,$3.84,,,Fixed price,https://www.ebay.com/itm/116687992983,3
"China 1 oz Silver Panda MS-69 NGC/PCGS (Random Year, Spotted)",117091318106,"Apr 12, 2026",$104.47,$0.00,,,Fixed price,https://www.ebay.com/itm/117091318106,4
1987-Y 5 Yuan China 1/20 Oz Gold Bullion Panda Coin • RARE! UNC SEALED KEY DATE,175808240268,"Feb 1, 2026",$346.50,$0.00,,,Fixed price,https://www.ebay.com/itm/175808240268,4
"1/10 oz Chinese Gold Panda Coin (Random Year, Unsealed)",177154837461,"Apr 9, 2026",$554.08,$0.00,,,Fixed price,https://www.ebay.com/itm/177154837461,10
14K Yellow Gold Plated 925 Silver 1986 China 1/20 Oz .9999 Panda BU Unc Coin,198059381221,"Mar 5, 2026",$74.33,$0.00,,,Fixed price,https://www.ebay.com/itm/198059381221,3
China 2016 3 gram Gold/Silver Bi-Metallic Panda NGC PF70UC Honolulu HSNA,236432141089,"Jan 27, 2026",$600.00,$0.00,,,Fixed price,https://www.ebay.com/itm/236432141089,5
,,"Jan 14, 2026",$275.00,$0.00,,,Fixed price,,3
China Gold Panda 1 oz - BU - Mint Sealed - Random Date,305498643921,"Feb 12, 2026","$4,763.23",$0.00,,,Fixed price,https://www.ebay.com/itm/305498643921,3
1994 PANDA GOLD 1/20 OZ CHINA 0.999 ONE PIECE,317652045012,"Jan 27, 2026",$301.99,$6.67,,,Fixed price,https://www.ebay.com/itm/317652045012,5
,,"Dec 24, 2025",$274.50,$0.00,,,Fixed price,,5
,,"Jan 11, 2026",$299.99,$6.00,,,Fixed price,,3
,,"Dec 29, 2025",$533.33,$0.00,,,Fixed price,,3
"20""mm Coin Vintage 1985 China Panda 1/20 Oz Without Stone 14K Yellow Gold Plated",357857604558,"Feb 21, 2026",$95.99,$0.00,,,Fixed price,https://www.ebay.com/itm/357857604558,3
China 1987s Gold 1/20 oz 5 Yuan Panda Original Mint Sealed BU,366089529930,"Jan 23, 2026",$285.00,$0.00,,,Fixed price,https://www.ebay.com/itm/366089529930,3
"1 oz Chinese Gold Panda Coin (Random Year, Unsealed)",386593249381,"Nov 25, 2025","$4,234.42",$0.00,,,Fixed price,https://www.ebay.com/itm/386593249381,4
"1/4 oz Chinese Gold Panda Coin MS69 (PCGS or NGC, Random Year)",388232682932,"Mar 23, 2026","$1,179.79",$0.00,,,Fixed price,https://www.ebay.com/itm/388232682932,4
,,"Dec 24, 2025",$258.33,$5.07,,,Fixed price,,3
1 TROY OZ. PURE .999 SILVER DETAILED 2008 PANDA & BABY-CHINA COIN GIFT BOX +GOLD,111288790304,"Mar 3, 2026",$129.45,$17.43,,,Fixed price,https://www.ebay.com/itm/111288790304,2
2026 Samoa 1/200 oz Gold Spirit Animals Collection: Panda,117059477316,"Mar 12, 2026",$97.68,$0.00,,,Fixed price,https://www.ebay.com/itm/117059477316,2
1985 China 1 oz Gold Panda BU (Sealed),122771661558,"Feb 4, 2026","$5,494.28",$49.99,,,Fixed price,https://www.ebay.com/itm/122771661558,2
2015 BURNING CHINESE SILVER PANDA CHINA 1 Oz Ruthenium Gold Plated,126995288130,"Jan 23, 2026",$90.00,$4.90,,,Fixed price,https://www.ebay.com/itm/126995288130,2
,,"Oct 30, 2025",$484.95,$0.00,,,Fixed price,,20
2010 CHINA PANDA GOLD 50Y YUAN PCGS MS70 FIRST STRIKE–LOW MINTAGE,168091326204,"Jan 27, 2026",$557.00,$8.03,,,Fixed price,https://www.ebay.com/itm/168091326204,2
1982-2000 10 Yuan China 1/10 oz Panda Prong Set Polished Coin Bezel in 14k Gold,175231058191,"Jan 28, 2026",$231.72,$20.35,,,Fixed price,https://www.ebay.com/itm/175231058191,2
,,"Dec 10, 2025",$298.00,$0.00,,,Fixed price,,2
2014 Gold Foil China Silver Panda PCGS MS70 10Y 1oz .999,177827969442,"Feb 27, 2026",$130.00,$10.35,,,Fixed price,https://www.ebay.com/itm/177827969442,4
1987 100 Yuan Gold Chinese Panda .999 1 oz Sealed in Plastic,204893918120,"Feb 2, 2026","$5,054.32",$0.00,,,Fixed price,https://www.ebay.com/itm/204893918120,2
14K Yellow Gold Plated 925 Silver 1986 China 1/20 Oz .9999 Panda BU Unc Coin,205640175511,"Dec 14, 2025",$61.00,$0.00,,,Fixed price,https://www.ebay.com/itm/205640175511,2
1993 GOLD CHINA PANDA 10 YUAN 1/10oz SEALED COIN MINT STATE,226732461347,"Jan 23, 2026",$545.00,$6.95,,,Fixed price,https://www.ebay.com/itm/226732461347,2
,,"Jan 18, 2026","$1,248.50",$0.00,,,Fixed price,,2
,,"Dec 22, 2025",$515.00,$5.95,,,Fixed price,,2
China 1988 Gold 1/10 oz 10 Yuan Panda Original Mint Sealed BU,236182161688,"Mar 10, 2026",$640.00,$45.00,,,Fixed price,https://www.ebay.com/itm/236182161688,2
,,"Dec 2, 2025",$250.00,$0.00,,,Fixed price,,2
,,"Jan 18, 2026",$537.50,$0.00,,,Fixed price,,2
,,"Jan 9, 2026",$275.00,$0.00,,,Fixed price,,2
,,"Jan 1, 2026",$509.99,$4.00,,,Fixed price,,2
2012 GOLD CHINA PANDA 50 YUAN 1/10oz ORIGINAL SEALED COIN MINT STATE PL,306041375516,"Jan 20, 2026",$530.00,$5.95,,,Fixed price,https://www.ebay.com/itm/306041375516,2
