Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2005 Australia Lunar I Rooster 1 oz Silver NGC MS-69,124185158911,2/23/2026,$168.30,$3.99,Certified,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/124185158911
2005 Australia Lunar Series I Year of the Rooster 1 oz Silver BU,196894583569,1/24/2026,$156.92,Free,Uncirculated,bullionshark,Auction,https://www.ebay.com/itm/196894583569
2005 Australia Lunar Series I Year of the Rooster 1 oz Silver BU,304412998765,12/25/2025,$151.45,$4.99,Uncirculated,govmint_official,Auction,https://www.ebay.com/itm/304412998765
2005 Australia Lunar Series I Year of the Rooster 1 oz Silver BU,171646245007,3/1/2026,$162.27,$4.99,Uncirculated,greatcollections,Best Offer,https://www.ebay.com/itm/171646245007
2005 Australia Lunar I Rooster 1 oz Silver PCGS MS-69,216993765404,12/19/2025,$208.23,Free,Certified,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/216993765404
2005 Australia Lunar Series I Year of the Rooster 1 oz Silver BU,358249392927,1/9/2026,$154.39,Free,Uncirculated,jmbullion,Buy It Now,https://www.ebay.com/itm/358249392927
2005 Australia Lunar Series I Year of the Rooster 1 oz Silver BU,140836382356,1/25/2026,$176.21,Free,Uncirculated,jmbullion,Auction,https://www.ebay.com/itm/140836382356
2005 Australia Lunar Series I Year of the Rooster 1 oz Silver BU,198184447001,2/13/2026,$177.97,Free,Uncirculated,jmbullion,Buy It Now,https://www.ebay.com/itm/198184447001
2005 Australia Lunar Series I Year of the Rooster 1 oz Silver BU,321994110761,12/27/2025,$160.81,Free,Uncirculated,liberty_coin,Auction,https://www.ebay.com/itm/321994110761
2005 Australian Lunar Rooster Silver PCGS MS-70,323725485870,1/17/2026,$376.24,$3.99,Certified,jmbullion,Buy It Now,https://www.ebay.com/itm/323725485870
2005 Australian Lunar Rooster Silver PCGS MS-70,378823434547,12/8/2025,$395.35,$5.99,Certified,goldhillcoins,Auction,https://www.ebay.com/itm/378823434547
2005 Australia Lunar Series I Year of the Rooster 1 oz Silver BU,335103512499,2/27/2026,$135.75,Free,Uncirculated,pinehurst_coins,Best Offer,https://www.ebay.com/itm/335103512499
2005 Australia Lunar I Rooster 1 oz Silver NGC MS-69,290047195504,12/4/2025,$176.47,Free,Certified,heritage_auctions_outlet,Best Offer,https://www.ebay.com/itm/290047195504
2005 Australian Lunar Rooster Silver NGC MS-70,237527094748,2/16/2026,$356.43,Free,Certified,greatcollections,Buy It Now,https://www.ebay.com/itm/237527094748
2005 Australia Lunar Series I Year of the Rooster 1 oz Silver BU,170406928571,2/28/2026,$151.13,Free,Uncirculated,liberty_coin,Buy It Now,https://www.ebay.com/itm/170406928571
2005 Australia Lunar Series I Year of the Rooster 1 oz Silver BU,345969529589,12/18/2025,$133.49,$3.99,Uncirculated,pinehurst_coins,Buy It Now,https://www.ebay.com/itm/345969529589
2005 Australia Lunar I Rooster 1 oz Silver NGC MS-69,236261596679,2/12/2026,$231.20,$4.99,Certified,sdbullion,Auction,https://www.ebay.com/itm/236261596679
2005 Australian Lunar Rooster Silver NGC MS-70,324332592775,2/19/2026,$378.71,Free,Certified,goldhillcoins,Buy It Now,https://www.ebay.com/itm/324332592775
