Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2023-S Reverse Proof American Silver Eagle NGC PF70 Ultra Cameo,356421908715,01/14/2026,$89.99,Free,Certified,apmex,Buy It Now,https://www.ebay.com/itm/356421908715
2023-S American Eagle Silver Dollar Reverse Proof PCGS PR70DCAM,356328401923,01/06/2026,$94.95,Free,Certified,davidlawrencerarecoins,Buy It Now,https://www.ebay.com/itm/356328401923
2023 S Reverse Proof Silver Eagle 1 oz NGC PF69 Ultra Cameo,355842103856,12/24/2025,$72.99,$5.99,Certified,mcmcoins,Buy It Now,https://www.ebay.com/itm/355842103856
2023-S Reverse Proof American Silver Eagle OGP Box & COA US Mint,355701309428,01/19/2026,$64.50,Free,Uncirculated,libertycoinandcurrency,Buy It Now,https://www.ebay.com/itm/355701309428
2023 S American Silver Eagle Reverse Proof 1oz Silver Coin w/ OGP,356105207134,01/11/2026,$67.00,$4.95,Uncirculated,goldenstatecoin,Best Offer,https://www.ebay.com/itm/356105207134
2023-S Reverse Proof ASE Silver Eagle PF70 DCAM NGC Brown Label,355918504672,01/02/2026,$95.00,Free,Certified,boldpreciousmetals,Buy It Now,https://www.ebay.com/itm/355918504672
2023 S American Silver Eagle Reverse Proof OGP US Mint,356289614527,12/17/2025,$62.00,$5.49,Uncirculated,moderncoinmart,Auction,https://www.ebay.com/itm/356289614527
2023-S Reverse Proof Silver Eagle NGC REV PF70 First Releases,355761208134,01/21/2026,$92.00,Free,Certified,apmex,Buy It Now,https://www.ebay.com/itm/355761208134
2023 S Reverse Proof American Silver Eagle PCGS PR69 DCAM,356174306842,12/21/2025,$74.99,$4.99,Certified,silvercoinshop,Buy It Now,https://www.ebay.com/itm/356174306842
2023-S American Silver Eagle Reverse Proof in OGP from US Mint,355634812936,01/17/2026,$65.50,Free,Uncirculated,jmbullion,Best Offer,https://www.ebay.com/itm/355634812936
2023 S Reverse Proof American Silver Eagle with Box and COA,356052818204,12/29/2025,$63.99,$5.00,Uncirculated,sdbullion,Auction,https://www.ebay.com/itm/356052818204
2023-S American Silver Eagle Reverse Proof Raw Ungraded OGP,355896704539,01/24/2026,$61.00,$4.99,Uncirculated,pinehurst_coins,Buy It Now,https://www.ebay.com/itm/355896704539
2023 S Reverse Proof ASE Silver Eagle ANACS RP70 DCAM,356261905317,01/09/2026,$85.00,Free,Certified,certifiedassets,Buy It Now,https://www.ebay.com/itm/356261905317
2023-S Rev Proof Silver Eagle 1 oz NGC PF69 First Day Issue,355508019845,12/14/2025,$69.95,$5.99,Certified,pinnaclerarities,Buy It Now,https://www.ebay.com/itm/355508019845
2023-S Reverse Proof American Silver Eagle Raw OGP,355974903260,01/27/2026,$62.50,$4.95,Uncirculated,scottsmancoins,Best Offer,https://www.ebay.com/itm/355974903260
2023 S American Silver Eagle Reverse Proof PCGS PR70DCAM,356308506634,12/19/2025,$97.00,Free,Certified,davidlawrencerarecoins,Buy It Now,https://www.ebay.com/itm/356308506634
2023-S Reverse Proof American Silver Eagle Type 2 OGP,356418102946,01/30/2026,$64.00,$4.95,Uncirculated,scottsman_coins,Buy It Now,https://www.ebay.com/itm/356418102946
