Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
⭐️ 1984-Mo 1oz Silver Mexico Libertad PCGS MS67 ⭐️,198473190773,"Jul 10, 2026",$149.00,$5.97,,,Fixed price,https://www.ebay.com/itm/198473190773,1
⭐️ 1984-Mo 1oz Silver Mexico Libertad PCGS MS67 ⭐️,198478012516,"Jul 10, 2026",$135.00,$5.97,,,Auction,https://www.ebay.com/itm/198478012516,1
1984 Mexico Libertad 1oz .999 Silver / 1 Onza Plata Pura - Luster To Spare - WOW,137477446808,"Jul 9, 2026",$100.00,$4.50,,,Auction,https://www.ebay.com/itm/137477446808,1
1984 1oz Silver Mexican Libertad Coin Uncirculated Mint State,398100115261,"Jul 3, 2026",$94.00,$5.48,,,Fixed price,https://www.ebay.com/itm/398100115261,1
1984-Mo Libertad Silver 1oz Coin Mexico With Toning! Toned! Toner!,198447665621,"Jun 27, 2026",$102.50,$5.48,,,Auction,https://www.ebay.com/itm/198447665621,1
Mexican Libertad 1984 Onza Toned Silver Coin 1oz Plata Pura Rainbow Toning,206349281632,"Jun 18, 2026",$400.00,$0.00,,,Fixed price,https://www.ebay.com/itm/206349281632,1
1984 Mexico Libertad Silver 1 Onza Amazing Rainbow TONED TONER 1oz Coin. #2,177618815440,"Jun 15, 2026",$320.00,$5.72,,,Fixed price,https://www.ebay.com/itm/177618815440,1
1984 mexican libertad 1oz silver coin,267689199788,"Jun 13, 2026",$109.50,$5.62,,,Auction,https://www.ebay.com/itm/267689199788,1
1984 Mexico Libertad 1oz .999 Fine Silver Coin - Gorgeous Toning,287271230503,"Jun 13, 2026",$165.00,$0.00,,,Fixed price,https://www.ebay.com/itm/287271230503,1
1984-Mo 1 Onza 1oz .999 Silver Libertad Mexico Coin BLUE TONING Toned Toner,377224147294,"Jun 5, 2026",$132.50,$5.17,,,Auction,https://www.ebay.com/itm/377224147294,1
1984 Mexico Libertad 1oz .999 Fine Silver Coin - Gorgeous Toning,287271231247,"Jun 3, 2026",$225.00,$0.00,,,Fixed price,https://www.ebay.com/itm/287271231247,1
