Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
Barber Quarter NGC VF-20,100078723049,1/6/2026,$61.97,Free,Certified,davidlawrence,Best Offer,https://www.ebay.com/itm/100078723049
Barber Quarter XF-AU,165696824437,1/26/2026,$97.75,$3.99,Circulated,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/165696824437
Barber Quarter XF-AU,215353442642,12/20/2025,$82.31,Free,Circulated,legend_numismatics,Auction,https://www.ebay.com/itm/215353442642
Barber Quarter NGC XF-40,219654968275,1/24/2026,$94.05,Free,Certified,keydate_coins,Auction,https://www.ebay.com/itm/219654968275
Barber Quarter NGC XF-40,112122484457,12/25/2025,$79.23,Free,Certified,liberty_coin,Buy It Now,https://www.ebay.com/itm/112122484457
Barber Quarter PCGS VF-20,142616354884,2/13/2026,$60.23,Free,Certified,sdbullion,Auction,https://www.ebay.com/itm/142616354884
Barber Quarter Good-VG Random Date,209519117000,2/22/2026,$23.89,$3.99,Circulated,bullionshark,Best Offer,https://www.ebay.com/itm/209519117000
Barber Quarter Fine-VF 90% Silver,332151069668,2/6/2026,$36.44,$5.99,Circulated,goldhillcoins,Auction,https://www.ebay.com/itm/332151069668
Barber Quarter XF-AU,311738515846,1/7/2026,$86.43,$3.99,Circulated,apmex,Buy It Now,https://www.ebay.com/itm/311738515846
Barber Quarter NGC VF-20,233515515253,12/24/2025,$65.30,Free,Certified,goldhillcoins,Buy It Now,https://www.ebay.com/itm/233515515253
Barber Quarter Good-VG Random Date,353353398970,1/21/2026,$28.45,Free,Circulated,jmbullion,Best Offer,https://www.ebay.com/itm/353353398970
Barber Quarter NGC VF-20,295172154630,1/11/2026,$59.81,$3.99,Certified,govmint_official,Buy It Now,https://www.ebay.com/itm/295172154630
Barber Quarter PCGS MS-63,257641722795,1/22/2026,$296.96,Free,Certified,apmex,Auction,https://www.ebay.com/itm/257641722795
Barber Quarter Good-VG Random Date,272901150799,12/25/2025,$31.34,Free,Circulated,silvertowne,Buy It Now,https://www.ebay.com/itm/272901150799
Barber Quarter Good-VG Random Date,388101925400,11/26/2025,$26.48,Free,Circulated,heritage_auctions_outlet,Buy It Now,https://www.ebay.com/itm/388101925400
Barber Quarter PCGS MS-63,347619654284,11/29/2025,$327.78,$5.99,Certified,heritage_auctions_outlet,Auction,https://www.ebay.com/itm/347619654284
Barber Quarter XF-AU,177672550956,2/20/2026,$88.30,Free,Circulated,liberty_coin,Buy It Now,https://www.ebay.com/itm/177672550956
Barber Quarter XF-AU,237691390688,12/30/2025,$70.75,Free,Circulated,heritage_auctions_outlet,Buy It Now,https://www.ebay.com/itm/237691390688
Barber Quarter Fine-VF 90% Silver,297815111790,12/28/2025,$35.78,Free,Circulated,moderncoinmart,Auction,https://www.ebay.com/itm/297815111790
Barber Quarter NGC MS-63,384772045467,2/7/2026,$337.50,Free,Certified,silvertowne,Auction,https://www.ebay.com/itm/384772045467
