Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1999 Australia Lunar Series I Rabbit 1 oz Gold BU,102715992051,1/14/2026,"$5,750.88",$3.99,Uncirculated,apmex,Best Offer,https://www.ebay.com/itm/102715992051
1999 Australia Lunar Series I Rabbit 1 oz Gold BU,267995364790,1/24/2026,"$5,868.72",$3.99,Uncirculated,mcm_online,Buy It Now,https://www.ebay.com/itm/267995364790
1999 Australia Lunar I Rabbit 1 oz Gold PCGS MS-69,389350318777,2/12/2026,"$6,395.96",Free,Certified,sdbullion,Buy It Now,https://www.ebay.com/itm/389350318777
1999 Australia Lunar Series I Rabbit 1 oz Gold BU,159213852808,2/14/2026,"$6,211.13",Free,Uncirculated,silvertowne,Auction,https://www.ebay.com/itm/159213852808
1999 Australia Lunar Series I Rabbit 1 oz Gold BU,214229684263,2/3/2026,"$6,131.23",Free,Uncirculated,bullionshark,Buy It Now,https://www.ebay.com/itm/214229684263
1999 Australia Lunar Series I Rabbit 1 oz Gold BU,185023212045,1/17/2026,"$5,744.04",Free,Uncirculated,apmex,Buy It Now,https://www.ebay.com/itm/185023212045
1999 Australia Lunar Series I Rabbit 1 oz Gold BU,190540164895,12/16/2025,"$5,889.92",Free,Uncirculated,liberty_coin,Auction,https://www.ebay.com/itm/190540164895
1999 Australia Lunar Series I Rabbit 1 oz Gold BU,143449654043,1/2/2026,"$6,116.07",Free,Uncirculated,mcm_online,Buy It Now,https://www.ebay.com/itm/143449654043
1999 Australia Lunar Series I Rabbit 1 oz Gold BU,206759251015,1/8/2026,"$6,288.49",Free,Uncirculated,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/206759251015
1999 Australia Lunar I Rabbit Gold PCGS MS-70,213137184303,3/1/2026,"$7,609.56",Free,Certified,heritage_auctions_outlet,Buy It Now,https://www.ebay.com/itm/213137184303
1999 Australia Lunar I Rabbit 1 oz Gold NGC MS-69,118301571209,2/10/2026,"$6,546.10",$4.99,Certified,goldeneaglecoin,Auction,https://www.ebay.com/itm/118301571209
1999 Australia Lunar Series I Rabbit 1 oz Gold BU,155399461544,1/19/2026,"$5,911.80",Free,Uncirculated,legend_numismatics,Buy It Now,https://www.ebay.com/itm/155399461544
1999 Australia Lunar Series I Rabbit 1 oz Gold BU,340660297265,1/20/2026,"$6,182.26",Free,Uncirculated,mcm_online,Auction,https://www.ebay.com/itm/340660297265
1999 Australia Lunar Series I Rabbit 1 oz Gold BU,387914529724,12/25/2025,"$5,831.42",Free,Uncirculated,govmint_official,Best Offer,https://www.ebay.com/itm/387914529724
