Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL,Quantity Sold
1964-D Roosevelt Silver Dime MS64 First Generation Holder PCGS,298387032800,"Jun 29, 2026",$52.50,$0.00,,,Fixed price,https://www.ebay.com/itm/298387032800,1
1776-2026-S SILVER PROOF EMERGING LIBERTY DIME 10c COMES IN A GENERIC COIN SLAB,358669397319,"Jun 18, 2026",$49.95,$2.95,,,Fixed price,https://www.ebay.com/itm/358669397319,1
ANACS Sample Slab~1st Generation~1954 S Silver Dime MS 63 Toned Mint Error~ANA,267686766672,"Jun 11, 2026",$139.00,$4.95,,,Auction,https://www.ebay.com/itm/267686766672,1
Coin Golf Ball Marker - 1976 bicentennial quarter dollar Roosevelt dime,157860059522,"May 24, 2026",$18.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157860059522,1
"Custom Date Dime Necklace | 20"" Chain | Silver Mercury/Roosevelt Coin |Gift Box",165520353264,"May 17, 2026",$39.15,$8.36,,,Fixed price,https://www.ebay.com/itm/165520353264,5
1954-D Roosevelt Dime ANACS MS-64 First Generation Holder,336559562141,"May 9, 2026",$26.00,$0.00,,,Auction,https://www.ebay.com/itm/336559562141,1
"2011 S Silver Proof Roosevelt Dime 90% Silver, NGC Early Release PF 70 Ultra Cam",326969735114,"Apr 30, 2026",$30.00,$5.97,,,Fixed price,https://www.ebay.com/itm/326969735114,1
"Lot of 3 Early San Francisco 90% Silver Roosevelt Dimes 1950-S, 1951-S, 1952-S",178086500649,"Apr 30, 2026",$17.95,$1.03,,,Fixed price,https://www.ebay.com/itm/178086500649,1
Lot of 3 Early San Francisco 90% Silver Roosevelt Dimes - 1950 P D S,178086561860,"Apr 30, 2026",$17.95,$1.03,,,Fixed price,https://www.ebay.com/itm/178086561860,1
8 Roosevelt Dimes. 1964 & Earlier 90% Silver ! Insurance & Free Shipping !!,206194115843,"Apr 30, 2026",$39.95,$0.00,,,Fixed price,https://www.ebay.com/itm/206194115843,1
( 1) 90% Silver 1946-1964 Roosevelt DIME Many Dates mints With volume discount,287262300167,"Apr 30, 2026",$5.96,$0.00,,,Fixed price,https://www.ebay.com/itm/287262300167,98
1962 (P) Roosevelt Dime Gem Proof 90% Silver,144301582244,"Apr 30, 2026",$8.75,$3.95,,,Fixed price,https://www.ebay.com/itm/144301582244,16
1954-S PCGS MS66+FB Rosevelt Silver Dime 10c - Lustrous Original,358504416464,"Apr 30, 2026",$195.00,$2.49,,,Fixed price,https://www.ebay.com/itm/358504416464,1
1962P Roosevelt Dime Circulated 90% Silver!!!,358206844693,"Apr 30, 2026",$4.99,$5.89,,,Fixed price,https://www.ebay.com/itm/358206844693,1
1964 D Roosevelt Dime CHOICE BU ! Great Luster - .99 Cents Shipping!,117156029408,"Apr 30, 2026",$7.27,$0.00,,,Fixed price,https://www.ebay.com/itm/117156029408,1
1998-S 10c SILVER NGC PF70UCAM PROOF ROOSEVELT DIME ULTRA CAMEO PR 70 DC,384745138387,"Apr 30, 2026",$36.00,$0.00,,,Fixed price,https://www.ebay.com/itm/384745138387,1
1999-S 10c SILVER NGC PF70UCAM PROOF ROOSEVELT DIME ULTRA CAMEO PR 70,389075652399,"Apr 30, 2026",$36.00,$0.00,,,Fixed price,https://www.ebay.com/itm/389075652399,1
Bullion Roll Of Roosevelt Pre 1965 Dimes (50),267654918475,"Apr 30, 2026",$225.00,$7.02,,,Fixed price,https://www.ebay.com/itm/267654918475,1
"1, SEALED Roll of Dimes, ~ Unsearched - Possible Errors, Silver, Rare Coins",336278011086,"Apr 30, 2026",$8.83,$7.64,,,Fixed price,https://www.ebay.com/itm/336278011086,39
KAPPYSCOINS W6322 1948D SILVER CH BU TO GEM ROOSEVELT DIME,387721630474,"Apr 30, 2026",$8.18,$4.93,,,Fixed price,https://www.ebay.com/itm/387721630474,11
Roosevelt Dimes Roll of 50 - Mixed Date and Mint 1946 to 1964 - 90% Silver Coins,117169222908,"Apr 30, 2026",$238.80,$7.50,,,Fixed price,https://www.ebay.com/itm/117169222908,3
🌴1962 D Roosevelt Dime - CIRCULATED. (MELT VALUE $6.97),236656987873,"Apr 30, 2026",$4.95,$1.25,,,Fixed price,https://www.ebay.com/itm/236656987873,1
1959 Roosevelt Dime 90% Silver Gem Proof In Original Proof Set Cellophane,377141635941,"Apr 30, 2026",$10.00,$0.00,,,Fixed price,https://www.ebay.com/itm/377141635941,1
1954 Proof Silver Roosevelt Dime,157730774873,"Apr 30, 2026",$9.49,$2.00,,,Fixed price,https://www.ebay.com/itm/157730774873,1
1963 D Roosevelt Silver Dime 90% Silver Circulated Coin Free Shipping #8366,336557762574,"Apr 30, 2026",$5.59,$0.00,,,Fixed price,https://www.ebay.com/itm/336557762574,1
roosevelt dime and benjamin franklin silver lot 2$ Face Value,358502613497,"Apr 30, 2026",$60.00,$5.62,,,Fixed price,https://www.ebay.com/itm/358502613497,1
"3 Coin Dime Lot , Mercury Roosevelt Barber 90% Silver Bullion Silver Certificate",264335749576,"Apr 30, 2026",$19.76,$0.00,,,Fixed price,https://www.ebay.com/itm/264335749576,242
1960 (P) Roosevelt Dime PCGS MS65 10 cents,277485893715,"Apr 30, 2026",$15.00,$4.00,,,Fixed price,https://www.ebay.com/itm/277485893715,1
1962-D BU Roosevelt 90% Silver Dime ~ Free Shipping!,156918296852,"Apr 30, 2026",$9.49,$0.00,,,Fixed price,https://www.ebay.com/itm/156918296852,2
2012 S Roosevelt Dime 90% SILVER Proof Coin FROSTY Roosie GEM FDR TuFF Sweet,358406918422,"Apr 30, 2026",$15.19,$0.00,,,Fixed price,https://www.ebay.com/itm/358406918422,1
1952-S 10C FB Roosevelt Dime Silver Gem Unc. Original Roll Coin Free Shipping,147282327022,"Apr 30, 2026",$18.95,$0.00,,,Fixed price,https://www.ebay.com/itm/147282327022,1
1964 D Roosevelt Silver Dime 90% Silver Circulated Coin Free Shipping #8368,336557767185,"Apr 30, 2026",$5.59,$0.00,,,Fixed price,https://www.ebay.com/itm/336557767185,1
1955-S 10C Roosevelt Dime NGC MS66 8699811-041,287285889554,"Apr 30, 2026",$15.00,$0.00,,,Fixed price,https://www.ebay.com/itm/287285889554,1
1962-D Roosevelt Silver Dime Uncirculated (T103),358198513918,"Apr 30, 2026",$7.00,$0.74,,,Fixed price,https://www.ebay.com/itm/358198513918,1
1964 Roosevelt Silver Dime 90% Silver Circulated Coin Free Shipping #8367,336557763378,"Apr 30, 2026",$5.59,$0.00,,,Fixed price,https://www.ebay.com/itm/336557763378,1
2009 S Roosevelt Dime Silver Proof - Deep Cameo 90% Silver,157861657275,"Apr 30, 2026",$8.50,$0.00,,,Fixed price,https://www.ebay.com/itm/157861657275,4
ROOSEVELT SILVER DIMES LOT OF 5 - 90% SILVER FREE SHIPPING #8281,336555736483,"Apr 30, 2026",$28.04,$0.00,,,Fixed price,https://www.ebay.com/itm/336555736483,1
ROOSEVELT SILVER DIMES LOT OF 5 - 90% SILVER FREE SHIPPING #8275,336555730214,"Apr 30, 2026",$28.04,$0.00,,,Fixed price,https://www.ebay.com/itm/336555730214,1
2011 S Roosevelt Dime Silver Proof - Deep Cameo 90% Silver,377142307019,"Apr 30, 2026",$9.00,$0.00,,,Fixed price,https://www.ebay.com/itm/377142307019,2
Roll of 50 Silver Roosevelt Dimes $5 Face Value 90% Silver Coins Mixed Dates,267651875159,"Apr 30, 2026",$249.69,$5.89,,,Fixed price,https://www.ebay.com/itm/267651875159,1
2010 S Roosevelt Dime Silver Proof - Deep Cameo 90% Silver,157861686743,"Apr 30, 2026",$9.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157861686743,4
1946-D 10C Roosevelt Dime (90% Silver),267639360975,"Apr 30, 2026",$5.95,$0.74,,,Fixed price,https://www.ebay.com/itm/267639360975,1
Silver Dime - Roosevelt - 1946-S [454],318060544855,"Apr 30, 2026",$7.50,$1.25,,,Fixed price,https://www.ebay.com/itm/318060544855,1
1947-S 10C Roosevelt Dime - #1,336416593572,"Apr 30, 2026",$8.00,$1.50,,,Fixed price,https://www.ebay.com/itm/336416593572,1
#1947 D Roosevelt Dime 90% Silver **Free Shipping**,287298253227,"Apr 30, 2026",$6.45,$0.00,,,Fixed price,https://www.ebay.com/itm/287298253227,1
1947-D and 1947-S Roosevelt Dimes silver BU Lot of 2,137221073129,"Apr 30, 2026",$18.75,$0.00,,,Fixed price,https://www.ebay.com/itm/137221073129,1
1962-D Unc Roosevelt Dime. Actual Coin Checkout All My Line Of Dimes,406785058107,"Apr 30, 2026",$6.05,$0.74,,,Fixed price,https://www.ebay.com/itm/406785058107,1
20 90% Silver Dimes Lot - 15 Mercury & 5 Roosevelt WORTH A LOOK! GOOD YEARS!,336558110885,"Apr 30, 2026",$99.00,$5.99,,,Auction,https://www.ebay.com/itm/336558110885,1
"7 Roosevelt Dimes (2)1947,(1)1964, (3)1965, & (1)1974 D",406880279413,"Apr 30, 2026",$9.99,$5.60,,,Auction,https://www.ebay.com/itm/406880279413,1
"Lot of 3 Silver Dimes, 1 - Mercury & 2 - Roosevelt , 90% Silver, Nice Condition",157864599907,"Apr 30, 2026",$16.95,$0.99,,,Fixed price,https://www.ebay.com/itm/157864599907,1
1957-D Roosevelt Dime 90% Silver US Mint Denver Fine Circulated Free Shipping,147283447655,"Apr 30, 2026",$4.75,$0.00,,,Fixed price,https://www.ebay.com/itm/147283447655,1
SUPER RARE!!! SILVER ERROR 1953-S Roosevelt Silver Dime Rim Clip ICG MS64 S,137026511762,"Apr 29, 2026",$43.99,$0.00,,,Fixed price,https://www.ebay.com/itm/137026511762,1
1964-D Roosevelt Dime 90% Silver US Mint Denver Extra Fine Circulated 2K,287254918411,"Apr 29, 2026",$6.31,$0.00,,,Fixed price,https://www.ebay.com/itm/287254918411,36
25 Pre 1964 Roosevelt Silver Dimes Lot,257482320243,"Apr 29, 2026",$117.00,$0.00,,,Fixed price,https://www.ebay.com/itm/257482320243,1
"1949 ANACS MS 66 FSB Roosevelt Silver Dime, Full Split Bands, FT FB, Color Tone",286753817238,"Apr 29, 2026",$71.96,$0.00,,,Fixed price,https://www.ebay.com/itm/286753817238,1
Silver Roosevelt Dimes (50x) Roll Of 90% Mixed Dates (1946 - 1964) 3.617 Oz ASW,306909387647,"Apr 29, 2026",$239.99,$5.50,,,Fixed price,https://www.ebay.com/itm/306909387647,1
Coin Golf Ball Marker - Gold presidential Dollar with 2026 Roosevelt dime,157860568160,"Apr 26, 2026",$18.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157860568160,1
Coin Golf Ball Marker - Gold presidential Dollar with 2026 Roosevelt dime,157847756321,"Apr 20, 2026",$18.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157847756321,1
Coin Golf Ball Marker - 1976 bicentennial quarter dollar Roosevelt dime,157847765559,"Apr 20, 2026",$18.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157847765559,1
1964-D 10c Roosevelt Silver Dime PCGS MS64 SAMPLE Rattler Generation 1 C4339,389864105738,"Apr 16, 2026",$43.00,$0.00,,,Auction,https://www.ebay.com/itm/389864105738,1
1962 P&D Roosevelt Dimes CH BU LUSTER 90% Silver US Coins,332464102606,"Apr 6, 2026",$17.99,$0.00,,,Fixed price,https://www.ebay.com/itm/332464102606
1951 D Roosevelt Dime BU Uncirculated Mint State 90% Silver 10c US Coin,364394633093,"Apr 6, 2026",$11.61,$0.00,,,Fixed price,https://www.ebay.com/itm/364394633093
2025 S Limited Edition Silver Proof Roosevelt Dime - In Capsule (Never Opened),167985917896,"Apr 6, 2026",$47.08,$0.00,,,Fixed price,https://www.ebay.com/itm/167985917896
,,"Apr 6, 2026",$18.00,$0.00,,,Fixed price,,1
"Lot of 3 90% Silver Roosevelt Dimes Various Years, Choose How Many Lots!",335731632659,"Apr 5, 2026",$18.15,$0.00,,,Fixed price,https://www.ebay.com/itm/335731632659
2025 S Silver Proof Roosevelt Dime,198203126405,"Apr 5, 2026",$30.45,$0.00,,,Fixed price,https://www.ebay.com/itm/198203126405
Lot Of 5 - 90% Silver Roosevelt Dimes - Random Date,277702874913,"Apr 5, 2026",$26.31,$4.95,,,Fixed price,https://www.ebay.com/itm/277702874913
Roosevelt Dimes $10 Face Value 90% Silver 2 Rolls 100 Coin Bulk Lot Collection,362806060266,"Apr 5, 2026",$512.32,$0.00,,,Fixed price,https://www.ebay.com/itm/362806060266
1955-D Roosevelt Dime 90% Silver Gem,164772797413,"Apr 5, 2026",$8.99,$0.00,,,Fixed price,https://www.ebay.com/itm/164772797413
1992 -S Roosevelt Dime Proof 90% Silver Gem Deep Cameo,167108407700,"Apr 5, 2026",$9.28,$0.00,,,Fixed price,https://www.ebay.com/itm/167108407700
[Lot of 5] Roosevelt Dimes 1946-1964 90% Silver CHOOSE # OF LOTS OF 5 COINS!,154574558925,"Apr 5, 2026",$36.93,$0.00,,,Fixed price,https://www.ebay.com/itm/154574558925
Roosevelt Dimes 90% Silver • Cheap Silver • Fair Pricing!,188075751321,"Apr 4, 2026",$5.32,$5.90,,,Fixed price,https://www.ebay.com/itm/188075751321
1953-S Silver Roosevelt Dime Choice/Gem Uncirculated,165285698882,"Apr 4, 2026",$8.99,$0.00,,,Fixed price,https://www.ebay.com/itm/165285698882
1947 D Roosevelt Dime BU Uncirculated Mint State 90% Silver 10c US Coin,364231677948,"Apr 4, 2026",$11.66,$0.00,,,Fixed price,https://www.ebay.com/itm/364231677948
1960 D Silver Dime. 90% Silver. 35 Available. Any # Bought Ship for $1.,198131760464,"Apr 4, 2026",$6.95,$1.00,,,Fixed price,https://www.ebay.com/itm/198131760464
1950 D Roosevelt Dime CH BU LUSTER! 90% Silver US Coin From OBW Roll,332464100845,"Apr 4, 2026",$11.12,$0.00,,,Fixed price,https://www.ebay.com/itm/332464100845
1963 P&D Roosevelt Dimes 10C CH BU LUSTER! 90% Silver US Coin,332464100855,"Apr 4, 2026",$17.49,$0.00,,,Fixed price,https://www.ebay.com/itm/332464100855
1948 S Roosevelt Dime 10¢ - BU - Choice to Gem Uncirculated,136444493323,"Apr 4, 2026",$13.99,$0.00,,,Fixed price,https://www.ebay.com/itm/136444493323
1949 D CH BU Roosevelt Dime BLAZING WHITE!! From OBW Roll,332394520581,"Apr 4, 2026",$17.79,$0.00,,,Fixed price,https://www.ebay.com/itm/332394520581
1952 S CH BU Roosevelt Dime From OBW Rolls,332394520609,"Apr 4, 2026",$12.25,$0.00,,,Fixed price,https://www.ebay.com/itm/332394520609
"Silver Dime - Random - 90% - Mercury, Roosevelt, Barber - READ DESCRIPTION!!!",177924799105,"Apr 3, 2026",$5.63,$0.91,,,Fixed price,https://www.ebay.com/itm/177924799105
1946 D Roosevelt Dime BU Uncirculated Mint State 90% Silver 10c US Coin,364231679193,"Apr 3, 2026",$11.81,$0.00,,,Fixed price,https://www.ebay.com/itm/364231679193
"3 different silver Dime coin lot; Barber, Mercury, and Roosevelt dimes -one each",137040292526,"Apr 3, 2026",$19.98,$0.87,,,Fixed price,https://www.ebay.com/itm/137040292526
1958 P Roosevelt Dime CH BU LUSTER! 90% Silver US Coin,332464100825,"Apr 3, 2026",$8.99,$0.00,,,Fixed price,https://www.ebay.com/itm/332464100825
Roosevelt Dime. 90% Silver. 1946-1964. Random year and mint.,236720612697,"Apr 3, 2026",$6.45,$0.00,,,Fixed price,https://www.ebay.com/itm/236720612697
1963 D 90% Silver Roosevelt Dime - Gem BU (CP0003),137104530443,"Apr 3, 2026",$5.82,$0.74,,,Fixed price,https://www.ebay.com/itm/137104530443
1959-P Roosevelt Dime Uncirculated BU 90% Silver,305104624324,"Apr 3, 2026",$9.00,$0.00,,,Fixed price,https://www.ebay.com/itm/305104624324
1954-S Roosevelt Silver Dime Gem ALL,287122227928,"Apr 3, 2026",$7.64,$0.00,,,Fixed price,https://www.ebay.com/itm/287122227928
FULL DATES 2 Rolls of 50 ea $10 Face Value 90% Silver Roosevelt Dimes,301859716307,"Apr 2, 2026",$517.20,$0.00,,,Fixed price,https://www.ebay.com/itm/301859716307
90% Silver Roosevelt Dimes Lot Of 10 Random Dates/ Mints,127628140829,"Apr 2, 2026",$55.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127628140829
1946 S Roosevelt Dime CH BU LUSTER! 90% Silver US Coin From OBW Rolls,332464100844,"Apr 2, 2026",$10.63,$0.00,,,Fixed price,https://www.ebay.com/itm/332464100844
1954-D Roosevelt Dime 90% Silver Gem,166006841461,"Apr 1, 2026",$8.99,$0.00,,,Fixed price,https://www.ebay.com/itm/166006841461
1955-S ROOSEVELT SILVER DIME GEM WT,287122227919,"Apr 1, 2026",$7.64,$0.00,,,Fixed price,https://www.ebay.com/itm/287122227919
1948-D Roosevelt Dime Choice to Gem Uncirculated,167743010657,"Mar 31, 2026",$10.99,$0.00,,,Fixed price,https://www.ebay.com/itm/167743010657
1959-D Roosevelt Dime 90% Silver BU 10C Denver US Mint Coin,227280120422,"Mar 31, 2026",$4.00,$1.29,,,Fixed price,https://www.ebay.com/itm/227280120422
Lot of 10 Roosevelt Dimes 1946-1964 90% Silver CHOOSE HOW MANY LOTS OF 10 COINS!,155608442009,"Mar 31, 2026",$64.74,$13.24,,,Fixed price,https://www.ebay.com/itm/155608442009
2 Roll Lot (100 Coins) 1958-1964 Unc BU MS Roosevelt Dime $10 Face 90% Silver,133403240369,"Mar 30, 2026",$514.24,$0.00,,,Fixed price,https://www.ebay.com/itm/133403240369
1960-P Roosevelt Dime - BU Uncirculated,157271020246,"Mar 30, 2026",$7.99,$0.00,,,Fixed price,https://www.ebay.com/itm/157271020246
1946 S Roosevelt Dime BU Uncirculated Mint State 90% Silver 10c US Coin,365242072759,"Mar 29, 2026",$11.99,$0.00,,,Fixed price,https://www.ebay.com/itm/365242072759
1964-D Roosevelt Dime - BU - #1505E - Stock Photo - FREE SHIPPING,267604919460,"Mar 29, 2026",$6.99,$0.00,,,Fixed price,https://www.ebay.com/itm/267604919460
1955-S ROOSEVELT SILVER DIME - GEM - A17,277700803144,"Mar 28, 2026",$7.64,$0.00,,,Fixed price,https://www.ebay.com/itm/277700803144
1947 S Roosevelt Dime 90% Silver BU Uncirculated,318004862817,"Mar 28, 2026",$7.95,$2.03,,,Fixed price,https://www.ebay.com/itm/318004862817
Roosevelt Dime. 90% Silver. 1946-1964. Random year and mint.,267617642406,"Mar 27, 2026",$5.77,$0.00,,,Fixed price,https://www.ebay.com/itm/267617642406
1950 - 1964 Roosevelt Dimes - 90% Silver - This is for 1 Coin,127773458428,"Mar 27, 2026",$5.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127773458428
,,"Mar 27, 2026",$18.00,$0.00,,,Fixed price,,1
90% Silver Roosevelt Asst Dime Constitutional Junk Silver. You Choose How Many!!,267500111009,"Mar 26, 2026",$5.50,$5.95,,,Fixed price,https://www.ebay.com/itm/267500111009
Nice 1954 S Roosevelt Dime Silver - UNC actual coin in photo #db1,257296867196,"Mar 25, 2026",$8.99,$0.00,,,Fixed price,https://www.ebay.com/itm/257296867196
One 1946-1964 90% Silver Roosevelt Rosie Dime 10c coin collectible Album Filler,187461354369,"Mar 24, 2026",$5.41,$0.00,,,Fixed price,https://www.ebay.com/itm/187461354369
2023 S Silver Proof Roosevelt Dime,137022536533,"Mar 23, 2026",$22.03,$0.00,,,Fixed price,https://www.ebay.com/itm/137022536533
,,"Mar 23, 2026",$18.00,$0.00,,,Fixed price,,1
1948 (P) Roosevelt Dime 10¢ - BU - Choice to Gem Uncirculated,146822765663,"Mar 21, 2026",$12.49,$0.00,,,Fixed price,https://www.ebay.com/itm/146822765663
,,"Mar 21, 2026",$15.00,$17.70,,,Fixed price,,1
,,"Mar 21, 2026",$87.05,$4.95,,,Auction,,1
2026 S Emerging Liberty SILVER PROOF Dime SEMIQUINCENTENIAL - PRESALE,168227115043,"Mar 20, 2026",$69.99,$0.00,,,Fixed price,https://www.ebay.com/itm/168227115043
Roosevelt Dime. 90% Silver. 1946-1964. Random year and mint.,236675988790,"Mar 20, 2026",$6.64,$0.00,,,Fixed price,https://www.ebay.com/itm/236675988790
90% Silver Roosevelt Dimes 50-Coin Roll Avg Circ,146433154331,"Mar 19, 2026",$236.03,$0.00,,,Fixed price,https://www.ebay.com/itm/146433154331
Roll of 50 - $5 Face Value Full Dates 90% Silver Roosevelt Dimes,204361188359,"Mar 19, 2026",$206.15,$0.00,,,Fixed price,https://www.ebay.com/itm/204361188359
Random Silver Roosevelt Dimes at Melt Price - you choose how many,326992092977,"Mar 18, 2026",$6.17,$1.73,,,Fixed price,https://www.ebay.com/itm/326992092977
"2025 S Silver Proof Roosevelt Dime, Coin in Capsule",135550244650,"Mar 18, 2026",$32.21,$0.00,,,Fixed price,https://www.ebay.com/itm/135550244650
2025 S Silver Proof Roosevelt Dime,198155749651,"Mar 17, 2026",$32.70,$0.00,,,Fixed price,https://www.ebay.com/itm/198155749651
1955 Roosevelt Silver Dime - Gem ALL,277700803077,"Mar 16, 2026",$7.64,$0.00,,,Fixed price,https://www.ebay.com/itm/277700803077
1962+1963+1964 Three Proof Silver Roosevelt Dimes!,157127333314,"Mar 12, 2026",$22.38,$3.49,,,Fixed price,https://www.ebay.com/itm/157127333314
2026 S Emerging Liberty SILVER PROOF Dime SEMIQUINCENTENIAL - PRESALE,406740767867,"Mar 10, 2026",$54.99,$5.77,,,Fixed price,https://www.ebay.com/itm/406740767867
,,"Mar 8, 2026",$20.89,$3.25,,,Auction,,1
1946 S Roosevelt Dime 10¢ - BU - Choice to Gem Uncirculated,136439548340,"Mar 6, 2026",$10.24,$0.00,,,Fixed price,https://www.ebay.com/itm/136439548340
1951-D Roosevelt Dime 90% Silver Gem,168120580898,"Mar 3, 2026",$8.99,$0.00,,,Fixed price,https://www.ebay.com/itm/168120580898
1 x 1964 Dime Random Roosevelt Coin USA Minted Dime Lot Coins USA 90% Silver,336403071768,"Mar 1, 2026",$6.69,$0.00,,,Fixed price,https://www.ebay.com/itm/336403071768
2018 S 10C REVERSE PROOF SILVER ROOSEVELT DIME IN COIN FLIP,387474626484,"Feb 27, 2026",$13.81,$0.00,,,Fixed price,https://www.ebay.com/itm/387474626484
