Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2021 Great Britain Lunar Ox 1 oz Gold BU,262840136103,2/8/2026,"$5,474.81",Free,Uncirculated,greatcollections,Buy It Now,https://www.ebay.com/itm/262840136103
2021 Great Britain Lunar Ox 1 oz Gold BU,181889159663,12/30/2025,"$5,451.13",$5.99,Uncirculated,keydate_coins,Auction,https://www.ebay.com/itm/181889159663
2021 Royal Mint Lunar Ox 1 oz Gold PCGS MS-69,136803037127,1/14/2026,"$5,701.38",Free,Certified,sdbullion,Buy It Now,https://www.ebay.com/itm/136803037127
2021 Great Britain Lunar Ox 1 oz Gold BU,382388672469,12/23/2025,"$5,735.29",Free,Uncirculated,govmint_official,Buy It Now,https://www.ebay.com/itm/382388672469
2021 Royal Mint Lunar Ox 1 oz Gold NGC MS-69,217966242784,2/27/2026,"$5,831.85",Free,Certified,goldhillcoins,Buy It Now,https://www.ebay.com/itm/217966242784
2021 Great Britain Lunar Ox 1 oz Gold BU,151292444162,3/1/2026,"$5,637.45",Free,Uncirculated,heritage_auctions_outlet,Buy It Now,https://www.ebay.com/itm/151292444162
2021 Great Britain Lunar Ox 1 oz Gold BU,398868963504,12/21/2025,"$5,779.15",Free,Uncirculated,boldpreciousmetals,Buy It Now,https://www.ebay.com/itm/398868963504
2021 Great Britain Lunar Ox 1 oz Gold BU,280506364831,2/26/2026,"$5,569.04",$4.99,Uncirculated,greatcollections,Buy It Now,https://www.ebay.com/itm/280506364831
2021 Royal Mint Lunar Ox 1 oz Gold NGC MS-69,236525444987,12/30/2025,"$5,593.47",$5.99,Certified,heritage_auctions_outlet,Best Offer,https://www.ebay.com/itm/236525444987
2021 Great Britain Lunar Ox 1 oz Gold BU,257167757001,12/11/2025,"$5,726.79",Free,Uncirculated,liberty_coin,Best Offer,https://www.ebay.com/itm/257167757001
2021 Royal Mint Lunar Ox 1 oz Gold PCGS MS-69,317696028008,12/30/2025,"$5,936.70",Free,Certified,goldhillcoins,Buy It Now,https://www.ebay.com/itm/317696028008
2021 Great Britain Lunar Ox 1 oz Gold BU,324452750393,1/29/2026,"$5,511.54",Free,Uncirculated,goldhillcoins,Buy It Now,https://www.ebay.com/itm/324452750393
2021 Royal Mint Lunar Ox 1 oz Gold PCGS MS-69,233948395640,12/18/2025,"$6,015.10",Free,Certified,bullionshark,Auction,https://www.ebay.com/itm/233948395640
2021 Royal Mint Lunar Ox Gold PCGS MS-70,341396929622,2/17/2026,"$6,366.92",Free,Certified,bullionshark,Best Offer,https://www.ebay.com/itm/341396929622
