Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1918/7-S Standing Liberty Quarter PCGS F-12,290691731172,2/13/2026,"$2,215.04",$3.99,Certified,silvertowne,Best Offer,https://www.ebay.com/itm/290691731172
1918/7-S Standing Liberty Quarter VG Details Overdate,102121589816,12/24/2025,"$1,507.46",Free,Circulated,davidlawrence,Auction,https://www.ebay.com/itm/102121589816
1918/7-S Standing Liberty Quarter VG Details Overdate,120403141253,12/22/2025,"$1,694.57",Free,Circulated,silvertowne,Auction,https://www.ebay.com/itm/120403141253
1918/7-S Standing Liberty Quarter PCGS XF-40,223552591901,2/4/2026,"$11,380.14",Free,Certified,legend_numismatics,Best Offer,https://www.ebay.com/itm/223552591901
1918/7-S Standing Liberty Quarter NGC F-12,333494968659,2/12/2026,"$2,685.60",Free,Certified,pinehurst_coins,Auction,https://www.ebay.com/itm/333494968659
1918/7-S Standing Liberty Quarter PCGS VG-08,381584448226,2/1/2026,"$2,108.47",$4.99,Certified,rarecoinwholesalers,Auction,https://www.ebay.com/itm/381584448226
1918/7-S Standing Liberty Quarter PCGS VF-30,334096054357,1/30/2026,"$6,984.65",$3.99,Certified,bullionshark,Best Offer,https://www.ebay.com/itm/334096054357
1918/7-S Standing Liberty Quarter NGC F-12,261069067561,1/30/2026,"$2,830.17",Free,Certified,liberty_coin,Buy It Now,https://www.ebay.com/itm/261069067561
1918/7-S Standing Liberty Quarter VG Details Overdate,130424062230,1/29/2026,"$1,594.26",Free,Circulated,boldpreciousmetals,Best Offer,https://www.ebay.com/itm/130424062230
1918/7-S Standing Liberty Quarter VG Details Overdate,222002945095,12/25/2025,"$1,787.81",$3.99,Circulated,goldhillcoins,Buy It Now,https://www.ebay.com/itm/222002945095
1918/7-S Standing Liberty Quarter PCGS VF-30,360750918669,11/27/2025,"$6,270.27",Free,Certified,moderncoinmart,Auction,https://www.ebay.com/itm/360750918669
1918/7-S Standing Liberty Quarter NGC VF-30,133974652432,1/16/2026,"$5,672.50",Free,Certified,bullionshark,Best Offer,https://www.ebay.com/itm/133974652432
1918/7-S Standing Liberty Quarter NGC F-12,137633864853,12/4/2025,"$2,603.55",$4.99,Certified,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/137633864853
1918/7-S Standing Liberty Quarter NGC VF-20,375133875129,1/4/2026,"$3,884.86",$4.99,Certified,greatcollections,Buy It Now,https://www.ebay.com/itm/375133875129
1918/7-S Standing Liberty Quarter VG Details Overdate,103837949532,1/11/2026,"$1,347.88",Free,Circulated,goldhillcoins,Auction,https://www.ebay.com/itm/103837949532
1918/7-S Standing Liberty Quarter PCGS VG-08,259744090777,1/18/2026,"$1,967.55",$3.99,Certified,davidlawrence,Buy It Now,https://www.ebay.com/itm/259744090777
