Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2001 Australia Lunar I Snake 1 oz Gold NGC MS-69,241411333728,1/22/2026,"$6,331.83",Free,Certified,silvertowne,Auction,https://www.ebay.com/itm/241411333728
2001 Australia Lunar Series I Snake 1 oz Gold BU,177426121486,2/15/2026,"$5,929.29",Free,Uncirculated,legend_numismatics,Buy It Now,https://www.ebay.com/itm/177426121486
2001 Australia Lunar Series I Snake 1 oz Gold BU,376754895106,1/2/2026,"$5,900.54",Free,Uncirculated,goldeneaglecoin,Auction,https://www.ebay.com/itm/376754895106
2001 Australia Lunar I Snake Gold NGC MS-70,302790411309,12/12/2025,"$7,541.30",Free,Certified,liberty_coin,Auction,https://www.ebay.com/itm/302790411309
2001 Australia Lunar Series I Snake 1 oz Gold BU,125344383271,1/8/2026,"$5,973.63",Free,Uncirculated,silvertowne,Auction,https://www.ebay.com/itm/125344383271
2001 Australia Lunar Series I Snake 1 oz Gold BU,216091845571,2/27/2026,"$6,026.92",$4.99,Uncirculated,greatcollections,Auction,https://www.ebay.com/itm/216091845571
2001 Australia Lunar I Snake 1 oz Gold NGC MS-69,244450594627,1/28/2026,"$6,360.23",Free,Certified,heritage_auctions_outlet,Best Offer,https://www.ebay.com/itm/244450594627
2001 Australia Lunar Series I Snake 1 oz Gold BU,105448265069,12/21/2025,"$6,251.29",Free,Uncirculated,apmex,Best Offer,https://www.ebay.com/itm/105448265069
2001 Australia Lunar Series I Snake 1 oz Gold BU,201521189246,12/3/2025,"$5,908.89",Free,Uncirculated,goldhillcoins,Best Offer,https://www.ebay.com/itm/201521189246
2001 Australia Lunar Series I Snake 1 oz Gold BU,194665301930,2/1/2026,"$6,160.78",$5.99,Uncirculated,govmint_official,Auction,https://www.ebay.com/itm/194665301930
2001 Australia Lunar Series I Snake 1 oz Gold BU,112339205399,12/9/2025,"$5,967.36",Free,Uncirculated,davidlawrence,Best Offer,https://www.ebay.com/itm/112339205399
2001 Australia Lunar Series I Snake 1 oz Gold BU,151823201088,1/30/2026,"$5,976.49",$3.99,Uncirculated,boldpreciousmetals,Buy It Now,https://www.ebay.com/itm/151823201088
2001 Australia Lunar I Snake 1 oz Gold NGC MS-69,271160861434,1/28/2026,"$6,121.11",Free,Certified,pinehurst_coins,Auction,https://www.ebay.com/itm/271160861434
2001 Australia Lunar I Snake 1 oz Gold PCGS MS-69,187162598561,2/28/2026,"$6,473.11",Free,Certified,liberty_coin,Best Offer,https://www.ebay.com/itm/187162598561
