Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
Canada Gold Maple Leaf - 1/10 oz - $5 - .9999 Fine - Random Date,375552599263,"Mar 31, 2026",$525.38,$0.00,,,Fixed price,https://www.ebay.com/itm/375552599263
Random Date 1982 - 2024 Canada Gold Maple Leaf - 1/10 oz -$5 BU .9999 Fine,364624023640,"Apr 5, 2026",$510.15,$0.00,,,Fixed price,https://www.ebay.com/itm/364624023640
2026 Canada Gold Maple Leaf 1/4 oz $10 - BU,306721899369,"Apr 5, 2026","$1,329.99",$0.00,,,Fixed price,https://www.ebay.com/itm/306721899369
2026 Canada Gold Maple Leaf 1/10 oz $5 - BU,306721899368,"Apr 5, 2026",$539.60,$0.00,,,Fixed price,https://www.ebay.com/itm/306721899368
2025 $5 Gold Canadian Maple Leaf .9999 1/10 oz Brilliant Uncirculated,177943142215,"Mar 23, 2026",$525.43,$0.00,,,Fixed price,https://www.ebay.com/itm/177943142215
Canada Gold Maple Leaf - 1/4 oz - $10 - .9999 Fine - Random Date,305681125900,"Apr 1, 2026","$1,317.39",$0.00,,,Fixed price,https://www.ebay.com/itm/305681125900
Canada Gold Maple Leaf 1/4 oz $10 BU .9999 Fine Random Date Mint Sealed Plastic,375440379909,"Mar 30, 2026","$1,348.39",$0.00,,,Fixed price,https://www.ebay.com/itm/375440379909
Gold 1/10 oz Canadian 2026 Gold Maple Leaf $5 Coin .9999 Fine coin,205907364818,"Mar 18, 2026",$577.16,$0.00,,,Fixed price,https://www.ebay.com/itm/205907364818
1/10 oz Canadian Gold Maple Leaf Coin (Random Year),386458615869,"Apr 2, 2026",$594.58,$0.00,,,Fixed price,https://www.ebay.com/itm/386458615869
Gold 1/10 oz Canadian Random Year Gold Maple Leaf $5 Coin .9999 Fine coin,403732815288,"Apr 5, 2026",$522.84,$0.00,,,Fixed price,https://www.ebay.com/itm/403732815288
20mm - 10 Direct Fit Coin Capsule Holders for Canada 1/4oz Gold Maple Leaf,146402759060,"Mar 24, 2026",$6.14,$5.50,,,Fixed price,https://www.ebay.com/itm/146402759060
Canada 2025 $5 1/10-oz Gold Maple Leaf .9999 GEM BU,147194412913,"Mar 23, 2026",$534.31,$0.00,,,Fixed price,https://www.ebay.com/itm/147194412913
1982 Canada 1/10 oz Gold $5 Maple Leaf Coin Sealed In OGP #7057,277790605714,"Mar 15, 2026",$569.95,$0.00,,,Fixed price,https://www.ebay.com/itm/277790605714
1982 Canada 1/10 oz Gold $5 Maple Leaf Coin Sealed In OGP #7223,277808837453,"Mar 24, 2026",$557.48,$0.00,,,Fixed price,https://www.ebay.com/itm/277808837453
1982 Canada Gold Maple Leaf $5 Coin 1/10 oz .999 Fine Gold BU | Queen Elizabeth,116988606946,"Mar 15, 2026",$625.00,$12.52,,,Fixed price,https://www.ebay.com/itm/116988606946
1982 Canadian 5 Dollar Gold Maple Leaf Coin 1/10 oz 0.999 Pure Sealed,127714695783,"Mar 9, 2026",$560.00,$5.20,,,Auction,https://www.ebay.com/itm/127714695783
1997 FAMILY of EAGLES Canada 1/10 oz Gold Maple Leaf Coin Sealed In Mint package,127777212342,"Apr 4, 2026",$549.00,$0.00,,,Auction,https://www.ebay.com/itm/127777212342
1982 Canada 1/10 oz Gold $5 Maple Leaf Coin. Sealed.,147192231649,"Mar 8, 2026",$530.00,$16.99,,,Fixed price,https://www.ebay.com/itm/147192231649
Canada Gold Maple Leaf 1/10 oz $5 PCGS MS69 .9999 Fine Gold,147236870240,"Apr 2, 2026",$521.99,$0.00,,,Fixed price,https://www.ebay.com/itm/147236870240
HOT Canada Gold Maple Leaf - 1/10 oz - $5 - .9999 Fine - Random Date,157722107386,"Mar 13, 2026",$499.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157722107386
1987 1/10 oz Canada Gold Maple Leaf $5 Coin .9999 Fine BU MINT PLASTIC #87ML66,168195866563,"Apr 3, 2026",$535.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168195866563
2016 Canadian Gold Maple Leaf $5 Coin 1/10 oz .9999 Fine,168221614856,"Mar 17, 2026",$553.00,$10.00,,,Auction,https://www.ebay.com/itm/168221614856
GOLD - 2022 Canada 1/10 oz Gold Maple Leaf BU,168222022508,"Mar 11, 2026",$535.00,$0.00,,,Auction,https://www.ebay.com/itm/168222022508
1999 1/10 oz .9999 Gold Canada $5 Coin PCGS MS68 20th Anniversary Privy Mark,178001660268,"Mar 28, 2026",$575.00,$0.00,,,Fixed price,https://www.ebay.com/itm/178001660268
1/10oz .999 2015 Gold Canada Coin First Special Service Force Sealed in Plastic,188104638804,"Mar 14, 2026",$545.00,$2.93,,,Auction,https://www.ebay.com/itm/188104638804
1/10oz .999 2015 Gold Canada Coin First Special Service Force Sealed in Plastic,188104639909,"Mar 7, 2026",$540.00,$5.29,,,Auction,https://www.ebay.com/itm/188104639909
1987 1/10 oz Canada Gold Maple Leaf $5 Coin .9999 Fine BU Mint Plastic #87ML54,198139906767,"Mar 11, 2026",$575.00,$0.00,,,Auction,https://www.ebay.com/itm/198139906767
Gold 1/10 oz Canadian 2026 Gold Maple Leaf $5 Coin .9999 Fine coin,198151376167,"Mar 8, 2026",$571.00,$0.00,,,Auction,https://www.ebay.com/itm/198151376167
Gold 1/10 oz Canadian 2026 Gold Maple Leaf $5 Coin .9999 Fine coin,198157514926,"Mar 10, 2026",$566.00,$0.00,,,Auction,https://www.ebay.com/itm/198157514926
Canada (1/10 oz) Gold Maple Leafs - Random Year,198160542236,"Mar 30, 2026",$663.10,$0.00,,,Fixed price,https://www.ebay.com/itm/198160542236
Gold 1/10 oz Canadian Random Year Gold Maple Leaf $5 Coin .9999 Fine coin,198168636817,"Mar 14, 2026",$541.00,$0.00,,,Auction,https://www.ebay.com/itm/198168636817
Gold 1/10 oz Canadian 2026 Gold Maple Leaf $5 Coin .9999 Fine coin,198171471564,"Mar 15, 2026",$545.00,$0.00,,,Auction,https://www.ebay.com/itm/198171471564
Gold 1/10 oz Canadian Random Year Gold Maple Leaf $5 Coin .9999 Fine coin,198174835222,"Mar 16, 2026",$535.57,$0.00,,,Auction,https://www.ebay.com/itm/198174835222
Gold 1/10 oz Canadian Random Year Gold Maple Leaf $5 Coin .9999 Fine coin,198182923514,"Mar 18, 2026",$535.00,$0.00,,,Auction,https://www.ebay.com/itm/198182923514
Gold 1/10 oz Canadian 2026 Gold Maple Leaf $5 Coin .9999 Fine coin,198182923519,"Mar 18, 2026",$530.00,$0.00,,,Auction,https://www.ebay.com/itm/198182923519
Gold 1/10 oz Canadian Random Year Gold Maple Leaf $5 Coin .9999 Fine coin,198198860743,"Mar 22, 2026",$513.00,$0.00,,,Auction,https://www.ebay.com/itm/198198860743
Gold 1/10 oz Canadian 2026 Gold Maple Leaf $5 Coin .9999 Fine coin,198206325983,"Mar 24, 2026",$500.00,$0.00,,,Auction,https://www.ebay.com/itm/198206325983
2026 $5 Gold Canadian Maple Leaf .9999 1/10 oz Brilliant Uncirculated,205895113763,"Mar 28, 2026",$574.67,$0.00,,,Fixed price,https://www.ebay.com/itm/205895113763
1985 $5 Canada 1/10 oz Gold Maple Leaf - Sealed OGP - SKU-G6049,206033125146,"Mar 28, 2026",$660.00,$12.50,,,Fixed price,https://www.ebay.com/itm/206033125146
Canada 2015 Gold 1/4 oz $10 UNC Original Mint Sealed,206104573003,"Mar 8, 2026","$1,376.00",$6.07,,,Auction,https://www.ebay.com/itm/206104573003
Gold 1/10 oz Canadian Random Year Gold Maple Leaf $5 Coin .9999 Fine coin,206108084111,"Mar 8, 2026",$567.00,$0.00,,,Auction,https://www.ebay.com/itm/206108084111
Gold 1/10 oz Canadian Random Year Gold Maple Leaf $5 Coin .9999 Fine coin,206108744948,"Mar 8, 2026",$581.00,$0.00,,,Auction,https://www.ebay.com/itm/206108744948
Gold 1/10 oz Canadian 2026 Gold Maple Leaf $5 Coin .9999 Fine coin,206115692038,"Mar 11, 2026",$575.00,$0.00,,,Auction,https://www.ebay.com/itm/206115692038
Gold 1/10 oz Canadian 2015 Gold Maple Leaf $5 Coin .9999 Fine coin,206121055970,"Mar 15, 2026",$540.00,$5.89,,,Auction,https://www.ebay.com/itm/206121055970
Gold 1/10 oz Canadian Random Year Gold Maple Leaf $5 Coin .9999 Fine coin,206125434509,"Mar 15, 2026",$542.00,$0.00,,,Auction,https://www.ebay.com/itm/206125434509
1987 1/10 oz Canada Gold Maple Leaf $5 Coin .9999 Fine BU Mint Plastic #87ML67,206129430959,"Mar 29, 2026",$535.00,$0.00,,,Auction,https://www.ebay.com/itm/206129430959
Gold 1/10 oz Canadian 2026 Gold Maple Leaf $5 Coin .9999 Fine coin,206131329813,"Mar 17, 2026",$535.35,$0.00,,,Auction,https://www.ebay.com/itm/206131329813
Gold 1/10 oz Canadian 2015 Gold Maple Leaf $5 Coin .9999 Fine coin,206141059945,"Mar 22, 2026",$512.00,$5.89,,,Auction,https://www.ebay.com/itm/206141059945
Canada 2015 Gold 1/4 oz $10 UNC Original Mint Sealed Maple Leaf Gold,206141110673,"Mar 22, 2026","$1,250.00",$6.24,,,Auction,https://www.ebay.com/itm/206141110673
Canada 2015 Gold 1/4 oz $10 UNC Original Mint Sealed,206147391963,"Mar 22, 2026","$1,200.00",$6.24,,,Auction,https://www.ebay.com/itm/206147391963
Canada Gold Maple Leaf - 1/10 oz - $5 - .9999 Fine - Random Date,375552599263,"Apr 16, 2026",$520.88,$0.00,,,Fixed price,https://www.ebay.com/itm/375552599263,541
Canada Gold Maple Leaf - 1/4 oz - $10 - .9999 Fine - Random Date,305681125900,"Apr 16, 2026","$1,240.26",$0.00,,,Fixed price,https://www.ebay.com/itm/305681125900,122
Random Date 1982 - 2024 Canada Gold Maple Leaf - 1/10 oz -$5 BU .9999 Fine,364624023640,"Apr 17, 2026",$506.26,$0.00,,,Fixed price,https://www.ebay.com/itm/364624023640,101
2026 Canada Gold Maple Leaf 1/4 oz $10 - BU,306721899369,"Apr 8, 2026","$1,381.07",$0.00,,,Fixed price,https://www.ebay.com/itm/306721899369,76
Gold 1/10 oz Canadian 2026 Gold Maple Leaf $5 Coin .9999 Fine coin,205907364818,"Mar 18, 2026",$552.45,$12.00,,,Fixed price,https://www.ebay.com/itm/205907364818,72
Canada Gold Maple Leaf 1/4 oz $10 BU .9999 Fine Random Date Mint Sealed Plastic,375440379909,"Apr 15, 2026","$1,291.97",$0.00,,,Fixed price,https://www.ebay.com/itm/375440379909,50
2026 Canada Gold Maple Leaf 1/10 oz $5 - BU,306721899368,"Apr 17, 2026",$558.40,$0.00,,,Fixed price,https://www.ebay.com/itm/306721899368,56
1/10 oz Gold Canadian Maple Leaf Coin BU - Random Year,297871047410,"Jan 30, 2026",$508.56,$0.00,,,Fixed price,https://www.ebay.com/itm/297871047410,56
1/10 oz Canadian Gold Maple Leaf Coin (Random Year),386458615869,"Apr 9, 2026",$572.50,$0.00,,,Fixed price,https://www.ebay.com/itm/386458615869,32
2009 $5 1/10 oz .9999 Gold Canadian Maple Leaf Uncirculated Coin BU Sealed,297778652757,"Jan 29, 2026",$572.96,$0.00,,,Fixed price,https://www.ebay.com/itm/297778652757,20
Gold 1/10 oz Canadian 2025 Gold Maple Leaf $5 Coin .9999 Fine coin,403616426477,"Jan 31, 2026",$478.71,$0.00,,,Fixed price,https://www.ebay.com/itm/403616426477,17
Gold 1/10 oz Canadian Random Year Gold Maple Leaf $5 Coin .9999 Fine coin,403732815288,"Apr 5, 2026",$532.94,$0.00,,,Fixed price,https://www.ebay.com/itm/403732815288,21
Canada Gold Maple Leaf 1/10 oz $5 BU .9999 Fine Random Date Mint Sealed Plastic,375440379903,"Apr 14, 2026",$493.49,$0.00,,,Fixed price,https://www.ebay.com/itm/375440379903,23
2026 $10 Gold Canadian Maple Leaf .9999 1/4 oz Brilliant Uncirculated,317620659068,"Apr 8, 2026","$1,331.63",$0.00,,,Fixed price,https://www.ebay.com/itm/317620659068,10
20mm - 10 Direct Fit Coin Capsule Holders for Canada 1/4oz Gold Maple Leaf,146402759060,"Mar 24, 2026",$6.12,$5.51,,,Fixed price,https://www.ebay.com/itm/146402759060,12
Canada Gold Maple Leaf - 1 oz $50 .9999 - Random Year - 1 Roll 10 Coin Mint Tube,371625499674,"Mar 16, 2026","$47,387.14",$0.00,,,Fixed price,https://www.ebay.com/itm/371625499674,14
2025 1/10 oz Canadian Gold Maple Leaf Coin (BU),176995304674,"Nov 25, 2025",$524.05,$0.00,,,Fixed price,https://www.ebay.com/itm/176995304674,7
1982 Canada 1/10 oz Gold $5 Maple Leaf Coin. Sealed.,257159784080,"Feb 26, 2026",$525.40,$5.00,,,Fixed price,https://www.ebay.com/itm/257159784080,9
2026 1/10 oz Canadian Gold Maple Leaf Sealed in Mint Plastic .9999 Fine,336448759939,"Apr 7, 2026",$575.80,$0.00,,,Fixed price,https://www.ebay.com/itm/336448759939,10
2026 $5 Gold Canadian Maple Leaf .9999 1/10 oz Brilliant Uncirculated,205895113763,"Mar 28, 2026",$588.46,$0.00,,,Fixed price,https://www.ebay.com/itm/205895113763,7
2009 $10 1/4 oz .9999 Gold Canadian Maple Leaf Uncirculated Coin BU Sealed,297778627177,"Jan 26, 2026","$1,288.77",$0.00,,,Fixed price,https://www.ebay.com/itm/297778627177,7
2026 Canada Gold Maple Leaf 1/10 oz .9999 Fine Gold $5 Coin - Sealed,335258596955,"Feb 11, 2026",$605.26,$0.00,,,Fixed price,https://www.ebay.com/itm/335258596955,6
Lot of 10 Gold 1/10 oz Canadian 2026 Gold Maple Leaf $5 Coin .9999 Fine coins,406462562569,"Apr 4, 2026","$5,523.96",$0.00,,,Fixed price,https://www.ebay.com/itm/406462562569,6
1982-Now $5 Canada 1/10 oz Maple Leaf Screw Top Reeded Edge Coin Bezel 14k Gold,185373829730,"Feb 16, 2026",$231.12,$21.85,,,Fixed price,https://www.ebay.com/itm/185373829730,5
LOT 10 X 1 OZ 24K GOLD LAYERED CANADIAN MAPLE LEAF BARS IN CAPSULE BU,226914104858,"Feb 19, 2026",$29.58,$10.95,,,Fixed price,https://www.ebay.com/itm/226914104858,6
2026 1/10 oz Canadian Gold Maple Leaf Coin (BU),397323147670,"Feb 3, 2026",$583.79,$0.00,,,Fixed price,https://www.ebay.com/itm/397323147670,5
2026 Gold 1/4 oz Canadian Gold Maple Leaf .9999 fine Gold 1/4 oz. RCM $10 Coin,195175503470,"Feb 11, 2026","$1,307.57",$0.00,,,Fixed price,https://www.ebay.com/itm/195175503470,4
,,"Oct 23, 2025",$440.00,$0.00,,,Fixed price,,6
Lot of 10 Gold 1/10 oz Canadian 2025 Gold Maple Leaf $5 Coin .9999 Fine coins,194993906805,"Jan 24, 2026","$5,208.82",$0.00,,,Fixed price,https://www.ebay.com/itm/194993906805,3
2026 1/10 oz Canadian Gold Treasured Maple Leaf Wolf Privy Coin w/ Assay Card,198145684407,"Apr 10, 2026",$639.17,$6.95,,,Fixed price,https://www.ebay.com/itm/198145684407,3
$10 Gold Canadian Maple Leaf .9999 1/4 oz Random Year BU,205841210476,"Jan 15, 2026","$1,220.63",$0.00,,,Fixed price,https://www.ebay.com/itm/205841210476,3
1982 Canada 1/10 oz Gold $5 Maple Leaf Coin Sealed In OGP #7223,277808837453,"Apr 8, 2026",$553.32,$0.00,,,Fixed price,https://www.ebay.com/itm/277808837453,3
,,"Oct 30, 2025",$443.33,$0.00,,,Fixed price,,3
2026 Canada Gold Maple Leaf 1 oz $50 - BU - 1 Roll Ten 10 Coins in Mint Tube,306721899325,"Apr 13, 2026","$51,339.12",$0.00,,,Fixed price,https://www.ebay.com/itm/306721899325,4
2025 Canada Gold Maple Leaf 1/10 oz $5 - BU,405315252344,"Nov 18, 2025",$472.92,$0.00,,,Fixed price,https://www.ebay.com/itm/405315252344,8
Canada 1/2 oz Gold Maple Leaf (Random Year),111595459144,"Nov 5, 2025","$2,411.53",$0.00,,,Fixed price,https://www.ebay.com/itm/111595459144,2
Canada 1/10 oz Gold Maple Leaf (Random Year),121832138104,"Dec 20, 2025",$576.79,$0.00,,,Fixed price,https://www.ebay.com/itm/121832138104,2
10 Direct Fit 14mm Coin Capsules Holders for Canada 1/20oz Gold Maple Leaf Coins,147093338359,"Apr 16, 2026",$6.17,$3.26,,,Fixed price,https://www.ebay.com/itm/147093338359,2
1/10 oz Canadian Gold Maple Leaf Coin (Random Year),155353747424,"Oct 31, 2025",$509.70,$0.00,,,Fixed price,https://www.ebay.com/itm/155353747424,5
,,"Oct 26, 2025",$475.00,$0.00,,,Fixed price,,3
2024 1/10 oz Canadian Gold Maple Leaf Coin (BU),386721811595,"Nov 6, 2025",$490.59,$0.00,,,Fixed price,https://www.ebay.com/itm/386721811595,2
Capital Holder For Canada Maple Leaf Gold Coins 1 1/2 1/4 1/10 1/20 White Case,114419073793,"Dec 19, 2025",$17.53,$0.00,,,Fixed price,https://www.ebay.com/itm/114419073793,1
1992 Canada 1/10 oz Gold Maple Leaf BU,115649812771,"Nov 23, 2025",$612.33,$0.00,,,Fixed price,https://www.ebay.com/itm/115649812771,1
1997 Canada 1/10 oz .9999 Gold Maple Leaf Error writing,115987958408,"Jan 21, 2026",$590.00,$10.00,,,Fixed price,https://www.ebay.com/itm/115987958408,1
1989 Canada 1/10 oz Proof Gold Maple Leaf,116181690607,"Apr 7, 2026",$728.02,$0.00,,,Fixed price,https://www.ebay.com/itm/116181690607,1
Canada Fine Gold .9999 1/10oz Maple Leaf Coin. A Beauty In Mint Plastic & Mount,117006719044,"Jan 29, 2026",$589.00,$5.89,,,Fixed price,https://www.ebay.com/itm/117006719044,1
"1997 1/10 Oz. Gold Maple Leaf with 24"" Chain",117046420720,"Feb 26, 2026",$770.00,$4.76,,,Auction,https://www.ebay.com/itm/117046420720,1
,,"Dec 26, 2025",$495.00,$0.00,,,Fixed price,,1
,,"Nov 5, 2025","$1,249.99",$14.99,,,Fixed price,,1
,,"Nov 13, 2025",$441.00,$7.50,,,Auction,,1
,,"Nov 22, 2025",$480.00,$0.00,,,Fixed price,,1
,,"Nov 14, 2025",$420.00,$4.76,,,Fixed price,,1
,,"Nov 19, 2025",$447.00,$0.00,,,Auction,,1
,,"Nov 24, 2025",$449.00,$0.00,,,Auction,,1
Canada Gold Maple Leaf 1/4 oz $10 BU .9999 Fine 1999 Mint Sealed Plastic,127624162173,"Jan 20, 2026","$1,150.00",$7.96,,,Fixed price,https://www.ebay.com/itm/127624162173,1
