Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
American Platinum Eagle (1/10 oz) $10 - BU - Random Date,373487202565,"Mar 19, 2026",$307.36,$0.00,,,Fixed price,https://www.ebay.com/itm/373487202565
"1/10, 1/4, 1/2 & 1 OZ - US MINT GOLD/PLATINUM AMERICAN EAGLE & BUFFALO COIN CAPS",205696328520,"Mar 26, 2026",$17.04,$0.00,,,Fixed price,https://www.ebay.com/itm/205696328520
American Platinum Eagle Proof 1/10 oz $10 - Coin in OGP - Random Date,306366576342,"Mar 19, 2026",$271.60,$0.00,,,Fixed price,https://www.ebay.com/itm/306366576342
American Platinum Eagle 1/10 oz $10 - NGC MS70 Random Date and Label,376354442227,"Mar 26, 2026",$336.93,$0.00,,,Fixed price,https://www.ebay.com/itm/376354442227
Empty US Mint Capsule 1/10 oz - Fits Gold American Eagles Buffalo Platinum Coins,112285332796,"Mar 21, 2026",$6.47,$4.49,,,Fixed price,https://www.ebay.com/itm/112285332796
2000 W 1/10 oz $10 PROOF Platinum Eagle PF70 NGC NICE LOW PRICE!!,117075078302,"Apr 2, 2026",$379.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117075078302
1997 W 1/10 oz $10 PROOF Platinum Eagle PF70 NGC NICE LOW PRICE!!,117075093749,"Apr 3, 2026",$465.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117075093749
2008 1/10 oz $10 US Platinum Eagle MS70 NGC NICE LOW PRICE!!,117088383713,"Mar 24, 2026",$345.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117088383713
2007 W $10 Proof Platinum Eagle 1/10 oz 🦅 Vault Box 10 NGC X PF70 Ultra Cameo,117093017936,"Mar 24, 2026",$225.00,$4.85,,,Fixed price,https://www.ebay.com/itm/117093017936
2008-W $10 Burnished Tenth Ounce Platinum Eagle PCGS MS70,127725265979,"Apr 2, 2026",$650.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127725265979
2002-W $10 Platinum 1/10 oz American Eagle Proof Coin With COA & OGP,127728112985,"Mar 23, 2026",$280.00,$5.77,,,Fixed price,https://www.ebay.com/itm/127728112985
AMERICAN PLATINUM 1/10 Oz. $10 EAGLE 2001 GRADED ICG-MS69 COIN BEAUTIFUL EXAMPLE,127728874207,"Mar 9, 2026",$280.00,$10.15,,,Fixed price,https://www.ebay.com/itm/127728874207
1999-W $10 Platinum 1/10 oz American Eagle Proof Coin With COA & OGP,127763658707,"Mar 22, 2026",$280.00,$5.77,,,Fixed price,https://www.ebay.com/itm/127763658707
2001-W $10 American Platinum Eagle 1/10 Oz Platinum PF70 UCAM NGC,137026425388,"Apr 2, 2026",$446.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137026425388
1/10 oz $10 American Eagle Platinum Coin Bezel 16.5mm Plain Prong 10k Gold,137062575300,"Mar 15, 2026",$160.99,$0.00,,,Fixed price,https://www.ebay.com/itm/137062575300
2002 $10 American PLATINUM Eagle 1/10th Statue of Liberty Bullion BU UNCIRCULATD,137124843737,"Mar 19, 2026",$274.71,$5.29,,,Fixed price,https://www.ebay.com/itm/137124843737
1997 1/10th Oz. PLATINUM Eagle Coin US Mint Statue of Liberty BU Good Condition,137149828501,"Mar 24, 2026",$200.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137149828501
"2007 Platinum Eagle 4 Coin Set NGC MS 69 US Mint Coin 1, 1/2, 1/4, 1/10 Oz .999",146906330479,"Apr 4, 2026","$4,577.99",$0.00,,,Fixed price,https://www.ebay.com/itm/146906330479
2006 NGC MS70 1/10th $10 Platinum Eagle,147198374625,"Mar 18, 2026",$300.00,$9.00,,,Auction,https://www.ebay.com/itm/147198374625
2001W 1/10 oz American Platinum Eagle Proof – Original Box & COA,147223721906,"Mar 29, 2026",$369.00,$5.29,,,Fixed price,https://www.ebay.com/itm/147223721906
2004 1/10 oz American Platinum Eagle NGC MS69,147223723512,"Mar 30, 2026",$284.05,$5.68,,,Fixed price,https://www.ebay.com/itm/147223723512
2003 1/10 oz American Platinum Eagle NGC MS69,147223724603,"Apr 1, 2026",$290.00,$5.20,,,Fixed price,https://www.ebay.com/itm/147223724603
QTY 10 - 1/10 OZ - US MINT GOLD/PLATINUM AMERICAN EAGLE & BUFFALO COIN CAPSULES,156284926297,"Mar 30, 2026",$25.95,$0.00,,,Fixed price,https://www.ebay.com/itm/156284926297
1997 $10 1/10 oz American Liberty Platinum Eagle NGC PF68 Ultra Cameo,157721512924,"Apr 1, 2026",$319.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157721512924
2003 - 1/10 oz United States Mint - American Platinum Eagle Bullion $10 Coin,157730914665,"Mar 15, 2026",$380.00,$5.29,,,Auction,https://www.ebay.com/itm/157730914665
1997 W 1/10 oz Proof Platinum $10 American Eagle Coin In OGP-with Box & COA,157762002834,"Mar 20, 2026",$300.00,$5.45,,,Fixed price,https://www.ebay.com/itm/157762002834
2000 1/10 ounce American Platinum Eagle MS70 HOT!,167732617130,"Apr 2, 2026",$540.00,$0.00,,,Fixed price,https://www.ebay.com/itm/167732617130
Canada 1997 $30 1/10 Oz Platinum Proof Coin NGC PF69 UC Wildlife - Wood Bison,167738411973,"Mar 11, 2026",$399.99,$4.99,,,Fixed price,https://www.ebay.com/itm/167738411973
2008 -W 1/10 oz Proof $10 American Platinum Eagle OGP COA KEY DATE,168253484426,"Mar 31, 2026",$475.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168253484426
1998 - 1/10 oz United States Mint - American Platinum Eagle Bullion $10 Coin,177918527170,"Mar 8, 2026",$294.69,$0.00,,,Auction,https://www.ebay.com/itm/177918527170
2007 $10 1/10 oz American Platinum Eagle NGC MS70,177964796719,"Mar 16, 2026",$342.02,$9.99,,,Fixed price,https://www.ebay.com/itm/177964796719
2003 $10 American Platinum Eagle 1/10 Oz Platinum MS69 ICG,177989861991,"Mar 29, 2026",$232.50,$7.95,,,Auction,https://www.ebay.com/itm/177989861991
1997 Proof Platinum Eagle 1/10 Original Box/COA,188142058675,"Mar 19, 2026",$295.00,$39.81,,,Auction,https://www.ebay.com/itm/188142058675
2003 $10 American Platinum Eagle - 1/10 Oz Platinum - MS70 NGC,188220794385,"Mar 31, 2026",$325.00,$0.00,,,Fixed price,https://www.ebay.com/itm/188220794385
2004 W 1/10 oz. Platinum $10 American Eagle NGC PF 70 Ultra Cameo,196667438268,"Apr 2, 2026",$479.95,$4.85,,,Fixed price,https://www.ebay.com/itm/196667438268
1997 W 1/10 oz Proof Platinum $10 American Eagle Coin In OGP-with all/OGP,198109230402,"Mar 23, 2026",$311.02,$10.00,,,Fixed price,https://www.ebay.com/itm/198109230402
"2003 American Platinum Eagle 1/10 Oz Coin, ***Fast Shipping ***",198193221565,"Mar 20, 2026",$275.00,$5.84,,,Fixed price,https://www.ebay.com/itm/198193221565
2006w 1/10 oz American Platinum Eagle Proof – Original Box & COA,198243127061,"Apr 1, 2026",$305.00,$11.95,,,Fixed price,https://www.ebay.com/itm/198243127061
QTY 10 - 1 OZ - US MINT GOLD/PLATINUM AMERICAN EAGLE & BUFFALO COIN CAPSULES,205079685020,"Apr 6, 2026",$27.95,$0.00,,,Fixed price,https://www.ebay.com/itm/205079685020
2006-W $10 STATUE OF LIBERTY AMERICAN EAGLE PROOF 1/10 OZ PLATINUM PCGS PR69DCAM,206166530390,"Apr 1, 2026",$325.00,$5.45,,,Auction,https://www.ebay.com/itm/206166530390
1998 W PLATINUM $10 AMERICAN EAGLE 1/10oz STATUE OF LIBERTY NGC PF 70 UC,227064109302,"Apr 2, 2026",$434.50,$5.95,,,Fixed price,https://www.ebay.com/itm/227064109302
2005-W $10 PLATINUM EAGLE STATUE OF LIBERTY NGC PF70 EVERHART - 1/10 Oz,227237924691,"Apr 2, 2026",$425.00,$0.00,,,Fixed price,https://www.ebay.com/itm/227237924691
2008 $10 1/10oz Platinum American Eagle - PCGS MS69 - Phillip Diehl,227238403358,"Mar 8, 2026",$320.00,$0.00,,,Auction,https://www.ebay.com/itm/227238403358
2008 $10 1/10oz Platinum American Eagle - PCGS MS69 - Phillip Diehl,227250559239,"Mar 15, 2026",$306.89,$0.00,,,Auction,https://www.ebay.com/itm/227250559239
2007 W PLATINUM EVERHART SIGNED $10 AMERICAN EAGLE 1/10oz SOL NGC PF 70 UC,227254964592,"Apr 2, 2026",$495.00,$6.95,,,Fixed price,https://www.ebay.com/itm/227254964592
1999 W $10 PROOF PLATINUM EAGLE NGC PF70 ULTRA CAMEO DON EVERHART SIGNED 1/10 OZ,236032799003,"Mar 31, 2026",$495.00,$0.00,,,Fixed price,https://www.ebay.com/itm/236032799003
U.S. Mint American Eagle 1999 $10 1/10 oz Platinum Statue of Liberty Coin,236676243654,"Apr 2, 2026",$290.00,$5.52,,,Fixed price,https://www.ebay.com/itm/236676243654
2002-W 1/10 OZ PROOF PLATINUM EAGLE ✪ NGC PF-70 ✪ OZ COIN AMERICAN $10 CASTLE,257422415844,"Mar 25, 2026",$359.95,$0.00,,,Fixed price,https://www.ebay.com/itm/257422415844
American Platinum Eagle (1/10 oz) $10 - BU - Random Date,373487202565,"Mar 19, 2026",$290.21,$0.00,,,Fixed price,https://www.ebay.com/itm/373487202565,61
American Platinum Eagle Proof 1/10 oz $10 - Coin in Capsule - Random Date,306376516215,"Apr 10, 2026",$287.14,$0.00,,,Fixed price,https://www.ebay.com/itm/306376516215,59
American Platinum Eagle Proof 1/10 oz $10 - Coin in OGP - Random Date,306366576342,"Mar 19, 2026",$256.28,$0.00,,,Fixed price,https://www.ebay.com/itm/306366576342,26
United States Mint American Eagle 1/10 oz Platinum Coin - Random Year,127155347260,"Jan 22, 2026",$309.41,$0.00,,,Fixed price,https://www.ebay.com/itm/127155347260,36
1/10 oz $10 American Platinum Eagle .9995 Fine Coin - Random Year BU,335323053256,"Jan 29, 2026",$316.24,$0.00,,,Fixed price,https://www.ebay.com/itm/335323053256,15
1 oz gold / Platinum American Eagles Coin Capsules 33mm Holders 10 Lighthouse,127219858591,"Jan 16, 2026",$9.63,$0.00,,,Fixed price,https://www.ebay.com/itm/127219858591,5
10 - 1/10 Oz US Mint $5 Gold/$10 Platinum American Eagle Proof Coin Capsules OGP,236343611910,"Feb 3, 2026",$18.95,$0.00,,,Fixed price,https://www.ebay.com/itm/236343611910,5
American Platinum Eagle 1/10 oz $10 - NGC MS70 Random Date and Label,376354442227,"Mar 26, 2026",$344.81,$0.00,,,Fixed price,https://www.ebay.com/itm/376354442227,7
"1/10, 1/4, 1/2 & 1 OZ - US MINT GOLD/PLATINUM AMERICAN EAGLE & BUFFALO COIN CAPS",205696328520,"Mar 26, 2026",$17.21,$0.00,,,Fixed price,https://www.ebay.com/itm/205696328520,5
1/10 oz American Platinum Eagle Coin BU (Random Year),116051139561,"Feb 28, 2026",$395.62,$0.00,,,Fixed price,https://www.ebay.com/itm/116051139561,6
2002 $10 American Platinum Eagle 1/10 Oz Platinum MS70 ICG,127406876547,"Jan 3, 2026",$286.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127406876547,3
1997 W American Platinum Eagle Proof 1/10 oz $10 w/ Box & COA,206025202338,"Feb 23, 2026",$352.66,$0.00,,,Fixed price,https://www.ebay.com/itm/206025202338,3
,,"Nov 10, 2025",$229.90,$0.00,,,Fixed price,,5
Platinum American Eagle *Random Date* - 1/10 oz,335690396647,"Feb 11, 2026",$353.11,$0.00,,,Fixed price,https://www.ebay.com/itm/335690396647,3
2004 $10 American Platinum Eagle 1/10 Oz Platinum MS70 NGC Brown Label,127406863655,"Oct 23, 2025",$289.95,$0.00,,,Fixed price,https://www.ebay.com/itm/127406863655,7
2004 $10 American Platinum Eagle 1/10 Oz Platinum MS70 ICG,127406876555,"Dec 31, 2025",$292.48,$0.00,,,Fixed price,https://www.ebay.com/itm/127406876555,2
2002 $10 American Platinum Eagle 1/10 Oz Platinum MS70 NGC Brown Label,136533826515,"Jan 15, 2026",$349.95,$0.00,,,Fixed price,https://www.ebay.com/itm/136533826515,2
QTY 10 - 1/10 OZ - US MINT GOLD/PLATINUM AMERICAN EAGLE & BUFFALO COIN CAPSULES,156284926297,"Apr 11, 2026",$25.85,$0.00,,,Fixed price,https://www.ebay.com/itm/156284926297,2
$10 American Platinum Eagle 1/10 oz Brilliant Uncirculated Random Date,178030776931,"Apr 8, 2026",$258.70,$0.00,,,Fixed price,https://www.ebay.com/itm/178030776931,2
,,"Nov 12, 2025",$289.99,$0.00,,,Fixed price,,2
,,"Oct 27, 2025",$11.00,$4.25,,,Fixed price,,2
2003 W PLATINUM $10 DOLLAR PROOF AMERICAN EAGLE 1/10 OZ COIN NGC PF 70 UC,306402259939,"Jan 14, 2026",$375.00,$5.95,,,Fixed price,https://www.ebay.com/itm/306402259939,2
,,"Jan 6, 2026",$285.00,$8.47,,,Fixed price,,2
,,"Nov 12, 2025",$272.50,$5.23,,,Fixed price,,2
1997-W 1/10 oz Proof American Platinum Eagle (w/Box & COA),111845991732,"Oct 16, 2025",$363.42,$0.00,,,Fixed price,https://www.ebay.com/itm/111845991732,1
US Mint Presentation Gift Display Case For 1/10 oz Platinum American Eagle Coin,113130902432,"Jan 6, 2026",$13.69,$0.00,,,Fixed price,https://www.ebay.com/itm/113130902432,5
,,"Nov 27, 2025",$285.00,$0.00,,,Fixed price,,1
,,"Dec 13, 2025",$315.00,$0.00,,,Fixed price,,1
,,"Oct 30, 2025",$299.00,$0.00,,,Fixed price,,1
,,"Nov 24, 2025",$325.00,$0.00,,,Fixed price,,1
,,"Dec 19, 2025",$309.00,$0.00,,,Fixed price,,1
,,"Oct 15, 2025",$295.00,$0.00,,,Fixed price,,1
,,"Dec 26, 2025",$305.00,$0.00,,,Fixed price,,1
,,"Oct 27, 2025",$275.00,$0.00,,,Fixed price,,1
,,"Oct 31, 2025",$269.00,$0.00,,,Fixed price,,1
,,"Nov 28, 2025",$265.00,$0.00,,,Fixed price,,1
,,"Dec 2, 2025",$305.00,$0.00,,,Fixed price,,1
,,"Dec 6, 2025",$299.95,$0.00,,,Fixed price,,1
,,"Oct 26, 2025",$249.00,$0.00,,,Fixed price,,1
,,"Oct 28, 2025",$244.95,$0.00,,,Fixed price,,1
,,"Nov 20, 2025",$302.95,$0.00,,,Fixed price,,1
,,"Dec 12, 2025",$299.00,$0.00,,,Fixed price,,1
,,"Nov 5, 2025",$247.95,$0.00,,,Fixed price,,1
,,"Nov 30, 2025",$269.45,$0.00,,,Fixed price,,1
,,"Dec 2, 2025",$289.00,$0.00,,,Fixed price,,1
,,"Dec 13, 2025",$345.00,$0.00,,,Fixed price,,1
,,"Nov 29, 2025",$279.45,$0.00,,,Fixed price,,1
,,"Dec 23, 2025",$301.50,$0.00,,,Fixed price,,1
,,"Nov 17, 2025",$281.99,$4.76,,,Auction,,1
,,"Nov 20, 2025",$275.00,$0.00,,,Fixed price,,1
2001 $10 Platinum Eagle 1/10 oz MS70 NGC NICE LOW PRICE!!,116906077726,"Jan 26, 2026",$389.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116906077726,1
,,"Dec 1, 2025",$264.50,$0.00,,,Fixed price,,1
,,"Dec 5, 2025",$269.95,$0.00,,,Fixed price,,1
,,"Dec 13, 2025",$265.95,$0.00,,,Fixed price,,1
,,"Jan 2, 2026",$550.00,$0.00,,,Fixed price,,1
,,"Dec 11, 2025",$276.95,$0.00,,,Fixed price,,1
,,"Dec 11, 2025",$319.00,$0.00,,,Fixed price,,1
,,"Dec 16, 2025",$279.95,$0.00,,,Fixed price,,1
,,"Dec 17, 2025",$293.00,$0.00,,,Fixed price,,1
,,"Jan 6, 2026",$375.00,$5.37,,,Fixed price,,1
,,"Dec 17, 2025",$324.50,$0.00,,,Fixed price,,1
,,"Dec 23, 2025",$321.44,$9.00,,,Auction,,1
,,"Dec 17, 2025",$265.00,$0.00,,,Fixed price,,1
,,"Dec 20, 2025",$277.50,$0.00,,,Fixed price,,1
,,"Dec 21, 2025",$289.00,$0.00,,,Fixed price,,1
,,"Dec 19, 2025",$307.00,$0.00,,,Fixed price,,1
,,"Dec 20, 2025",$291.50,$0.00,,,Fixed price,,1
,,"Jan 7, 2026",$339.90,$0.00,,,Fixed price,,1
,,"Dec 23, 2025",$309.50,$0.00,,,Fixed price,,1
,,"Dec 21, 2025",$264.95,$0.00,,,Fixed price,,1
,,"Dec 24, 2025",$329.00,$0.00,,,Fixed price,,1
,,"Dec 23, 2025",$289.99,$6.00,,,Fixed price,,1
,,"Dec 28, 2025",$339.50,$0.00,,,Fixed price,,1
,,"Dec 26, 2025",$316.00,$0.00,,,Fixed price,,1
,,"Dec 28, 2025",$315.45,$0.00,,,Fixed price,,1
,,"Jan 11, 2026",$341.00,$0.00,,,Fixed price,,1
,,"Jan 11, 2026",$344.50,$0.00,,,Fixed price,,1
1997 $10 Platinum Eagle 1/10 oz MS69 PCGS GOLD SHIELD NICE LOW PRICE!!,116952948895,"Feb 24, 2026",$395.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116952948895,1
,,"Jan 7, 2026",$324.00,$0.00,,,Fixed price,,1
,,"Jan 4, 2026",$325.00,$0.00,,,Fixed price,,1
1999 W 1/10 oz $10 PROOF Platinum Eagle PF70 NGC NICE LOW PRICE!!,116956468756,"Jan 22, 2026",$370.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116956468756,1
,,"Jan 9, 2026",$334.50,$0.00,,,Fixed price,,1
1997 W $10 PROOF Platinum Eagle 1/10 oz PR69 PCGS NICE LOW PRICE!!,116962031677,"Jan 13, 2026",$365.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116962031677,1
,,"Jan 7, 2026",$330.00,$0.00,,,Fixed price,,1
,,"Jan 11, 2026",$345.00,$0.00,,,Fixed price,,1
2003 1/10 oz $10 US Platinum Eagle MS69 NGC NICE LOW PRICE!!,116974913975,"Jan 15, 2026",$325.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116974913975,1
,,"Jan 11, 2026",$346.50,$0.00,,,Fixed price,,1
,,"Jan 11, 2026",$339.90,$0.00,,,Fixed price,,1
