Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2004 Australia Lunar I Monkey Gold PCGS MS-70,177921955323,1/21/2026,"$6,833.52",Free,Certified,greatcollections,Best Offer,https://www.ebay.com/itm/177921955323
2004 Australia Lunar Series I Monkey 1 oz Gold BU,135736520721,2/27/2026,"$6,121.34",$3.99,Uncirculated,govmint_official,Auction,https://www.ebay.com/itm/135736520721
2004 Australia Lunar Series I Monkey 1 oz Gold BU,338064206381,2/15/2026,"$5,881.85",Free,Uncirculated,davidlawrence,Best Offer,https://www.ebay.com/itm/338064206381
2004 Australia Lunar I Monkey 1 oz Gold NGC MS-69,352528795577,2/17/2026,"$6,094.02",Free,Certified,moderncoinmart,Best Offer,https://www.ebay.com/itm/352528795577
2004 Australia Lunar Series I Monkey 1 oz Gold BU,111165382455,12/14/2025,"$6,225.89",$5.99,Uncirculated,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/111165382455
2004 Australia Lunar I Monkey 1 oz Gold PCGS MS-69,389524988876,12/11/2025,"$6,002.72",Free,Certified,davidlawrence,Auction,https://www.ebay.com/itm/389524988876
2004 Australia Lunar I Monkey 1 oz Gold PCGS MS-69,121536762058,1/31/2026,"$6,347.38",Free,Certified,jmbullion,Auction,https://www.ebay.com/itm/121536762058
2004 Australia Lunar Series I Monkey 1 oz Gold BU,228756802307,12/5/2025,"$5,811.43",$3.99,Uncirculated,mcm_online,Best Offer,https://www.ebay.com/itm/228756802307
2004 Australia Lunar Series I Monkey 1 oz Gold BU,360210899129,2/28/2026,"$6,172.90",$5.99,Uncirculated,sdbullion,Buy It Now,https://www.ebay.com/itm/360210899129
2004 Australia Lunar Series I Monkey 1 oz Gold BU,339624117190,1/6/2026,"$5,734.45",Free,Uncirculated,liberty_coin,Buy It Now,https://www.ebay.com/itm/339624117190
2004 Australia Lunar Series I Monkey 1 oz Gold BU,210898252774,12/28/2025,"$6,198.32",Free,Uncirculated,goldhillcoins,Best Offer,https://www.ebay.com/itm/210898252774
2004 Australia Lunar I Monkey 1 oz Gold NGC MS-69,287417728150,2/26/2026,"$6,230.47",$5.99,Certified,goldhillcoins,Best Offer,https://www.ebay.com/itm/287417728150
2004 Australia Lunar Series I Monkey 1 oz Gold BU,298291711046,1/3/2026,"$5,692.43",$3.99,Uncirculated,keydate_coins,Best Offer,https://www.ebay.com/itm/298291711046
2004 Australia Lunar Series I Monkey 1 oz Gold BU,183144081466,1/11/2026,"$5,802.89",Free,Uncirculated,liberty_coin,Buy It Now,https://www.ebay.com/itm/183144081466
