Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2009 Lunar II Ox Gold PCGS MS-70,111175783659,1/28/2026,"$6,941.73",$4.99,Certified,govmint_official,Best Offer,https://www.ebay.com/itm/111175783659
2009 Australia Lunar II Ox 1 oz Gold BU,166244924441,2/24/2026,"$5,509.51",Free,Uncirculated,heritage_auctions_outlet,Buy It Now,https://www.ebay.com/itm/166244924441
2009 Australia Lunar II Ox 1 oz Gold BU,335925938569,12/13/2025,"$5,693.38",Free,Uncirculated,boldpreciousmetals,Buy It Now,https://www.ebay.com/itm/335925938569
2009 Australia Lunar II Ox 1 oz Gold BU,356855773381,12/18/2025,"$5,562.66",Free,Uncirculated,boldpreciousmetals,Best Offer,https://www.ebay.com/itm/356855773381
2009 Australia Lunar II Ox 1 oz Gold BU,234826709304,12/17/2025,"$5,834.01",$3.99,Uncirculated,bullionshark,Buy It Now,https://www.ebay.com/itm/234826709304
2009 Australia Lunar II Ox 1 oz Gold BU,155158001110,2/23/2026,"$5,815.57",$4.99,Uncirculated,heritage_auctions_outlet,Best Offer,https://www.ebay.com/itm/155158001110
2009 Lunar II Ox 1 oz Gold PCGS MS-69,321196962542,12/15/2025,"$6,149.63",Free,Certified,moderncoinmart,Buy It Now,https://www.ebay.com/itm/321196962542
2009 Australia Lunar II Ox 1 oz Gold BU,290316417236,12/26/2025,"$5,585.49",Free,Uncirculated,moderncoinmart,Auction,https://www.ebay.com/itm/290316417236
2009 Lunar II Ox Gold PCGS MS-70,121271555742,1/25/2026,"$7,239.95",Free,Certified,goldeneaglecoin,Auction,https://www.ebay.com/itm/121271555742
2009 Lunar II Ox 1 oz Gold PCGS MS-69,308634423453,2/17/2026,"$6,111.43",Free,Certified,govmint_official,Buy It Now,https://www.ebay.com/itm/308634423453
2009 Lunar II Ox 1 oz Gold PCGS MS-69,378787209225,12/27/2025,"$5,979.50",Free,Certified,keydate_coins,Buy It Now,https://www.ebay.com/itm/378787209225
2009 Lunar II Ox Gold PCGS MS-70,317733542833,2/25/2026,"$7,160.90",Free,Certified,moderncoinmart,Best Offer,https://www.ebay.com/itm/317733542833
2009 Australia Lunar II Ox 1 oz Gold BU,201406202852,12/15/2025,"$5,715.15",Free,Uncirculated,jmbullion,Buy It Now,https://www.ebay.com/itm/201406202852
2009 Lunar II Ox Gold PCGS MS-70,377345212544,12/20/2025,"$6,454.81",Free,Certified,goldhillcoins,Buy It Now,https://www.ebay.com/itm/377345212544
