Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2014 Royal Mint Lunar Horse 1/4 oz Gold PCGS PF-69,198748557673,12/23/2025,"$1,759.21",Free,Certified,bullionshark,Auction,https://www.ebay.com/itm/198748557673
2014 Royal Mint Lunar Horse 1/4 oz Gold NGC PF-69,361774050479,1/4/2026,"$1,585.42",Free,Certified,silvertowne,Buy It Now,https://www.ebay.com/itm/361774050479
2014 Royal Mint Lunar Horse 1/4 oz Gold PCGS PF-69,203072706194,12/19/2025,"$1,763.99",Free,Certified,keydate_coins,Auction,https://www.ebay.com/itm/203072706194
2014 Royal Mint Lunar Horse 1/4 oz Gold NGC PF-69,387643911916,2/4/2026,"$1,757.77",Free,Certified,davidlawrence,Buy It Now,https://www.ebay.com/itm/387643911916
2014 Great Britain Lunar Horse 1/4 oz Gold Proof,193736480632,1/14/2026,"$1,500.17",Free,Uncirculated,legend_numismatics,Buy It Now,https://www.ebay.com/itm/193736480632
2014 Great Britain Lunar Horse 1/4 oz Gold Proof,184730908686,12/29/2025,"$1,558.84",Free,Uncirculated,moderncoinmart,Auction,https://www.ebay.com/itm/184730908686
2014 Royal Mint Lunar Horse 1/4 oz Gold PCGS PF-69,156987135767,11/30/2025,"$1,757.90",Free,Certified,davidlawrence,Buy It Now,https://www.ebay.com/itm/156987135767
2014 Great Britain Lunar Horse 1/4 oz Gold Proof,388611589683,12/13/2025,"$1,669.63",$5.99,Uncirculated,legend_numismatics,Buy It Now,https://www.ebay.com/itm/388611589683
2014 Great Britain Lunar Horse 1/4 oz Gold Proof,250670361500,1/10/2026,"$1,479.24",$5.99,Uncirculated,liberty_coin,Buy It Now,https://www.ebay.com/itm/250670361500
2014 Royal Mint Lunar Horse 1/4 oz Gold NGC PF-69,392543979573,12/30/2025,"$1,729.68",Free,Certified,keydate_coins,Auction,https://www.ebay.com/itm/392543979573
2014 Royal Mint Lunar Horse 1/4 oz Gold NGC PF-69,314755457315,12/9/2025,"$1,748.42",$5.99,Certified,sdbullion,Best Offer,https://www.ebay.com/itm/314755457315
2014 Great Britain Lunar Horse 1/4 oz Gold Proof,152903758192,1/2/2026,"$1,462.62",$3.99,Uncirculated,rarecoinwholesalers,Best Offer,https://www.ebay.com/itm/152903758192
