Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2019 Canada Lunar Pig Silver PCGS PF-70,369561012008,2/6/2026,$152.18,$5.99,Certified,keydate_coins,Buy It Now,https://www.ebay.com/itm/369561012008
2019 Canada $10 Year of the Pig 1/2 oz .9999 Silver Proof,148917587538,1/16/2026,$79.84,$3.99,Uncirculated,goldeneaglecoin,Buy It Now,https://www.ebay.com/itm/148917587538
2019 Canada Lunar Pig Silver PCGS PF-69,170639005750,12/28/2025,$110.94,$3.99,Certified,boldpreciousmetals,Buy It Now,https://www.ebay.com/itm/170639005750
2019 Canada Lunar Pig Silver NGC PF-69,195307506685,12/15/2025,$112.88,$5.99,Certified,silvertowne,Auction,https://www.ebay.com/itm/195307506685
2019 Canada $10 Year of the Pig 1/2 oz .9999 Silver Proof,257521971281,12/28/2025,$79.43,Free,Uncirculated,jmbullion,Buy It Now,https://www.ebay.com/itm/257521971281
2019 Canada $10 Year of the Pig 1/2 oz .9999 Silver Proof,184715062635,2/18/2026,$79.31,$5.99,Uncirculated,heritage_auctions_outlet,Auction,https://www.ebay.com/itm/184715062635
2019 Canada $10 Year of the Pig 1/2 oz .9999 Silver Proof,308530683633,2/1/2026,$81.78,$5.99,Uncirculated,moderncoinmart,Buy It Now,https://www.ebay.com/itm/308530683633
2019 Canada Lunar Pig Silver NGC PF-69,385125504607,1/29/2026,$122.92,Free,Certified,sdbullion,Buy It Now,https://www.ebay.com/itm/385125504607
2019 Canada $10 Year of the Pig 1/2 oz .9999 Silver Proof,216821657903,1/14/2026,$80.99,$4.99,Uncirculated,pinehurst_coins,Auction,https://www.ebay.com/itm/216821657903
2019 Canada $10 Year of the Pig 1/2 oz .9999 Silver Proof,377988309226,12/19/2025,$83.20,Free,Uncirculated,heritage_auctions_outlet,Buy It Now,https://www.ebay.com/itm/377988309226
2019 Canada $10 Year of the Pig 1/2 oz .9999 Silver Proof,232083297746,2/10/2026,$83.89,Free,Uncirculated,mcm_online,Best Offer,https://www.ebay.com/itm/232083297746
2019 Canada Lunar Pig Silver PCGS PF-70,189478800621,12/7/2025,$140.81,Free,Certified,silvertowne,Buy It Now,https://www.ebay.com/itm/189478800621
2019 Canada $10 Year of the Pig 1/2 oz .9999 Silver Proof,157645111470,1/16/2026,$78.00,Free,Uncirculated,rarecoinwholesalers,Auction,https://www.ebay.com/itm/157645111470
2019 Canada $10 Year of the Pig 1/2 oz .9999 Silver Proof,299222100145,1/10/2026,$65.68,$4.99,Uncirculated,govmint_official,Auction,https://www.ebay.com/itm/299222100145
