Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2008-W American Silver Eagle Burnished 1 oz .999 US Mint OGP Box & COA,287370000689,"Jul 1, 2026",$99.00,$0.00,,,Fixed price,https://www.ebay.com/itm/287370000689,2
"2008-W Burnished American Silver Eagle Box, OGP & COA.. Gem Mint No Spots!!",127948630153,"Jul 1, 2026",$74.95,$5.85,,,Fixed price,https://www.ebay.com/itm/127948630153,1
2008-W (Burnished) Silver Eagle NGC MS 70,224450560992,"Jun 21, 2026",$135.00,$0.00,,,Fixed price,https://www.ebay.com/itm/224450560992,6
"2008-W Burnished $1 American Silver Eagle Box, OGP & COA",314771869210,"Jun 20, 2026",$92.38,$0.00,,,Fixed price,https://www.ebay.com/itm/314771869210,7
2008 W BURNISHED SILVER EAGLE NGC MS70 EARLY RELEASES BLUE LABEL #OK,127922780042,"Jun 15, 2026",$119.99,$0.00,,,Fixed price,https://www.ebay.com/itm/127922780042,1
"2008-W Burnished American Silver Eagle Box, OGP & COA.. Gem Mint No Spots!!",127909097074,"Jun 10, 2026",$76.99,$5.85,,,Fixed price,https://www.ebay.com/itm/127909097074,3
2008-W Burnished Annual Set - American Silver Eagle MS70 NGC *7720,127898290941,"Jun 8, 2026",$179.95,$0.00,,,Auction,https://www.ebay.com/itm/127898290941,1
2008-W Burnished Annual Set American Silver Eagle MS69 NGC,136647006129,"Jun 3, 2026",$102.30,$0.00,,,Fixed price,https://www.ebay.com/itm/136647006129,1
2008 W $1 American Silver Eagle PCGS MS70 Burnished Blue Label,117206993566,"Jun 2, 2026",$91.01,$0.00,,,Auction,https://www.ebay.com/itm/117206993566,1
2008-W American Silver Eagle ASE Dollar UNC BURNISHED OGP #T2838,127883439068,"May 31, 2026",$84.75,$6.50,,,Auction,https://www.ebay.com/itm/127883439068,1
2008-W Burnished Annual Set - American Silver Eagle MS70 NGC *8989,127850883708,"May 13, 2026",$179.95,$0.00,,,Auction,https://www.ebay.com/itm/127850883708,1
SP70 2008-W Burnished Silver Eagle Reverse Of 2007 PCGS,336498282420,"May 1, 2026","$1,066.67",$12.86,,,Fixed price,https://www.ebay.com/itm/336498282420,3
2008-W Burnished Silver Eagle NGC MS69 | Star Label — Financia Crisis Year |IA,127226937236,"Apr 27, 2026",$106.00,$5.97,,,Fixed price,https://www.ebay.com/itm/127226937236,1
2008-W 1oz $1 (Burnished) Silver American Eagle Coin ICG SP70 First Day Issue,223824784492,"Apr 19, 2026",$119.50,$0.00,,,Fixed price,https://www.ebay.com/itm/223824784492,2
2008-W American Silver Eagle Burnished 1 oz .999 US Mint $1 Coin OGP Box & COA,157819620425,"Apr 11, 2026",$95.01,$2.53,,,Auction,https://www.ebay.com/itm/157819620425,1
2008-W Silver American Eagle $1 NGC MS70 Burnished - STOCK,389827123332,"Apr 10, 2026",$116.00,$0.00,,,Fixed price,https://www.ebay.com/itm/389827123332
,,"Apr 10, 2026",$116.00,$0.00,,,Fixed price,,4
2008-W Silver American Eagle $1 NGC MS70 Burnished - STOCK,389827123332,"Apr 9, 2026",$116.00,$0.00,,,Fixed price,https://www.ebay.com/itm/389827123332
2008-W Burnished Annual Set - American Silver Eagle MS70 NGC *1306,127788239352,"Apr 9, 2026",$179.95,$0.00,,,Auction,https://www.ebay.com/itm/127788239352,1
2008 W $1 Silver American Eagle - Burnished / Satin - OGP,147245083158,"Apr 9, 2026",$109.99,$0.00,,,Fixed price,https://www.ebay.com/itm/147245083158,1
,,"Apr 9, 2026",$179.95,$0.00,,,Auction,,1
2008-W American Silver Eagle Burnished 1 oz .999 US Mint $1 Coin OGP Box & COA,146500718538,"Apr 7, 2026",$89.18,$0.00,,,Fixed price,https://www.ebay.com/itm/146500718538
2008-W Burnished Annual Set - American Silver Eagle MS69 NGC *1326,127770814991,"Apr 1, 2026",$114.95,$0.00,,,Auction,https://www.ebay.com/itm/127770814991,1
2008 W United States Burnished Uncirculated .999 Silver Eagle / Box & COA,177999462757,"Apr 1, 2026",$90.00,$12.87,,,Auction,https://www.ebay.com/itm/177999462757,1
,,"Apr 1, 2026",$114.95,$0.00,,,Auction,,1
"2008 W Eagle $1 Reverse of 2007, Burnished American Silver Eagle, NGC MS 69",168276366065,"Mar 31, 2026",$375.00,$16.86,,,Fixed price,https://www.ebay.com/itm/168276366065,1
2008-W American Silver Eagle - NGC MS 69 / Burnished / Beautiful! - No Reserve!,137166883689,"Mar 30, 2026",$85.00,$0.00,,,Auction,https://www.ebay.com/itm/137166883689,1
2008 W Burnished silver eagle MS 70 Brown Label,177995619094,"Mar 30, 2026",$130.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177995619094,1
2008-W Burnished Silver Eagle Reagan Legacy Series PCGS SP70 Micheal Reagan,177990036076,"Mar 29, 2026",$109.00,$7.95,,,Auction,https://www.ebay.com/itm/177990036076,1
2008 W BURNISHED SILVER EAGLE NGC MS70 REVERSE OF 2007 ANNA CABRAL SIGNATURE,157784870031,"Mar 28, 2026","$1,950.00",$0.00,,,Fixed price,https://www.ebay.com/itm/157784870031,1
2008-W American Silver Eagle Burnished Reverse of 2007 - US Mint box & COA,168252414654,"Mar 28, 2026",$579.00,$5.39,,,Auction,https://www.ebay.com/itm/168252414654,1
"2008-W Burnished American Silver Eagle, OGP",127761121298,"Mar 26, 2026",$89.00,$5.07,,,Fixed price,https://www.ebay.com/itm/127761121298,1
,,"Mar 26, 2026",$89.00,$5.07,,,Fixed price,,1
2008-W $1 American Silver Eagle Burnished SP70 PCGS,362928186387,"Mar 24, 2026",$136.50,$0.00,,,Fixed price,https://www.ebay.com/itm/362928186387
2008 (W) Burnished US Silver Eagle $1 NGC MS69 Black Core Slab,188171730962,"Mar 23, 2026",$89.00,$4.99,,,Auction,https://www.ebay.com/itm/188171730962,1
2008 W BURNISHED SILVER EAGLE NGC MS70 CLASSIC BROWN LABEL ASE 1 OUNCE 1 OZ,177981076739,"Mar 22, 2026",$134.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177981076739,1
2008 W BURNISHED SILVER EAGLE NGC MS70 CLASSIC BROWN LABEL,157768088478,"Mar 21, 2026",$96.00,$0.00,,,Auction,https://www.ebay.com/itm/157768088478,1
2008-W $1 American Silver Eagle Burnished SP70 PCGS Edmund Moy Signed! Rare Wow,157757114897,"Mar 20, 2026",$102.50,$7.95,,,Auction,https://www.ebay.com/itm/157757114897,1
2008-W Reverse Of 2007-W $1 1 Ounce Burnished Silver Eagle NGC MS69 Brown Label,157758791386,"Mar 20, 2026",$425.00,$8.75,,,Fixed price,https://www.ebay.com/itm/157758791386,1
"2008-W Burnished American Silver Eagle, OGP",147200255136,"Mar 17, 2026",$109.99,$0.00,,,Fixed price,https://www.ebay.com/itm/147200255136
"2008-W Burnished American Silver Eagle MS-69 PCGS (FS, Rev '07)",116686631215,"Mar 17, 2026",$611.83,$0.00,,,Fixed price,https://www.ebay.com/itm/116686631215
2008-W Burnished American Silver Eagle (w/Box & COA),147177332700,"Mar 16, 2026",$110.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147177332700,1
2008 W Reverse Of 2007 $1 1 oz .999 Burnished Silver American Eagle NGC MS69 ER,168218745348,"Mar 16, 2026",$366.00,$5.27,,,Auction,https://www.ebay.com/itm/168218745348,1
"2008-W ANACS SP70 ""Annual Dollar Set"" BURNISHED AMERICAN SILVER EAGLE COIN",177941264526,"Mar 15, 2026",$113.61,$0.00,,,Auction,https://www.ebay.com/itm/177941264526,1
2008-W American Silver Eagle Burnished 1 oz .999 US Mint $1 Coin OGP Box & COA,117064827918,"Mar 11, 2026",$105.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117064827918
,,"Mar 11, 2026",$105.00,$0.00,,,Fixed price,,1
2008 W Burnished American Silver Eagle NGC MS70,168213831825,"Mar 10, 2026",$115.00,$5.56,,,Fixed price,https://www.ebay.com/itm/168213831825,1
2008-W Burnished Silver Eagle 1 oz Uncirculated Coin with Box and COA West Point,168196392140,"Mar 8, 2026",$97.40,$6.89,,,Auction,https://www.ebay.com/itm/168196392140,1
2008 W $1 American Silver Eagle PCGS MS70 Burnished Blue Label,177911585418,"Mar 8, 2026",$111.00,$7.00,,,Auction,https://www.ebay.com/itm/177911585418,1
2008-W Burnished Annual Set - American Silver Eagle MS69 NGC *8059,127710851706,"Mar 7, 2026",$114.95,$0.00,,,Auction,https://www.ebay.com/itm/127710851706,1
,,"Mar 7, 2026",$114.95,$0.00,,,Auction,,1
2008 W BURNISHED Silver Eagle PCGS SP70 Meranti Signed Blue Ring (BT1299),137018930662,"Mar 5, 2026",$185.00,$6.50,,,Fixed price,https://www.ebay.com/itm/137018930662
,,"Mar 5, 2026",$185.00,$6.50,,,Fixed price,,2
2008 W SILVER EAGLE SP69 BURNISHED GRADED PCGS WEST POINT MINT 1 OZ 90% AG COIN,137071691357,"Mar 2, 2026",$102.50,$5.45,,,Auction,https://www.ebay.com/itm/137071691357,1
2008-W Burnished Silver Eagle NGC MS70 🔥 1oz .999 Fine 💎 LOT 040,188086343395,"Mar 2, 2026",$104.00,$0.00,,,Fixed price,https://www.ebay.com/itm/188086343395,1
2008-W BURNISHED AMERICAN SILVER EAGLE REV OF 2007 S$1 EARLY RELEASES NGC MS 70,147139003642,"Mar 1, 2026","$1,050.00",$5.00,,,Fixed price,https://www.ebay.com/itm/147139003642,1
2008 W Burnished Silver Eagle $$1 NGC MS69 Early Releases | American Eagle Coin,117060534935,"Feb 28, 2026",$105.00,$5.78,,,Fixed price,https://www.ebay.com/itm/117060534935
2008-W Burnished Annual Set - American Silver Eagle MS69 NGC *7567,137059813423,"Feb 28, 2026",$120.05,$0.00,,,Auction,https://www.ebay.com/itm/137059813423,1
,,"Feb 28, 2026",$105.00,$5.78,,,Fixed price,,1
2008-W Burnished Silver Eagle Reverse of 2008 MS70 CAC CACg,126752318644,"Feb 26, 2026",$161.97,$0.00,,,Fixed price,https://www.ebay.com/itm/126752318644
2008-W Burnished Annual Set - American Silver Eagle MS70 NGC,363756010006,"Feb 25, 2026",$198.26,$0.00,,,Fixed price,https://www.ebay.com/itm/363756010006
2008 W BURNISHED EAGLE NGC MS 69 ANNUAL DOLLAR COIN SET OFFICIAL US MINT SET,177837911382,"Feb 24, 2026",$113.95,$0.00,,,Fixed price,https://www.ebay.com/itm/177837911382,1
2008 W BURNISHED US Silver Eagle $1 NGC MS70 Early Releases with Box And Coa ￼,157686587731,"Feb 23, 2026",$113.61,$5.25,,,Auction,https://www.ebay.com/itm/157686587731,1
2008 (W) American Burnished Silver Eagle ICG SP70,188066140852,"Feb 23, 2026",$107.51,$6.24,,,Auction,https://www.ebay.com/itm/188066140852,1
2008-W $1 Burnished American Silver Eagle ~ NGC MS 70,297649912277,"Feb 20, 2026",$109.66,$87.00,,,Fixed price,https://www.ebay.com/itm/297649912277
,,"Feb 20, 2026",$109.66,$87.00,,,Fixed price,,29
2008-W Burnished Annual Set - American Silver Eagle MS69 NGC,134047482896,"Feb 16, 2026",$104.56,$0.00,,,Fixed price,https://www.ebay.com/itm/134047482896
2008-W Burnished Annual Set - American Silver Eagle MS69 NGC *3378,127675534352,"Feb 16, 2026",$114.95,$0.00,,,Auction,https://www.ebay.com/itm/127675534352,1
,,"Feb 16, 2026",$114.95,$0.00,,,Auction,,1
2008-W American Eagle 1oz Burnished .999 Silver OGP & COA [F17],168143648103,"Feb 15, 2026",$100.00,$5.27,,,Auction,https://www.ebay.com/itm/168143648103,1
2008 W (Burnished) US Silver Eagle $1 NGC MS70,188019474531,"Feb 11, 2026",$127.51,$4.99,,,Auction,https://www.ebay.com/itm/188019474531,1
2008 W Burnished $1 American Silver Eagle Dollar,147133970363,"Feb 10, 2026",$113.50,$0.00,,,Auction,https://www.ebay.com/itm/147133970363,1
2008 W Burnished Silver Eagle Rev 2007 ANACS MS69 Key Variety,157656389988,"Feb 10, 2026",$400.00,$8.30,,,Fixed price,https://www.ebay.com/itm/157656389988,1
2008 w burnished silver American eagle (z8f),168147502277,"Feb 10, 2026",$100.00,$5.52,,,Fixed price,https://www.ebay.com/itm/168147502277,1
2008-W American Silver Eagle 1 oz .999 $1 Burnished Satin Finish.,188020251435,"Feb 10, 2026",$94.26,$4.99,,,Auction,https://www.ebay.com/itm/188020251435,1
2008 W SILVER EAGLE REVERSE OF 2007 BURNISHED PCGS SP70 - CLASSIC BLUE LABEL,336269204803,"Feb 8, 2026","$1,195.00",$0.00,,,Fixed price,https://www.ebay.com/itm/336269204803
2008-W Burnished Annual Set - American Silver Eagle MS69 NGC *1824,137005579460,"Feb 8, 2026",$114.95,$0.00,,,Auction,https://www.ebay.com/itm/137005579460,1
2008 W SILVER EAGLE REVERSE OF 2007 BURNISHED PCGS SP70 & 2008 W SILVER EAGLE,157618024435,"Feb 8, 2026","$1,295.00",$0.00,,,Fixed price,https://www.ebay.com/itm/157618024435,1
2008-W Annual Dollar Set. Burnished American Eagle is Graded MS70 by NGC!,157630467416,"Feb 6, 2026",$125.00,$7.95,,,Auction,https://www.ebay.com/itm/157630467416,1
2008-W Burnished Annual Set - American Silver Eagle MS69 NGC *3931,136990702443,"Feb 3, 2026",$107.50,$0.00,,,Auction,https://www.ebay.com/itm/136990702443,1
"2008 W Burnished American Silver Eagle, PCGS MS 70",136986565911,"Feb 2, 2026",$115.00,$5.20,,,Fixed price,https://www.ebay.com/itm/136986565911,1
2008 W Burnished Silver Eagle Rev 2007 ANACS MS69 Key Variety,157645043239,"Feb 2, 2026",$385.00,$8.10,,,Fixed price,https://www.ebay.com/itm/157645043239,1
2008 W Burnished Silver Eagle NGC MS70,168131008157,"Feb 2, 2026",$95.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168131008157,1
2008-W Burnished Silver Eagle MS69 CAC CACg,136533795771,"Jan 31, 2026",$127.48,$0.00,,,Fixed price,https://www.ebay.com/itm/136533795771
2008 W BURNISHED SILVER EAGLE WITH W MINT MARK NGC MS70 CLASSIC BROWN LABEL,127652849073,"Jan 31, 2026",$132.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127652849073,1
,,"Jan 31, 2026",$132.00,$0.00,,,Fixed price,,1
2008 W Burnished American Silver Eagle NGC MS70 Mike Castle Signature,127653405224,"Jan 30, 2026",$129.99,$0.00,,,Fixed price,https://www.ebay.com/itm/127653405224
,,"Jan 30, 2026",$129.99,$0.00,,,Fixed price,,2
2008 W BU American Silver Eagle Dollar Burnished ASE Coin with Box and COA,326975003535,"Jan 29, 2026",$126.00,$0.00,,,Fixed price,https://www.ebay.com/itm/326975003535
"2008 W Burnished American Silver Eagle, NGC MS 70",136986560793,"Jan 29, 2026",$140.00,$5.07,,,Fixed price,https://www.ebay.com/itm/136986560793,1
2008 W BURNISHED SILVER EAGLE WITH W MINT MARK NGC MS70 CLASSIC BROWN LABEL,127647372605,"Jan 28, 2026",$128.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127647372605,1
