Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2020 Royal Mint Lunar Rat Silver NGC MS-69,150535324943,12/16/2025,$120.41,Free,Certified,legend_numismatics,Buy It Now,https://www.ebay.com/itm/150535324943
2020 Great Britain Lunar Rat 1 oz Silver BU,397994174991,12/12/2025,$101.95,Free,Uncirculated,goldhillcoins,Buy It Now,https://www.ebay.com/itm/397994174991
2020 Great Britain Lunar Rat 1 oz Silver BU,131606490775,1/1/2026,$106.29,Free,Uncirculated,silvertowne,Auction,https://www.ebay.com/itm/131606490775
2020 Great Britain Lunar Rat 1 oz Silver BU,240322570663,2/25/2026,$108.63,Free,Uncirculated,greatcollections,Best Offer,https://www.ebay.com/itm/240322570663
2020 Great Britain Lunar Rat 1 oz Silver BU,340757233302,12/20/2025,$96.39,Free,Uncirculated,greatcollections,Buy It Now,https://www.ebay.com/itm/340757233302
2020 Great Britain Lunar Rat 1 oz Silver BU,207831645810,12/5/2025,$100.04,Free,Uncirculated,silvertowne,Auction,https://www.ebay.com/itm/207831645810
2020 Royal Mint Lunar Rat Silver PCGS MS-69,344030169632,1/21/2026,$128.18,Free,Certified,greatcollections,Buy It Now,https://www.ebay.com/itm/344030169632
2020 Great Britain Lunar Rat 1 oz Silver BU,311352716357,2/25/2026,$112.06,Free,Uncirculated,bullionshark,Buy It Now,https://www.ebay.com/itm/311352716357
2020 Great Britain Lunar Rat 1 oz Silver BU,229661368301,1/22/2026,$107.66,Free,Uncirculated,mcm_online,Buy It Now,https://www.ebay.com/itm/229661368301
2020 Great Britain Lunar Rat 1 oz Silver BU,239594346897,2/1/2026,$106.51,$3.99,Uncirculated,keydate_coins,Buy It Now,https://www.ebay.com/itm/239594346897
2020 Royal Mint Lunar Rat Silver NGC MS-70,376737623570,1/23/2026,$187.91,$4.99,Certified,greatcollections,Auction,https://www.ebay.com/itm/376737623570
2020 Royal Mint Lunar Rat Silver NGC MS-69,388500472910,1/27/2026,$106.60,$4.99,Certified,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/388500472910
2020 Royal Mint Lunar Rat Silver PCGS MS-69,133675487311,12/16/2025,$122.35,$4.99,Certified,moderncoinmart,Buy It Now,https://www.ebay.com/itm/133675487311
2020 Royal Mint Lunar Rat Silver PCGS MS-69,240922679689,12/11/2025,$125.81,Free,Certified,greatcollections,Buy It Now,https://www.ebay.com/itm/240922679689
2020 Great Britain Lunar Rat 1 oz Silver BU,105654125029,1/4/2026,$96.38,Free,Uncirculated,silvertowne,Buy It Now,https://www.ebay.com/itm/105654125029
2020 Great Britain Lunar Rat 1 oz Silver BU,106667292734,12/17/2025,$112.14,Free,Uncirculated,heritage_auctions_outlet,Best Offer,https://www.ebay.com/itm/106667292734
