Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1911-D $2.5 INDIAN HEAD QUARTER EAGLE STRONG D CERT NGC MS60 KEY DATE GOLD COIN,336526909923,"May 26, 2026","$5,950.00",$75.00,,,Fixed price,https://www.ebay.com/itm/336526909923,1
1911 D Gold Quarter Eagles $2 1/2 Indian Head NGC MS-61 STRONG D,267596426212,"May 17, 2026","$8,950.00",$12.50,,,Fixed price,https://www.ebay.com/itm/267596426212,1
1911-D Weak D $2.50 Indian Head Quarter Eagle Gold XF EF Details Polished C4483,397901172928,"May 12, 2026","$1,128.00",$0.00,,,Auction,https://www.ebay.com/itm/397901172928,1
1911 D GOLD UNITED STATES $5 DOLLAR INDIAN HEAD HALF EAGLE PCGS ABOUT UNC 58,188316350045,"May 10, 2026","$2,000.00",$8.15,,,Fixed price,https://www.ebay.com/itm/188316350045,1
1911-D Indian Head Quarter Eagle Gold Strong D Key Uncirculated Monster Scarce!,267652402625,"May 7, 2026","$4,325.00",$0.00,,,Auction,https://www.ebay.com/itm/267652402625,1
1911 D GOLD UNITED STATES $5 DOLLAR INDIAN HEAD HALF EAGLE PCGS ABOUT UNC 58,305445378049,"May 1, 2026","$4,950.00",$0.00,,,Fixed price,https://www.ebay.com/itm/305445378049,1
1911 D Gold Half Eagles $5 Indian Head CACG XF 45 CAC,366362755966,"Apr 29, 2026","$2,760.00",$0.00,,,Fixed price,https://www.ebay.com/itm/366362755966,1
"1911 ""D"" $5 Gold INDIAN Head Half Eagle ANACS EF40 #870 Extra Fine XF ECC&C, Inc",198171418580,"Apr 23, 2026","$2,299.99",$0.00,,,Fixed price,https://www.ebay.com/itm/198171418580,1
PCGS AU DETAILS 1911 D $2.50 INDIAN HEAD GOLD QUARTER EAGLE STRONG D KEY DATE,236721740053,"Apr 22, 2026","$2,975.00",$0.00,,,Fixed price,https://www.ebay.com/itm/236721740053,1
1911-D $2.50 NGC MS62 Indian Head Quarter Eagle United States Gold Coin #C903-2,236746432431,"Apr 19, 2026","$8,215.00",$35.44,,,Auction,https://www.ebay.com/itm/236746432431,1
1911-D $5 Indian Head Gold Five Dollar Half Eagle Coin 0.242 oz AGW - KEY DATE!,306857637524,"Apr 7, 2026","$1,180.00",$5.77,,,Auction,https://www.ebay.com/itm/306857637524,1
1911 Strong D $2.50 Indian Head Quarter Eagle NGC MS62 US Gold Coin NR #C893-1,336474221578,"Mar 22, 2026","$8,111.00",$54.99,,,Auction,https://www.ebay.com/itm/336474221578
PCGS XF45 1911 D $2.50 INDIAN HEAD GOLD QUARTER EAGLE WEAK D SCARCE,198146961571,"Mar 13, 2026","$1,800.00",$8.10,,,Fixed price,https://www.ebay.com/itm/198146961571
1911d 1911 Strong D $2.50 Indian Head quarter eagle gold,267597992235,"Mar 10, 2026","$2,600.00",$0.00,,,Fixed price,https://www.ebay.com/itm/267597992235
1911-D (Strong D) Indian Head Quarter Eagle $2.50 Gold NGC AU55,376793803187,"Mar 10, 2026","$4,815.00",$0.00,,,Fixed price,https://www.ebay.com/itm/376793803187
,,"Feb 20, 2026","$2,650.00",$0.00,,,Fixed price,,1
,,"Feb 11, 2026","$4,300.00",$0.00,,,Fixed price,,1
,,"Jan 31, 2026","$3,558.00",$0.00,,,Auction,,1
,,"Jan 23, 2026","$3,701.00",$0.00,,,Fixed price,,1
,,"Jan 19, 2026","$3,745.00",$0.00,,,Fixed price,,1
,,"Dec 27, 2025","$2,650.00",$0.00,,,Fixed price,,1
,,"Dec 24, 2025","$5,520.00",$0.00,,,Fixed price,,1
,,"Dec 15, 2025","$1,450.00",$12.99,,,Auction,,1
,,"Dec 14, 2025","$1,775.00",$0.00,,,Auction,,1
,,"Dec 11, 2025","$1,213.00",$0.00,,,Auction,,1
,,"Dec 3, 2025","$2,625.00",$0.00,,,Auction,,1
,,"Dec 3, 2025","$2,699.95",$25.00,,,Fixed price,,1
