Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
British Gold Britannia 1/10 oz NGC MS-69,157647411884,2/13/2026,$286.01,Free,Certified,greatcollections,Best Offer,https://www.ebay.com/itm/157647411884
British Gold Britannia 1/10 oz NGC MS-69,191389198121,12/11/2025,$304.64,Free,Certified,silvertowne,Buy It Now,https://www.ebay.com/itm/191389198121
British Gold Britannia 1/10 oz NGC MS-69,353278773840,1/3/2026,$325.44,Free,Certified,silvertowne,Auction,https://www.ebay.com/itm/353278773840
British Gold Britannia 1/10 oz PCGS MS-69,357059309259,1/6/2026,$286.57,Free,Certified,greatcollections,Best Offer,https://www.ebay.com/itm/357059309259
British Gold Britannia 1/10 oz NGC MS-69,107432704265,12/3/2025,$314.82,Free,Certified,boldpreciousmetals,Auction,https://www.ebay.com/itm/107432704265
Great Britain Gold Britannia 1/10 oz .9999 BU,239721037861,11/26/2025,$303.67,Free,Uncirculated,davidlawrence,Auction,https://www.ebay.com/itm/239721037861
Great Britain Gold Britannia 1/10 oz .9999 BU,349376449484,1/22/2026,$281.16,Free,Uncirculated,govmint_official,Buy It Now,https://www.ebay.com/itm/349376449484
Great Britain Gold Britannia 1/10 oz .9999 BU,229397255990,2/15/2026,$298.35,$5.99,Uncirculated,goldhillcoins,Best Offer,https://www.ebay.com/itm/229397255990
Great Britain Gold Britannia 1/10 oz .9999 BU,365389889610,2/2/2026,$287.11,Free,Uncirculated,goldhillcoins,Best Offer,https://www.ebay.com/itm/365389889610
British Gold Britannia 1/10 oz NGC MS-69,356475292077,1/10/2026,$328.67,$5.99,Certified,jmbullion,Buy It Now,https://www.ebay.com/itm/356475292077
Great Britain Gold Britannia 1/10 oz .9999 BU,299921546659,11/23/2025,$275.41,Free,Uncirculated,jmbullion,Buy It Now,https://www.ebay.com/itm/299921546659
Great Britain Gold Britannia 1/10 oz .9999 BU,150952712550,12/20/2025,$277.48,$3.99,Uncirculated,goldeneaglecoin,Buy It Now,https://www.ebay.com/itm/150952712550
Great Britain Gold Britannia 1/10 oz .9999 BU,229771200808,2/2/2026,$283.51,Free,Uncirculated,keydate_coins,Buy It Now,https://www.ebay.com/itm/229771200808
Great Britain Gold Britannia 1/10 oz .9999 BU,371418526973,1/21/2026,$302.28,$3.99,Uncirculated,greatcollections,Buy It Now,https://www.ebay.com/itm/371418526973
Great Britain Gold Britannia 1/10 oz .9999 BU,124847055577,12/9/2025,$300.41,Free,Uncirculated,greatcollections,Buy It Now,https://www.ebay.com/itm/124847055577
Great Britain Gold Britannia 1/10 oz .9999 BU,280588142816,12/1/2025,$293.95,Free,Uncirculated,bullionshark,Buy It Now,https://www.ebay.com/itm/280588142816
