Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2025 Canada Lunar Snake 1/4 oz .9999 Gold Proof,267794534354,2/17/2026,$870.63,Free,Uncirculated,greatcollections,Best Offer,https://www.ebay.com/itm/267794534354
2025 Canada Lunar Snake Gold PCGS PF-69,341177770365,12/19/2025,"$1,037.62",Free,Certified,greatcollections,Best Offer,https://www.ebay.com/itm/341177770365
2025 Canada Lunar Snake Gold PCGS PF-70,322220348262,1/7/2026,"$1,550.92",$5.99,Certified,heritage_auctions_outlet,Best Offer,https://www.ebay.com/itm/322220348262
2025 Canada Lunar Snake 1/4 oz .9999 Gold Proof,230141768267,1/12/2026,$941.65,$5.99,Uncirculated,greatcollections,Buy It Now,https://www.ebay.com/itm/230141768267
2025 Canada Lunar Snake Gold NGC PF-69,311728270953,1/31/2026,"$1,095.84",Free,Certified,mcm_online,Auction,https://www.ebay.com/itm/311728270953
2025 Canada Lunar Snake 1/4 oz .9999 Gold Proof,119275108713,1/1/2026,$862.52,$3.99,Uncirculated,keydate_coins,Buy It Now,https://www.ebay.com/itm/119275108713
2025 Canada Lunar Snake Gold NGC PF-69,126426816657,2/16/2026,"$1,021.24",$3.99,Certified,jmbullion,Best Offer,https://www.ebay.com/itm/126426816657
2025 Canada Lunar Snake Gold NGC PF-69,381762429095,12/30/2025,"$1,034.31",$3.99,Certified,moderncoinmart,Buy It Now,https://www.ebay.com/itm/381762429095
2025 Canada Lunar Snake 1/4 oz .9999 Gold Proof,305166464364,12/14/2025,$806.29,Free,Uncirculated,jmbullion,Best Offer,https://www.ebay.com/itm/305166464364
2025 Canada Lunar Snake Gold PCGS PF-69,100210487166,1/27/2026,"$1,097.29",Free,Certified,jmbullion,Best Offer,https://www.ebay.com/itm/100210487166
2025 Canada Lunar Snake Gold NGC PF-69,197340375921,1/16/2026,$993.40,Free,Certified,apmex,Auction,https://www.ebay.com/itm/197340375921
2025 Canada Lunar Snake 1/4 oz .9999 Gold Proof,149851263184,2/4/2026,$914.90,Free,Uncirculated,goldeneaglecoin,Buy It Now,https://www.ebay.com/itm/149851263184
