Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
Australian Gold Kangaroo 1/4 oz NGC MS-69,159157065404,2/8/2026,"$1,354.70",$4.99,Certified,davidlawrence,Buy It Now,https://www.ebay.com/itm/159157065404
Australian Gold Kangaroo 1/4 oz PCGS MS-69,161149274073,1/14/2026,"$1,362.70",Free,Certified,goldhillcoins,Buy It Now,https://www.ebay.com/itm/161149274073
Australia Gold Kangaroo 1/4 oz .9999 BU,143084900223,2/3/2026,"$1,330.34",$3.99,Uncirculated,davidlawrence,Best Offer,https://www.ebay.com/itm/143084900223
Australia Gold Kangaroo 1/4 oz .9999 BU,398046043896,2/20/2026,"$1,313.01",$4.99,Uncirculated,heritage_auctions_outlet,Auction,https://www.ebay.com/itm/398046043896
Australian Gold Kangaroo 1/4 oz PCGS MS-69,339362628246,1/6/2026,"$1,429.43",Free,Certified,greatcollections,Buy It Now,https://www.ebay.com/itm/339362628246
Australia Gold Kangaroo 1/4 oz .9999 BU,239654700493,2/5/2026,"$1,324.89",Free,Uncirculated,davidlawrence,Buy It Now,https://www.ebay.com/itm/239654700493
Australia Gold Kangaroo 1/4 oz .9999 BU,271815561662,12/1/2025,"$1,326.66",$3.99,Uncirculated,greatcollections,Buy It Now,https://www.ebay.com/itm/271815561662
Australian Gold Kangaroo 1/4 oz NGC MS-69,388914562556,12/29/2025,"$1,432.23",$5.99,Certified,jmbullion,Buy It Now,https://www.ebay.com/itm/388914562556
Australia Gold Kangaroo 1/4 oz .9999 BU,356855621352,12/1/2025,"$1,319.09",$4.99,Uncirculated,jmbullion,Auction,https://www.ebay.com/itm/356855621352
Australian Gold Kangaroo 1/4 oz PCGS MS-70,246752446857,12/23/2025,"$1,574.92",Free,Certified,sdbullion,Auction,https://www.ebay.com/itm/246752446857
Australia Gold Kangaroo 1/4 oz .9999 BU,208009839926,12/13/2025,"$1,397.32",Free,Uncirculated,goldhillcoins,Best Offer,https://www.ebay.com/itm/208009839926
Australian Gold Kangaroo 1/4 oz PCGS MS-69,160461138787,1/7/2026,"$1,370.44",Free,Certified,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/160461138787
Australia Gold Kangaroo 1/4 oz .9999 BU,293175736247,11/30/2025,"$1,359.06",$3.99,Uncirculated,rarecoinwholesalers,Best Offer,https://www.ebay.com/itm/293175736247
Australian Gold Kangaroo 1/4 oz NGC MS-70,141424572876,12/16/2025,"$1,435.18",$3.99,Certified,davidlawrence,Buy It Now,https://www.ebay.com/itm/141424572876
Australia Gold Kangaroo 1/4 oz .9999 BU,294360253437,12/14/2025,"$1,396.83",Free,Uncirculated,silvertowne,Best Offer,https://www.ebay.com/itm/294360253437
Australian Gold Kangaroo 1/4 oz NGC MS-69,278788954891,11/29/2025,"$1,401.97",Free,Certified,boldpreciousmetals,Buy It Now,https://www.ebay.com/itm/278788954891
