Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1990 American Silver Eagle $1 NGC MS69,205336580676,"Jan 27, 2026",$94.09,$3.99,,,Fixed price,https://www.ebay.com/itm/205336580676
1990-S Proof $1 American Silver Eagle NGC PF69UC Brown Label,314672061160,"Mar 28, 2026",$111.53,$0.00,,,Fixed price,https://www.ebay.com/itm/314672061160
1990 $1 American Silver Eagle NGC MS69 Brown Label,315083215829,"Apr 4, 2026",$105.26,$0.00,,,Fixed price,https://www.ebay.com/itm/315083215829
1990 $1 American Silver Eagle 1 oz Brilliant Uncirculated,315532125603,"Mar 13, 2026",$104.63,$0.00,,,Fixed price,https://www.ebay.com/itm/315532125603
PR70 1990-S DCAM American Silver Eagle PCGS Blue Label,363762696502,"Mar 30, 2026",$182.02,$0.00,,,Fixed price,https://www.ebay.com/itm/363762696502
1990-S Proof American Silver Eagle Dollar $1 Box & COA US Mint Bullion OGP,146470015279,"Mar 9, 2026",$121.03,$0.00,,,Fixed price,https://www.ebay.com/itm/146470015279
"1990-S Proof $1 American Silver Eagle Box, OGP & COA",175720721510,"Jan 6, 2026",$89.77,$0.00,,,Fixed price,https://www.ebay.com/itm/175720721510
1990-S American Silver Eagle Proof Coin 1 Oz,127406857097,"Feb 27, 2026",$107.59,$0.00,,,Fixed price,https://www.ebay.com/itm/127406857097
1990 American Silver Eagle 1 oz .999 Brilliant Uncirculated,205459447971,"Dec 21, 2025",$64.23,$3.99,,,Fixed price,https://www.ebay.com/itm/205459447971
1990-S (PF70 Ultra Cameo) Proof American Silver Eagle $1 ASE NGC,177516289429,"Jan 28, 2026",$187.16,$0.00,,,Fixed price,https://www.ebay.com/itm/177516289429
1990 American Silver Eagle .999 Fine Silver 1 oz BU • L👀K • FAST SHIPPING☮,297880595639,"Jan 6, 2026",$84.97,$5.71,,,Fixed price,https://www.ebay.com/itm/297880595639
1990-S American Silver Eagle 1 Oz PF70 UCAM NGC Brown Label,363478839684,"Apr 3, 2026",$207.12,$0.00,,,Fixed price,https://www.ebay.com/itm/363478839684
1990 Unc American Silver Eagle 1 Troy Oz .999 Fine Silver,362735682011,"Jan 28, 2026",$74.53,$0.00,,,Fixed price,https://www.ebay.com/itm/362735682011
1990 American Silver Eagle Coin - NGC MS69,376268420301,"Mar 27, 2026",$105.19,$0.00,,,Fixed price,https://www.ebay.com/itm/376268420301
1990 S American Silver Eagle Choice Proof Bullion $1 Coin OGP COA,365978733257,"Apr 8, 2026",$108.54,$0.00,,,Fixed price,https://www.ebay.com/itm/365978733257
1990-S $1 1-oz Proof American Silver Eagle NGC PF69UC Brown Label,145651484214,"Mar 8, 2026",$114.20,$0.00,,,Fixed price,https://www.ebay.com/itm/145651484214
1990 American Silver Eagle .999 Fine Silver 1 oz BU • L👀K • FAST SHIPPING✡,297880591178,"Jan 25, 2026",$87.43,$7.87,,,Fixed price,https://www.ebay.com/itm/297880591178
1990 American Silver Eagle Mint State 9.9 NGC X NGCX,126939894648,"Jan 21, 2026",$80.90,$0.00,,,Fixed price,https://www.ebay.com/itm/126939894648
1990 American Silver Eagle Coin - 1 Troy oz .999 Fine - Gem BU in Capsule,205812776453,"Mar 21, 2026",$73.29,$0.00,,,Fixed price,https://www.ebay.com/itm/205812776453
1990-S American Silver Eagle Dollar PR69DCAM PCGS Proof 69 Deep Cameo,293196717891,"Mar 15, 2026",$125.21,$0.00,,,Fixed price,https://www.ebay.com/itm/293196717891
1990 $1 American Silver Eagle PCGS MS 69 | Uncirculated UNC BU,304570226942,"Feb 1, 2026",$120.24,$0.00,,,Fixed price,https://www.ebay.com/itm/304570226942
1990 $1 1-oz American Silver Eagle NGC MS69 Brown Label,135181936792,"Apr 6, 2026",$104.39,$0.00,,,Fixed price,https://www.ebay.com/itm/135181936792
1990-S Proof $1 American Silver Eagle NGC PF70UC Brown Label,204092338851,"Mar 3, 2026",$207.57,$0.00,,,Fixed price,https://www.ebay.com/itm/204092338851
1990 $1 American Silver Eagle CAC MS 69 | CAC Graded | UNC BU,306030664471,"Dec 27, 2025",$82.55,$0.00,,,Fixed price,https://www.ebay.com/itm/306030664471
1990 American Silver Eagle MS70 ICG - Austin Hutto Signed,136703834868,"Jan 29, 2026",$590.83,$0.00,,,Fixed price,https://www.ebay.com/itm/136703834868
,,"Dec 3, 2025",$63.78,$5.94,,,Fixed price,
1990 $1 American Silver Eagle 1oz Silver 20 Coins Roll BU Tube,227116461005,"Jan 26, 2026","$2,008.29",$0.00,,,Fixed price,https://www.ebay.com/itm/227116461005
,,"Dec 26, 2025",$77.35,$0.00,,,Fixed price,
1990 American Silver Eagle .999 Fine Silver 1 oz BU • L👀K • FREE SHIPPING,297887944993,"Jan 5, 2026",$84.97,$0.00,,,Fixed price,https://www.ebay.com/itm/297887944993
1990 American Silver Eagle .999 Fine Silver 1 oz BU • L👀K • FAST SHIPPING✝,297887946355,"Jan 9, 2026",$84.97,$5.54,,,Fixed price,https://www.ebay.com/itm/297887946355
1990 American Silver Eagle .999 Fine Silver 1 oz BU • L👀K • FAST SHIPPING✔,297898071736,"Jan 22, 2026",$89.09,$9.52,,,Fixed price,https://www.ebay.com/itm/297898071736
1990-S American Silver Eagle PR69 DCAM PCGS Blue Label,365896092078,"Jan 26, 2026",$106.38,$0.00,,,Fixed price,https://www.ebay.com/itm/365896092078
1990 American Silver Eagle BU PCGS Blue Label,135149530466,"Dec 17, 2025",$68.09,$0.00,,,Fixed price,https://www.ebay.com/itm/135149530466
1990 American Silver Eagle $1 NGC MS 69 Early Production,286549254257,"Mar 18, 2026",$132.49,$0.00,,,Fixed price,https://www.ebay.com/itm/286549254257
1990 S Proof Silver Eagle PCGS PR 69 DCAM | ASE,304064161355,"Jan 13, 2026",$94.95,$0.00,,,Fixed price,https://www.ebay.com/itm/304064161355
1990 Proof American Silver Eagle – 1 oz Silver Coin in OGP,306368826574,"Jan 8, 2026",$98.84,$32.05,,,Fixed price,https://www.ebay.com/itm/306368826574
1990-S American Silver Eagle PROOF 1 Oz Silver - Coin & Box & COA,127406884308,"Jan 1, 2026",$91.62,$0.00,,,Fixed price,https://www.ebay.com/itm/127406884308
"1990 NGC MS69 Silver Eagle, Struck in 1989 Early Production",157596887450,"Jan 21, 2026",$108.88,$5.53,,,Fixed price,https://www.ebay.com/itm/157596887450
,,"Dec 24, 2025",$70.21,$4.75,,,Fixed price,
,,"Nov 1, 2025",$88.41,$5.36,,,Fixed price,
,,"Nov 1, 2025",$123.77,$0.00,,,Fixed price,
1990 American Silver Eagle .999 Fine Silver 1 oz BU • L👀K • FAST SHIPPING • ✔👍,297898168942,"Jan 9, 2026",$84.97,$5.76,,,Fixed price,https://www.ebay.com/itm/297898168942
Tube of 20 - 1990 American Silver Eagle Coin - NGC Gem Uncirculated,305160136543,"Dec 12, 2025","$1,364.42",$0.00,,,Fixed price,https://www.ebay.com/itm/305160136543
1990 S S$1 Proof Silver American Eagle Dollar NGC Graded PF 69 Ultra Cameo,306551734147,"Nov 30, 2025",$86.00,$0.00,,,Fixed price,https://www.ebay.com/itm/306551734147
,,"Dec 21, 2025",$72.09,$0.00,,,Fixed price,
1990 $1 American Silver Eagle 1oz .999 Fine Silver BU,326898973918,"Jan 13, 2026",$91.76,$0.00,,,Fixed price,https://www.ebay.com/itm/326898973918
1990 American Silver Eagle $1 NGC MS69,205336580676,"Jan 27, 2026",$94.38,$3.99,,,Fixed price,https://www.ebay.com/itm/205336580676
1990 $1 American Silver Eagle NGC MS69 Brown Label,315083215829,"Apr 11, 2026",$105.15,$0.00,,,Fixed price,https://www.ebay.com/itm/315083215829
1990 American Silver Eagle 1 oz .999 Brilliant Uncirculated,205459447971,"Dec 21, 2025",$65.85,$3.99,,,Fixed price,https://www.ebay.com/itm/205459447971
1990 S American Silver Eagle Choice Proof Bullion $1 Coin OGP COA,365978733257,"Apr 11, 2026",$107.95,$0.00,,,Fixed price,https://www.ebay.com/itm/365978733257
1990 American Silver Eagle Coin - NGC MS69,376268420301,"Apr 8, 2026",$104.66,$0.00,,,Fixed price,https://www.ebay.com/itm/376268420301
1990-S American Proof Silver Eagle Mint Issued COA (NO Coin),326151449863,"Apr 3, 2026",$3.99,$3.87,,,Fixed price,https://www.ebay.com/itm/326151449863
1990-S American Silver Eagle 1 Oz PF70 UCAM NGC Brown Label,363478839684,"Apr 3, 2026",$205.64,$0.00,,,Fixed price,https://www.ebay.com/itm/363478839684
1990 Unc American Silver Eagle 1 Troy Oz .999 Fine Silver,362735682011,"Jan 28, 2026",$76.09,$0.00,,,Fixed price,https://www.ebay.com/itm/362735682011
1990-S American Silver Eagle Dollar PR69DCAM PCGS Proof 69 Deep Cameo,293196717891,"Apr 9, 2026",$124.72,$0.00,,,Fixed price,https://www.ebay.com/itm/293196717891
1990-S American Proof Silver Eagle-Mint Issued Presentation Box & COA (NO Coin),325341824739,"Apr 4, 2026",$9.79,$0.00,,,Fixed price,https://www.ebay.com/itm/325341824739
1990 ASE AMERICAN SILVER EAGLE Proof Dollar Box & COA NO Coin,115643755823,"Feb 14, 2026",$5.95,$6.12,,,Fixed price,https://www.ebay.com/itm/115643755823
1990 American Silver Eagle BU PCGS Blue Label,135149530466,"Dec 17, 2025",$68.63,$0.00,,,Fixed price,https://www.ebay.com/itm/135149530466
1990 Proof $1 American Silver Eagle Box & COA | No Coin,274722499957,"Oct 25, 2025",$4.09,$15.62,,,Fixed price,https://www.ebay.com/itm/274722499957
1990 American Silver Eagle $1 NGC MS69,205336580676,"Jan 27, 2026",$94.88,$3.99,,,Fixed price,https://www.ebay.com/itm/205336580676,116
1990 $1 1-oz American Silver Eagle NGC MS69 Brown Label,135181936792,"Apr 11, 2026",$104.01,$0.00,,,Fixed price,https://www.ebay.com/itm/135181936792,8
1990 American Silver Eagle Mint State 9.9 NGC X NGCX,126939894648,"Jan 21, 2026",$82.74,$0.00,,,Fixed price,https://www.ebay.com/itm/126939894648,7
(1) 1990 1oz BU ASE American Silver Eagle $1 Dollar MS/Uncirculated Bullion Coin,334682935339,"Dec 6, 2025",$67.22,$0.00,,,Fixed price,https://www.ebay.com/itm/334682935339,4
1990 American Silver Eagle BU NGC Brown Label,365928612504,"Nov 5, 2025",$67.32,$0.00,,,Fixed price,https://www.ebay.com/itm/365928612504,3
1990-S Proof American Silver Eagle - Coin & Capsule,376912389782,"Jan 30, 2026",$98.59,$0.00,,,Fixed price,https://www.ebay.com/itm/376912389782,3
,,"Dec 12, 2025",$69.95,$0.00,,,Fixed price,,3
1990-S 1 oz Proof American Silver Eagle (w/Box & COA),122771613891,"Dec 19, 2025",$102.82,$49.99,,,Fixed price,https://www.ebay.com/itm/122771613891,3
1990 - 1 oz American Silver Eagle Coin - One Troy oz .999 Bullion,131408848599,"Dec 10, 2025",$65.95,$0.00,,,Fixed price,https://www.ebay.com/itm/131408848599,2
1990-S American Silver Eagle PR70 DCAM ICG,135434524694,"Nov 30, 2025",$121.00,$0.00,,,Fixed price,https://www.ebay.com/itm/135434524694,2
"1990-S Proof $1 American Silver Eagle in Box, COA Gorgeous Coin 011807",157620172199,"Jan 27, 2026",$119.95,$7.83,,,Fixed price,https://www.ebay.com/itm/157620172199,2
1990 American Silver Eagle $1 NGC MS 69 Early Production,157652436184,"Feb 6, 2026",$124.95,$8.23,,,Fixed price,https://www.ebay.com/itm/157652436184,2
,,"Oct 25, 2025",$69.99,$4.50,,,Fixed price,,2
,,"Oct 16, 2025",$65.00,$6.00,,,Fixed price,,2
,,"Dec 18, 2025",$75.67,$6.23,,,Fixed price,,3
1990 PF70 CAM ELIZ JONES,227267047182,"Mar 21, 2026",$159.00,$5.20,,,Fixed price,https://www.ebay.com/itm/227267047182,2
"1990 $1 American Silver Eagle 1 Oz .999 Silver, Bright White With Luster",236550107333,"Jan 14, 2026",$97.60,$0.00,,,Fixed price,https://www.ebay.com/itm/236550107333,2
,,"Jan 12, 2026",$90.24,$0.00,,,Fixed price,,2
1990 Proof $1 American Silver Eagle Box & COA | No Coin,274722499957,"Oct 25, 2025",$4.00,$19.45,,,Fixed price,https://www.ebay.com/itm/274722499957,29
1990 AMERICAN SILVER EAGLE 1 OZ. PURE FINE SILVER 999 BULLION COIN / BU-UNC,277630591305,"Jan 18, 2026",$102.25,$0.00,,,Fixed price,https://www.ebay.com/itm/277630591305,4
1990-S American Silver Eagle Dollar PR70DCAM PCGS Proof 70 Deep Cameo,295943772523,"Mar 12, 2026",$204.75,$0.00,,,Fixed price,https://www.ebay.com/itm/295943772523,2
,,"Nov 20, 2025",$69.60,$0.00,,,Fixed price,,5
1990 American Silver Eagle .999 Fine Silver 1 oz BU • L👀K • FAST SHIPPING,297898162313,"Jan 8, 2026",$84.97,$5.65,,,Fixed price,https://www.ebay.com/itm/297898162313,2
Lot of 10 - 1990 $1 American Silver Eagle 1 oz BU,315532125610,"Jan 17, 2026","$1,000.50",$0.00,,,Fixed price,https://www.ebay.com/itm/315532125610,2
United States Mint Silver American Eagle One Dollar Coin 1990 Proof,326615282237,"Jan 19, 2026",$95.00,$12.00,,,Fixed price,https://www.ebay.com/itm/326615282237,2
1990 S PROOF SILVER EAGLE PCGS PR70 DCAM BLUE LABEL,336148097239,"Mar 5, 2026",$214.95,$4.84,,,Fixed price,https://www.ebay.com/itm/336148097239,2
Roll of 1990 American Silver Eagle ASE .999 Fine Silver 1 Troy Oz BU,336391039188,"Jan 16, 2026","$1,912.50",$15.00,,,Fixed price,https://www.ebay.com/itm/336391039188,2
1990-S Proof American Silver Eagle w/ Box & COA,336452562036,"Mar 15, 2026",$124.78,$0.00,,,Fixed price,https://www.ebay.com/itm/336452562036,2
,,"Nov 1, 2025",$71.00,$0.00,,,Fixed price,,2
,,"Nov 28, 2025",$118.33,$6.81,,,Fixed price,,3
1990 American Silver Eagle Dollar MS69 NGC Mint State 69,365268538454,"Dec 17, 2025",$74.08,$0.00,,,Fixed price,https://www.ebay.com/itm/365268538454,6
1990-S American Silver Eagle PF69 UCAM NGC Brown Label,365896092359,"Jan 23, 2026",$119.95,$0.00,,,Fixed price,https://www.ebay.com/itm/365896092359,2
1990 American Silver Eagle NGC MS-69 Early Production From Sealed US Mint Box,376232458698,"Feb 7, 2026",$125.00,$0.00,,,Fixed price,https://www.ebay.com/itm/376232458698,2
1990-S Proof American Silver Eagle w/ Box & COA,376912356113,"Jan 30, 2026",$109.02,$0.00,,,Fixed price,https://www.ebay.com/itm/376912356113,2
1986-S Proof American Silver Eagle w/ Box & COA,376912409554,"Jan 30, 2026",$135.93,$0.00,,,Fixed price,https://www.ebay.com/itm/376912409554,2
,,"Oct 24, 2025",$55.49,$5.48,,,Fixed price,,5
,,"Nov 12, 2025",$67.49,$5.09,,,Fixed price,,2
,,"Dec 14, 2025",$65.01,$5.97,,,Fixed price,,6
,,"Dec 16, 2025",$69.65,$0.00,,,Fixed price,,4
AMERICAN EAGLE 1 TROY OZ PROOF .999 SILVER ONE DOLLAR COIN 1990-S W/ CERTIFICATE,115192578839,"Jan 17, 2026",$98.00,$8.95,,,Fixed price,https://www.ebay.com/itm/115192578839,1
,,"Dec 29, 2025",$174.00,$4.50,,,Fixed price,,1
,,"Nov 6, 2025",$140.00,$4.50,,,Fixed price,,1
1990-S American Silver Eagle Dollar NGC PF 69 Ultra Cameo (802),116411241934,"Jan 14, 2026",$95.00,$5.50,,,Fixed price,https://www.ebay.com/itm/116411241934,1
,,"Nov 29, 2025",$63.00,$8.35,,,Fixed price,,1
1990 NGC MS69 American Silver Eagle 6560656-051,116811627504,"Jan 22, 2026",$110.00,$5.45,,,Fixed price,https://www.ebay.com/itm/116811627504,1
1990 NGC MS69 American Silver Eagle 65956696-059,116811636909,"Jan 22, 2026",$110.00,$5.45,,,Fixed price,https://www.ebay.com/itm/116811636909,1
,,"Nov 10, 2025",$72.00,$0.00,,,Fixed price,,1
,,"Nov 16, 2025",$73.00,$0.00,,,Fixed price,,1
,,"Oct 16, 2025",$53.00,$8.00,,,Auction,,1
,,"Oct 16, 2025",$55.00,$1.79,,,Auction,,1
,,"Oct 16, 2025",$50.00,$1.65,,,Auction,,1
,,"Oct 23, 2025",$62.00,$7.50,,,Auction,,1
,,"Oct 21, 2025",$55.00,$6.00,,,Fixed price,,1
,,"Dec 11, 2025",$55.00,$4.56,,,Fixed price,,1
,,"Nov 9, 2025",$61.70,$0.00,,,Fixed price,,1
1990 S American Silver Eagle PR69 Deep Cameo PCGS,116851335286,"Jan 20, 2026",$107.49,$4.95,,,Fixed price,https://www.ebay.com/itm/116851335286,1
,,"Nov 11, 2025",$140.00,$0.00,,,Fixed price,,1
,,"Dec 1, 2025",$79.95,$0.00,,,Fixed price,,1
,,"Dec 23, 2025",$75.95,$0.00,,,Fixed price,,1
,,"Nov 11, 2025",$175.00,$4.50,,,Fixed price,,1
,,"Dec 29, 2025",$175.00,$4.50,,,Fixed price,,1
,,"Dec 17, 2025",$199.99,$0.00,,,Fixed price,,1
,,"Nov 28, 2025",$60.00,$0.00,,,Fixed price,,1
,,"Dec 10, 2025",$61.26,$0.00,,,Auction,,1
,,"Dec 30, 2025",$90.00,$4.95,,,Fixed price,,1
,,"Dec 27, 2025",$160.52,$4.99,,,Auction,,1
,,"Jan 10, 2026",$14.00,$4.00,,,Fixed price,,1
1990 S PROOF SILVER EAGLE NGC PF70 ULTRA CAMEO THOMAS URAM SIGNED FLAG LABEL,116942200191,"Mar 2, 2026",$250.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116942200191,1
1992 American Silver Eagle 1 Troy OZ & 1990 P UNCIRCULATED BANK SET W/COA SET,116944403656,"Jan 18, 2026",$75.00,$12.10,,,Fixed price,https://www.ebay.com/itm/116944403656,1
Marvel Comics Presents #50 NM 9.4 1990 Erik Larsen Cover,116949234541,"Jan 16, 2026",$11.21,$0.49,,,Fixed price,https://www.ebay.com/itm/116949234541,1
1990 $1 American Silver Eagle NGC MS69 Brown Label,116955927841,"Jan 25, 2026",$119.99,$5.27,,,Fixed price,https://www.ebay.com/itm/116955927841,1
,,"Jan 6, 2026",$81.00,$3.00,,,Auction,,1
1990 American Silver Eagle First Strike MS 68 PCGS Flag Label Key Date,116961202425,"Jan 29, 2026",$249.99,$15.05,,,Fixed price,https://www.ebay.com/itm/116961202425,1
,,"Jan 11, 2026","$1,750.00",$0.00,,,Fixed price,,1
1990 Silver American Eagle $1 - BU - Brilliant Uncirculated - In Capsule,116985157858,"Jan 24, 2026",$100.00,$5.00,,,Fixed price,https://www.ebay.com/itm/116985157858,1
(5) American Silver Eagles 1990 - 1994,116986714399,"Jan 16, 2026",$465.00,$6.05,,,Fixed price,https://www.ebay.com/itm/116986714399,1
1990 American Silver Eagle US Mint $1 Coin 1 oz .999,116986784624,"Jan 23, 2026",$99.99,$8.75,,,Auction,https://www.ebay.com/itm/116986784624,1
1990-S American Silver Eagle Mirror Proof 1 Oz Silver with original box and COA,117002787457,"Jan 31, 2026",$112.50,$0.00,,,Auction,https://www.ebay.com/itm/117002787457,1
1990 $1 American Silver Eagle ANACS MS69 Silver Dollar .999 Fine Silver 1oz.,117003043212,"Jan 28, 2026",$115.00,$5.29,,,Fixed price,https://www.ebay.com/itm/117003043212,1
1990 1 oz American Silver Eagle (Abrasions),117005733389,"Jan 29, 2026",$130.82,$0.00,,,Fixed price,https://www.ebay.com/itm/117005733389,1
1990 American Silver Eagle 1 Troy Oz Proof Boxes & Paper,117015897479,"Feb 3, 2026",$102.50,$7.70,,,Auction,https://www.ebay.com/itm/117015897479,1
1990 WALKING LIBERTY SILVER EAGLE .999 FINE SILVER DOLLAR COIN 1oz WAS IN FIRE,117016027583,"Feb 2, 2026",$85.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117016027583,1
1990-S American Silver Eagle -NGC PF-69 - Proof 69,117019295952,"Feb 27, 2026",$139.00,$4.50,,,Fixed price,https://www.ebay.com/itm/117019295952,1
1990 Silver eagle,117021538821,"Feb 12, 2026",$86.02,$11.00,,,Auction,https://www.ebay.com/itm/117021538821,1
1990-S Proof American Silver Eagle Dollar $1 Box & COA US Mint Bullion OGP,117026882635,"Feb 15, 2026",$110.01,$4.99,,,Auction,https://www.ebay.com/itm/117026882635,1
1990-S Proof American Silver Eagle Dollar $1 Box & COA US Mint Bullion OGP,117026994975,"Feb 15, 2026",$105.00,$4.99,,,Auction,https://www.ebay.com/itm/117026994975,1
1990-S American Silver Eagle Dollar Proof $1 1 oz .999 Fine Silver OGP and COA,117030618683,"Feb 19, 2026",$120.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117030618683,1
