Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2016 Canada $10 Year of the Monkey 1/2 oz .9999 Silver Proof,143697919677,1/23/2026,$83.53,$4.99,Uncirculated,keydate_coins,Best Offer,https://www.ebay.com/itm/143697919677
2016 Canada Lunar Monkey Silver NGC PF-69,375843221320,12/22/2025,$121.95,Free,Certified,bullionshark,Buy It Now,https://www.ebay.com/itm/375843221320
2016 Canada Lunar Monkey Silver NGC PF-69,190547878153,2/23/2026,$130.37,Free,Certified,davidlawrence,Best Offer,https://www.ebay.com/itm/190547878153
2016 Canada $10 Year of the Monkey 1/2 oz .9999 Silver Proof,211246294882,12/24/2025,$71.03,Free,Uncirculated,davidlawrence,Best Offer,https://www.ebay.com/itm/211246294882
2016 Canada Lunar Monkey Silver PCGS PF-69,162335845188,2/15/2026,$118.84,Free,Certified,moderncoinmart,Best Offer,https://www.ebay.com/itm/162335845188
2016 Canada $10 Year of the Monkey 1/2 oz .9999 Silver Proof,386493554919,12/16/2025,$79.65,$4.99,Uncirculated,legend_numismatics,Buy It Now,https://www.ebay.com/itm/386493554919
2016 Canada $10 Year of the Monkey 1/2 oz .9999 Silver Proof,152411881915,2/2/2026,$71.47,$4.99,Uncirculated,mcm_online,Buy It Now,https://www.ebay.com/itm/152411881915
2016 Canada $10 Year of the Monkey 1/2 oz .9999 Silver Proof,390809421044,12/19/2025,$73.43,Free,Uncirculated,greatcollections,Buy It Now,https://www.ebay.com/itm/390809421044
2016 Canada Lunar Monkey Silver PCGS PF-69,390933364049,12/17/2025,$119.69,Free,Certified,heritage_auctions_outlet,Buy It Now,https://www.ebay.com/itm/390933364049
2016 Canada $10 Year of the Monkey 1/2 oz .9999 Silver Proof,104235569539,1/1/2026,$69.01,Free,Uncirculated,govmint_official,Buy It Now,https://www.ebay.com/itm/104235569539
2016 Canada $10 Year of the Monkey 1/2 oz .9999 Silver Proof,198886725034,12/18/2025,$74.24,Free,Uncirculated,rarecoinwholesalers,Auction,https://www.ebay.com/itm/198886725034
2016 Canada Lunar Monkey Silver PCGS PF-69,293391030930,2/26/2026,$117.90,Free,Certified,sdbullion,Buy It Now,https://www.ebay.com/itm/293391030930
2016 Canada Lunar Monkey Silver NGC PF-70,224923170606,2/3/2026,$146.84,Free,Certified,sdbullion,Auction,https://www.ebay.com/itm/224923170606
2016 Canada Lunar Monkey Silver PCGS PF-70,297737464943,12/27/2025,$177.50,Free,Certified,sdbullion,Buy It Now,https://www.ebay.com/itm/297737464943
