Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2025 Lunar III Snake 1/4 oz Gold NGC MS-69,310015596533,12/6/2025,$825.79,Free,Certified,legend_numismatics,Buy It Now,https://www.ebay.com/itm/310015596533
2025 Australia Lunar III Snake 1/4 oz Gold BU,223213222534,1/6/2026,$890.68,Free,Uncirculated,legend_numismatics,Buy It Now,https://www.ebay.com/itm/223213222534
2025 Lunar III Snake 1/4 oz Gold PCGS MS-69,174087973395,12/5/2025,$872.78,$4.99,Certified,keydate_coins,Buy It Now,https://www.ebay.com/itm/174087973395
2025 Lunar III Snake 1/4 oz Gold NGC MS-69,183556214236,1/28/2026,$959.69,$5.99,Certified,boldpreciousmetals,Best Offer,https://www.ebay.com/itm/183556214236
2025 Lunar III Snake 1/4 oz Gold NGC MS-69,139139018814,11/23/2025,$828.58,Free,Certified,moderncoinmart,Best Offer,https://www.ebay.com/itm/139139018814
2025 Lunar III Snake 1/4 oz Gold NGC MS-69,309271089707,1/1/2026,$913.54,Free,Certified,liberty_coin,Buy It Now,https://www.ebay.com/itm/309271089707
2025 Lunar III Snake 1/4 oz Gold PCGS MS-69,203309877017,2/15/2026,$869.15,Free,Certified,silvertowne,Best Offer,https://www.ebay.com/itm/203309877017
2025 Lunar III Snake 1/4 oz Gold NGC MS-69,305234685739,2/15/2026,$844.94,Free,Certified,davidlawrence,Best Offer,https://www.ebay.com/itm/305234685739
2025 Lunar III Snake 1/4 oz Gold NGC MS-70,103836718269,1/14/2026,"$1,053.39",$5.99,Certified,heritage_auctions_outlet,Buy It Now,https://www.ebay.com/itm/103836718269
2025 Lunar III Snake 1/4 oz Gold NGC MS-69,288476026017,1/28/2026,$903.86,Free,Certified,apmex,Buy It Now,https://www.ebay.com/itm/288476026017
2025 Australia Lunar III Snake 1/4 oz Gold BU,198713594767,12/24/2025,$852.57,Free,Uncirculated,silvertowne,Buy It Now,https://www.ebay.com/itm/198713594767
2025 Australia Lunar III Snake 1/4 oz Gold BU,164177871898,12/3/2025,$877.48,Free,Uncirculated,apmex,Best Offer,https://www.ebay.com/itm/164177871898
2025 Australia Lunar III Snake 1/4 oz Gold BU,172039369072,1/27/2026,$867.20,Free,Uncirculated,mcm_online,Buy It Now,https://www.ebay.com/itm/172039369072
2025 Australia Lunar III Snake 1/4 oz Gold BU,351530161893,2/8/2026,$848.38,$4.99,Uncirculated,mcm_online,Buy It Now,https://www.ebay.com/itm/351530161893
