Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2024 Lunar III Dragon 1 oz Gold NGC MS-69,129603308144,2/15/2026,"$3,284.42",Free,Certified,mcm_online,Auction,https://www.ebay.com/itm/129603308144
2024 Australia Lunar III Dragon 1 oz Gold BU,319609468469,2/7/2026,"$2,908.23",Free,Uncirculated,liberty_coin,Auction,https://www.ebay.com/itm/319609468469
2024 Lunar III Dragon Gold PCGS MS-70,222420446253,12/20/2025,"$3,489.01",$5.99,Certified,goldeneaglecoin,Best Offer,https://www.ebay.com/itm/222420446253
2024 Lunar III Dragon 1 oz Gold NGC MS-69,332297308508,12/1/2025,"$3,237.24",Free,Certified,greatcollections,Auction,https://www.ebay.com/itm/332297308508
2024 Australia Lunar III Dragon 1 oz Gold BU,302957316082,12/13/2025,"$2,918.88",$4.99,Uncirculated,keydate_coins,Buy It Now,https://www.ebay.com/itm/302957316082
2024 Australia Lunar III Dragon 1 oz Gold BU,198448116522,12/4/2025,"$2,818.08",$5.99,Uncirculated,boldpreciousmetals,Buy It Now,https://www.ebay.com/itm/198448116522
2024 Australia Lunar III Dragon 1 oz Gold BU,367781770161,1/6/2026,"$3,016.80",$5.99,Uncirculated,legend_numismatics,Best Offer,https://www.ebay.com/itm/367781770161
2024 Lunar III Dragon 1 oz Gold NGC MS-69,387314432508,2/14/2026,"$3,145.34",Free,Certified,davidlawrence,Buy It Now,https://www.ebay.com/itm/387314432508
2024 Australia Lunar III Dragon 1 oz Gold BU,340834139309,2/5/2026,"$2,844.34",Free,Uncirculated,govmint_official,Best Offer,https://www.ebay.com/itm/340834139309
2024 Australia Lunar III Dragon 1 oz Gold BU,360168671084,11/28/2025,"$3,020.89",$3.99,Uncirculated,silvertowne,Best Offer,https://www.ebay.com/itm/360168671084
2024 Australia Lunar III Dragon 1 oz Gold BU,262141090449,12/9/2025,"$2,788.18",Free,Uncirculated,apmex,Buy It Now,https://www.ebay.com/itm/262141090449
2024 Australia Lunar III Dragon 1 oz Gold BU,148269355511,1/26/2026,"$2,956.72",$5.99,Uncirculated,pinehurst_coins,Best Offer,https://www.ebay.com/itm/148269355511
2024 Lunar III Dragon Gold NGC MS-70,335357390013,2/11/2026,"$4,462.39",Free,Certified,mcm_online,Auction,https://www.ebay.com/itm/335357390013
2024 Australia Lunar III Dragon 1 oz Gold BU,139289583587,12/1/2025,"$3,017.84",Free,Uncirculated,bullionshark,Best Offer,https://www.ebay.com/itm/139289583587
2024 Lunar III Dragon 1 oz Gold PCGS MS-69,212893342939,11/27/2025,"$2,946.57",Free,Certified,boldpreciousmetals,Auction,https://www.ebay.com/itm/212893342939
2024 Australia Lunar III Dragon 1 oz Gold BU,208359174405,1/26/2026,"$2,853.90",Free,Uncirculated,apmex,Auction,https://www.ebay.com/itm/208359174405
2024 Lunar III Dragon Gold NGC MS-70,139371575929,2/16/2026,"$3,895.99",Free,Certified,keydate_coins,Buy It Now,https://www.ebay.com/itm/139371575929
2024 Lunar III Dragon 1 oz Gold PCGS MS-69,117570399829,11/26/2025,"$3,244.23",Free,Certified,jmbullion,Buy It Now,https://www.ebay.com/itm/117570399829
2024 Lunar III Dragon 1 oz Gold NGC MS-69,151583461339,1/26/2026,"$3,023.38",Free,Certified,sdbullion,Buy It Now,https://www.ebay.com/itm/151583461339
2024 Lunar III Dragon Gold NGC MS-70,351863994541,11/29/2025,"$4,213.81",$4.99,Certified,goldeneaglecoin,Buy It Now,https://www.ebay.com/itm/351863994541
