Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2003 Perth Mint Lunar Goat 1 oz .999 Silver,315782780707,2/17/2026,$172.28,Free,Uncirculated,boldpreciousmetals,Buy It Now,https://www.ebay.com/itm/315782780707
2003 Perth Mint Lunar Goat 1 oz .999 Silver,384662621774,2/3/2026,$174.34,Free,Uncirculated,rarecoinwholesalers,Auction,https://www.ebay.com/itm/384662621774
2003 Australia Lunar Series I Year of the Goat 1 oz Silver BU,384289836296,2/19/2026,$152.82,Free,Uncirculated,moderncoinmart,Auction,https://www.ebay.com/itm/384289836296
2003 Australia Lunar Series I Year of the Goat 1 oz Silver BU,195801683180,1/18/2026,$185.18,$3.99,Uncirculated,keydate_coins,Buy It Now,https://www.ebay.com/itm/195801683180
2003 Australian Lunar Goat Silver NGC MS-70,301695347430,1/11/2026,$431.54,Free,Certified,legend_numismatics,Auction,https://www.ebay.com/itm/301695347430
2003 Perth Mint Lunar Goat 1 oz .999 Silver,331353626391,2/24/2026,$161.79,Free,Uncirculated,greatcollections,Buy It Now,https://www.ebay.com/itm/331353626391
2003 Australia Lunar I Goat 1 oz Silver NGC MS-69,101222123700,12/10/2025,$229.13,Free,Certified,keydate_coins,Buy It Now,https://www.ebay.com/itm/101222123700
2003 Australia Lunar I Goat 1 oz Silver NGC MS-69,137455835090,1/28/2026,$254.61,Free,Certified,silvertowne,Auction,https://www.ebay.com/itm/137455835090
2003 Australia Lunar Series I Year of the Goat 1 oz Silver BU,282746356885,2/28/2026,$195.65,Free,Uncirculated,liberty_coin,Auction,https://www.ebay.com/itm/282746356885
2003 Australia Lunar Series I Year of the Goat 1 oz Silver BU,111611070394,1/7/2026,$143.97,Free,Uncirculated,pinehurst_coins,Buy It Now,https://www.ebay.com/itm/111611070394
2003 Australian Lunar Goat Silver NGC MS-70,277663689035,1/19/2026,$288.40,$5.99,Certified,goldeneaglecoin,Buy It Now,https://www.ebay.com/itm/277663689035
2003 Australia Lunar Series I Year of the Goat 1 oz Silver BU,297575414924,12/18/2025,$148.04,Free,Uncirculated,liberty_coin,Buy It Now,https://www.ebay.com/itm/297575414924
2003 Perth Mint Lunar Goat 1 oz .999 Silver,250343081296,1/20/2026,$167.79,Free,Uncirculated,silvertowne,Auction,https://www.ebay.com/itm/250343081296
2003 Perth Mint Lunar Goat 1 oz .999 Silver,211909977219,12/31/2025,$159.51,Free,Uncirculated,govmint_official,Auction,https://www.ebay.com/itm/211909977219
2003 Australian Lunar Goat Silver PCGS MS-70,397877910339,12/21/2025,$364.27,Free,Certified,apmex,Buy It Now,https://www.ebay.com/itm/397877910339
2003 Perth Mint Lunar Goat 1 oz .999 Silver,138983842620,1/31/2026,$142.24,Free,Uncirculated,mcm_online,Best Offer,https://www.ebay.com/itm/138983842620
2003 Perth Mint Lunar Goat 1 oz .999 Silver,279623244345,12/4/2025,$185.90,$3.99,Uncirculated,keydate_coins,Buy It Now,https://www.ebay.com/itm/279623244345
2003 Australia Lunar Series I Year of the Goat 1 oz Silver BU,371175605721,2/24/2026,$148.48,Free,Uncirculated,boldpreciousmetals,Buy It Now,https://www.ebay.com/itm/371175605721
