Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2021 Canada $10 Year of the Ox 1/2 oz .9999 Silver Proof,294425524301,12/26/2025,$70.81,Free,Uncirculated,jmbullion,Buy It Now,https://www.ebay.com/itm/294425524301
2021 Canada Lunar Ox Silver PCGS PF-70,377843849626,2/23/2026,$159.10,Free,Certified,mcm_online,Buy It Now,https://www.ebay.com/itm/377843849626
2021 Canada Lunar Ox Silver NGC PF-70,233540681330,1/28/2026,$162.57,Free,Certified,legend_numismatics,Auction,https://www.ebay.com/itm/233540681330
2021 Canada $10 Year of the Ox 1/2 oz .9999 Silver Proof,290645938351,2/25/2026,$78.26,$5.99,Uncirculated,keydate_coins,Best Offer,https://www.ebay.com/itm/290645938351
2021 Canada Lunar Ox Silver PCGS PF-70,102363477724,1/8/2026,$168.16,Free,Certified,davidlawrence,Buy It Now,https://www.ebay.com/itm/102363477724
2021 Canada $10 Year of the Ox 1/2 oz .9999 Silver Proof,141431509360,1/20/2026,$75.94,Free,Uncirculated,sdbullion,Buy It Now,https://www.ebay.com/itm/141431509360
2021 Canada Lunar Ox Silver PCGS PF-70,238013089557,12/5/2025,$154.02,Free,Certified,apmex,Auction,https://www.ebay.com/itm/238013089557
2021 Canada $10 Year of the Ox 1/2 oz .9999 Silver Proof,304240282548,12/14/2025,$77.87,Free,Uncirculated,heritage_auctions_outlet,Best Offer,https://www.ebay.com/itm/304240282548
2021 Canada Lunar Ox Silver NGC PF-70,290511103284,2/14/2026,$165.13,$5.99,Certified,rarecoinwholesalers,Best Offer,https://www.ebay.com/itm/290511103284
2021 Canada $10 Year of the Ox 1/2 oz .9999 Silver Proof,250753274148,2/8/2026,$75.46,$5.99,Uncirculated,boldpreciousmetals,Best Offer,https://www.ebay.com/itm/250753274148
2021 Canada Lunar Ox Silver PCGS PF-69,187896308299,12/10/2025,$132.77,Free,Certified,liberty_coin,Best Offer,https://www.ebay.com/itm/187896308299
2021 Canada Lunar Ox Silver PCGS PF-70,240486021269,2/22/2026,$164.57,Free,Certified,mcm_online,Buy It Now,https://www.ebay.com/itm/240486021269
2021 Canada Lunar Ox Silver PCGS PF-69,206711856371,12/14/2025,$119.05,Free,Certified,goldeneaglecoin,Buy It Now,https://www.ebay.com/itm/206711856371
2021 Canada Lunar Ox Silver NGC PF-69,273073203735,2/11/2026,$131.69,$3.99,Certified,goldhillcoins,Buy It Now,https://www.ebay.com/itm/273073203735
