Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1907 Indian Head $10 Eagle PCGS MS-63,129196373427,1/8/2026,"$3,158.23",$3.99,Certified,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/129196373427
1907 Indian Eagle PCGS MS-62,296595476390,2/2/2026,"$2,777.71",Free,Certified,greatcollections,Buy It Now,https://www.ebay.com/itm/296595476390
1907 Indian Head $10 Eagle PCGS MS-63,124573538531,12/13/2025,"$3,182.92",$5.99,Certified,rarecoinwholesalers,Best Offer,https://www.ebay.com/itm/124573538531
1907 Indian Head $10 Eagle First Year BU,335188892159,1/7/2026,"$2,210.30",Free,Uncirculated,legend_numismatics,Auction,https://www.ebay.com/itm/335188892159
1907 Indian Eagle PCGS MS-62,277281168707,12/20/2025,"$2,402.70",Free,Certified,sdbullion,Buy It Now,https://www.ebay.com/itm/277281168707
1907 Indian Head $10 Wire Rim Variety,269312975723,1/9/2026,"$19,975.63",Free,Circulated,legend_numismatics,Best Offer,https://www.ebay.com/itm/269312975723
1907 Indian Head $10 Eagle PCGS MS-63,177454287981,2/12/2026,"$2,881.43",$4.99,Certified,silvertowne,Auction,https://www.ebay.com/itm/177454287981
1907 Indian Eagle PCGS MS-62,216729343538,2/15/2026,"$2,539.05",$3.99,Certified,sdbullion,Buy It Now,https://www.ebay.com/itm/216729343538
1907 Indian Head $10 Eagle NGC MS-63,146103562042,12/27/2025,"$3,000.73",Free,Certified,govmint_official,Auction,https://www.ebay.com/itm/146103562042
1907 Indian Head $10 Eagle PCGS MS-63,351887292870,1/13/2026,"$2,998.78",Free,Certified,goldhillcoins,Auction,https://www.ebay.com/itm/351887292870
1907 Indian Eagle PCGS MS-62,245602637341,1/10/2026,"$2,634.23",Free,Certified,mcm_online,Buy It Now,https://www.ebay.com/itm/245602637341
1907 Indian Head $10 Eagle First Year BU,178728508912,1/7/2026,"$2,231.71",Free,Uncirculated,bullionshark,Auction,https://www.ebay.com/itm/178728508912
1907 Indian Head $10 Eagle PCGS MS-63,361905125665,12/17/2025,"$3,239.04",Free,Certified,silvertowne,Buy It Now,https://www.ebay.com/itm/361905125665
1907 Indian Head $10 Eagle First Year BU,393660035144,12/28/2025,"$2,582.55",$3.99,Uncirculated,liberty_coin,Best Offer,https://www.ebay.com/itm/393660035144
1907 Indian Head $10 Eagle First Year BU,357463497538,12/14/2025,"$2,513.26",$4.99,Uncirculated,govmint_official,Buy It Now,https://www.ebay.com/itm/357463497538
1907 Indian Eagle PCGS MS-62,138786511511,1/2/2026,"$2,650.41",Free,Certified,govmint_official,Auction,https://www.ebay.com/itm/138786511511
1907 Indian Head $10 Eagle First Year BU,137472714339,12/22/2025,"$2,612.54",Free,Uncirculated,keydate_coins,Best Offer,https://www.ebay.com/itm/137472714339
1907 Indian Eagle NGC MS-62,206941784016,12/10/2025,"$2,678.38",Free,Certified,sdbullion,Auction,https://www.ebay.com/itm/206941784016
