Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
Austria Gold Philharmonic 1/4 oz .9999 BU,116312843410,1/21/2026,"$1,393.24",Free,Uncirculated,govmint_official,Buy It Now,https://www.ebay.com/itm/116312843410
Austria Gold Philharmonic 1/4 oz .9999 BU,339572815091,2/21/2026,"$1,328.52",Free,Uncirculated,goldhillcoins,Best Offer,https://www.ebay.com/itm/339572815091
Austria Gold Philharmonic 1/4 oz .9999 BU,312432318227,1/14/2026,"$1,382.93",$3.99,Uncirculated,liberty_coin,Buy It Now,https://www.ebay.com/itm/312432318227
Austria Gold Philharmonic 1/4 oz .9999 BU,356071476434,1/4/2026,"$1,355.44",$4.99,Uncirculated,goldhillcoins,Buy It Now,https://www.ebay.com/itm/356071476434
Austrian Gold Philharmonic 1/4 oz PCGS MS-70,182447118898,1/12/2026,"$1,500.47",Free,Certified,legend_numismatics,Auction,https://www.ebay.com/itm/182447118898
Austrian Gold Philharmonic 1/4 oz PCGS MS-69,249868523215,1/24/2026,"$1,357.53",$4.99,Certified,greatcollections,Auction,https://www.ebay.com/itm/249868523215
Austria Gold Philharmonic 1/4 oz .9999 BU,266200753668,1/25/2026,"$1,351.57",Free,Uncirculated,apmex,Buy It Now,https://www.ebay.com/itm/266200753668
Austria Gold Philharmonic 1/4 oz .9999 BU,360107457688,12/16/2025,"$1,313.66",Free,Uncirculated,rarecoinwholesalers,Auction,https://www.ebay.com/itm/360107457688
Austrian Gold Philharmonic 1/4 oz PCGS MS-69,167344640302,12/8/2025,"$1,438.80",$4.99,Certified,goldhillcoins,Buy It Now,https://www.ebay.com/itm/167344640302
Austria Gold Philharmonic 1/4 oz .9999 BU,307145716285,11/30/2025,"$1,332.76",Free,Uncirculated,boldpreciousmetals,Auction,https://www.ebay.com/itm/307145716285
Austria Gold Philharmonic 1/4 oz .9999 BU,279802369747,12/7/2025,"$1,372.59",$3.99,Uncirculated,legend_numismatics,Buy It Now,https://www.ebay.com/itm/279802369747
Austria Gold Philharmonic 1/4 oz .9999 BU,359112515700,1/22/2026,"$1,324.11",$4.99,Uncirculated,greatcollections,Buy It Now,https://www.ebay.com/itm/359112515700
Austrian Gold Philharmonic 1/4 oz NGC MS-69,210013191850,2/14/2026,"$1,404.30",Free,Certified,rarecoinwholesalers,Auction,https://www.ebay.com/itm/210013191850
Austrian Gold Philharmonic 1/4 oz NGC MS-69,174370146125,1/9/2026,"$1,375.93",$3.99,Certified,jmbullion,Buy It Now,https://www.ebay.com/itm/174370146125
Austria Gold Philharmonic 1/4 oz .9999 BU,397686370461,2/15/2026,"$1,358.04",$4.99,Uncirculated,davidlawrence,Best Offer,https://www.ebay.com/itm/397686370461
Austrian Gold Philharmonic 1/4 oz NGC MS-69,268890821978,1/17/2026,"$1,425.02",Free,Certified,rarecoinwholesalers,Best Offer,https://www.ebay.com/itm/268890821978
