Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1997 Perth Mint Lunar Ox 1 oz .999 Silver,170513614864,12/8/2025,$205.45,Free,Uncirculated,moderncoinmart,Auction,https://www.ebay.com/itm/170513614864
1997 Perth Mint Lunar Ox 1 oz .999 Silver,158773839286,12/26/2025,$163.86,Free,Uncirculated,davidlawrence,Buy It Now,https://www.ebay.com/itm/158773839286
1997 Australia Lunar Series I Year of the Ox 1 oz Silver BU,135227658332,2/19/2026,$220.24,$3.99,Uncirculated,liberty_coin,Auction,https://www.ebay.com/itm/135227658332
1997 Perth Mint Lunar Ox 1 oz .999 Silver,259074198027,12/16/2025,$212.75,Free,Uncirculated,liberty_coin,Auction,https://www.ebay.com/itm/259074198027
1997 Perth Mint Lunar Ox 1 oz .999 Silver,230093035334,1/22/2026,$224.98,Free,Uncirculated,heritage_auctions_outlet,Buy It Now,https://www.ebay.com/itm/230093035334
1997 Australia Lunar Series I Year of the Ox 1 oz Silver BU,367306041319,12/23/2025,$192.40,Free,Uncirculated,heritage_auctions_outlet,Auction,https://www.ebay.com/itm/367306041319
1997 Australia Lunar I Ox 1 oz Silver NGC MS-69,370190422720,12/24/2025,$244.55,$4.99,Certified,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/370190422720
1997 Australia Lunar I Ox 1 oz Silver NGC MS-69,380158411147,2/15/2026,$279.48,$3.99,Certified,heritage_auctions_outlet,Auction,https://www.ebay.com/itm/380158411147
1997 Perth Mint Lunar Ox 1 oz .999 Silver,274795665795,2/1/2026,$195.47,$4.99,Uncirculated,sdbullion,Buy It Now,https://www.ebay.com/itm/274795665795
1997 Australian Lunar Ox Silver PCGS MS-70,314016678937,2/18/2026,$429.31,$3.99,Certified,apmex,Auction,https://www.ebay.com/itm/314016678937
1997 Perth Mint Lunar Ox 1 oz .999 Silver,327612949933,12/31/2025,$209.28,Free,Uncirculated,goldhillcoins,Buy It Now,https://www.ebay.com/itm/327612949933
1997 Australia Lunar I Ox 1 oz Silver PCGS MS-69,338116122335,1/31/2026,$317.83,Free,Certified,apmex,Auction,https://www.ebay.com/itm/338116122335
1997 Australia Lunar Series I Year of the Ox 1 oz Silver BU,243323425009,1/27/2026,$196.34,Free,Uncirculated,keydate_coins,Buy It Now,https://www.ebay.com/itm/243323425009
1997 Australia Lunar Series I Year of the Ox 1 oz Silver BU,295071201108,12/27/2025,$199.52,$3.99,Uncirculated,govmint_official,Auction,https://www.ebay.com/itm/295071201108
1997 Perth Mint Lunar Ox 1 oz .999 Silver,193624186498,2/13/2026,$202.47,$3.99,Uncirculated,bullionshark,Auction,https://www.ebay.com/itm/193624186498
1997 Australia Lunar I Ox 1 oz Silver PCGS MS-69,290631938822,2/24/2026,$229.68,Free,Certified,liberty_coin,Buy It Now,https://www.ebay.com/itm/290631938822
1997 Australia Lunar Series I Year of the Ox 1 oz Silver BU,122643865230,1/2/2026,$217.51,Free,Uncirculated,legend_numismatics,Buy It Now,https://www.ebay.com/itm/122643865230
1997 Australia Lunar I Ox 1 oz Silver NGC MS-69,202502270363,1/3/2026,$231.71,Free,Certified,bullionshark,Best Offer,https://www.ebay.com/itm/202502270363
