Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
Gold Krugerrand 1/2 oz NGC MS-69,233189670417,1/4/2026,"$1,518.49",$5.99,Certified,rarecoinwholesalers,Auction,https://www.ebay.com/itm/233189670417
South Africa Gold Krugerrand 1/2 oz BU,183284029548,2/14/2026,"$1,579.66",Free,Uncirculated,jmbullion,Best Offer,https://www.ebay.com/itm/183284029548
Gold Krugerrand 1/2 oz PCGS MS-70,239223419719,12/29/2025,"$1,668.41",Free,Certified,keydate_coins,Buy It Now,https://www.ebay.com/itm/239223419719
Gold Krugerrand 1/2 oz NGC MS-69,119318573623,2/14/2026,"$1,601.02",Free,Certified,govmint_official,Auction,https://www.ebay.com/itm/119318573623
South Africa Gold Krugerrand 1/2 oz BU,280808165719,2/7/2026,"$1,591.64",Free,Uncirculated,silvertowne,Auction,https://www.ebay.com/itm/280808165719
Gold Krugerrand 1/2 oz NGC MS-69,346575755031,11/25/2025,"$1,614.69",Free,Certified,davidlawrence,Auction,https://www.ebay.com/itm/346575755031
Gold Krugerrand 1/2 oz PCGS MS-69,335048107253,12/18/2025,"$1,633.79",$5.99,Certified,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/335048107253
Gold Krugerrand 1/2 oz PCGS MS-69,372445213372,12/25/2025,"$1,511.45",Free,Certified,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/372445213372
South Africa Gold Krugerrand 1/2 oz BU,124466820053,2/5/2026,"$1,532.77",Free,Uncirculated,pinehurst_coins,Best Offer,https://www.ebay.com/itm/124466820053
South Africa Gold Krugerrand 1/2 oz BU,368377439854,2/1/2026,"$1,535.47",Free,Uncirculated,moderncoinmart,Auction,https://www.ebay.com/itm/368377439854
Gold Krugerrand 1/2 oz NGC MS-69,372830077822,12/18/2025,"$1,596.32",Free,Certified,boldpreciousmetals,Best Offer,https://www.ebay.com/itm/372830077822
South Africa Gold Krugerrand 1/2 oz BU,294237561870,1/18/2026,"$1,568.02",$5.99,Uncirculated,greatcollections,Auction,https://www.ebay.com/itm/294237561870
South Africa Gold Krugerrand 1/2 oz BU,282966954681,12/15/2025,"$1,477.36",Free,Uncirculated,bullionshark,Best Offer,https://www.ebay.com/itm/282966954681
South Africa Gold Krugerrand 1/2 oz BU,301131994191,1/21/2026,"$1,614.96",$3.99,Uncirculated,rarecoinwholesalers,Auction,https://www.ebay.com/itm/301131994191
Gold Krugerrand 1/2 oz PCGS MS-69,115943683601,2/18/2026,"$1,509.16",$4.99,Certified,govmint_official,Best Offer,https://www.ebay.com/itm/115943683601
South Africa Gold Krugerrand 1/2 oz BU,363407065180,11/26/2025,"$1,589.69",$5.99,Uncirculated,apmex,Best Offer,https://www.ebay.com/itm/363407065180
