Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1996 Australia Lunar Series I Year of the Rat 1 oz Silver BU,268097213686,12/18/2025,$195.96,$5.99,Uncirculated,jmbullion,Buy It Now,https://www.ebay.com/itm/268097213686
1996 Australia Lunar Series I Year of the Rat 1 oz Silver BU,191560258543,2/9/2026,$188.26,Free,Uncirculated,legend_numismatics,Buy It Now,https://www.ebay.com/itm/191560258543
1996 Australia Lunar Series I Year of the Rat 1 oz Silver BU,298065111449,1/8/2026,$220.53,$3.99,Uncirculated,silvertowne,Best Offer,https://www.ebay.com/itm/298065111449
1996 Australia Lunar I Rat 1 oz Silver NGC MS-69,227188170845,1/17/2026,$335.50,$3.99,Certified,bullionshark,Buy It Now,https://www.ebay.com/itm/227188170845
1996 Australia Lunar I Rat 1 oz Silver NGC MS-69,146757957894,12/2/2025,$244.89,Free,Certified,pinehurst_coins,Best Offer,https://www.ebay.com/itm/146757957894
1996 Australian Lunar Rat Silver PCGS MS-70,295073773854,11/27/2025,$578.73,$4.99,Certified,bullionshark,Buy It Now,https://www.ebay.com/itm/295073773854
1996 Australian Lunar Rat Silver PCGS MS-70,292134215146,12/25/2025,$498.40,$5.99,Certified,pinehurst_coins,Best Offer,https://www.ebay.com/itm/292134215146
1996 Perth Mint Lunar Rat 1 oz .999 Silver,102305469662,12/5/2025,$215.95,Free,Uncirculated,legend_numismatics,Buy It Now,https://www.ebay.com/itm/102305469662
1996 Australia Lunar I Rat 1 oz Silver PCGS MS-69,313279927219,2/17/2026,$314.36,Free,Certified,mcm_online,Buy It Now,https://www.ebay.com/itm/313279927219
1996 Perth Mint Lunar Rat 1 oz .999 Silver,304337282207,12/16/2025,$206.48,Free,Uncirculated,goldeneaglecoin,Buy It Now,https://www.ebay.com/itm/304337282207
1996 Australian Lunar Rat Silver NGC MS-70,345854480002,2/19/2026,$613.53,Free,Certified,heritage_auctions_outlet,Best Offer,https://www.ebay.com/itm/345854480002
1996 Australia Lunar Series I Year of the Rat 1 oz Silver BU,352460102018,2/1/2026,$216.11,$3.99,Uncirculated,jmbullion,Best Offer,https://www.ebay.com/itm/352460102018
1996 Perth Mint Lunar Rat 1 oz .999 Silver,105357674763,2/1/2026,$173.29,Free,Uncirculated,sdbullion,Best Offer,https://www.ebay.com/itm/105357674763
1996 Perth Mint Lunar Rat 1 oz .999 Silver,309535020904,12/3/2025,$237.10,$5.99,Uncirculated,silvertowne,Best Offer,https://www.ebay.com/itm/309535020904
1996 Australia Lunar Series I Year of the Rat 1 oz Silver BU,145665450408,12/8/2025,$194.03,Free,Uncirculated,davidlawrence,Buy It Now,https://www.ebay.com/itm/145665450408
1996 Perth Mint Lunar Rat 1 oz .999 Silver,364394351490,12/13/2025,$224.75,Free,Uncirculated,keydate_coins,Buy It Now,https://www.ebay.com/itm/364394351490
1996 Australian Lunar Rat Silver PCGS MS-70,390131445262,12/3/2025,$561.55,Free,Certified,boldpreciousmetals,Best Offer,https://www.ebay.com/itm/390131445262
1996 Australia Lunar I Rat 1 oz Silver NGC MS-69,139347129925,2/2/2026,$239.65,Free,Certified,goldhillcoins,Buy It Now,https://www.ebay.com/itm/139347129925
1996 Australia Lunar Series I Year of the Rat 1 oz Silver BU,263024362176,1/9/2026,$227.55,Free,Uncirculated,boldpreciousmetals,Buy It Now,https://www.ebay.com/itm/263024362176
1996 Australia Lunar Series I Year of the Rat 1 oz Silver BU,190185480762,1/20/2026,$205.11,$5.99,Uncirculated,pinehurst_coins,Best Offer,https://www.ebay.com/itm/190185480762
