Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2019 Canada Lunar Pig Gold PCGS PF-69,194782861103,1/17/2026,"$4,286.10",Free,Certified,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/194782861103
2019 Canada $150 Lunar Pig Gold Proof,193607261853,12/26/2025,"$4,072.64",Free,Uncirculated,govmint_official,Buy It Now,https://www.ebay.com/itm/193607261853
2019 Canada Lunar Pig Gold NGC PF-69,399592402525,12/8/2025,"$3,954.97",Free,Certified,goldeneaglecoin,Best Offer,https://www.ebay.com/itm/399592402525
2019 Canada $150 Lunar Pig Gold Proof,205074430879,2/9/2026,"$3,950.29",Free,Uncirculated,keydate_coins,Buy It Now,https://www.ebay.com/itm/205074430879
2019 Canada $150 Lunar Pig Gold Proof,123318175735,2/7/2026,"$4,066.26",Free,Uncirculated,liberty_coin,Buy It Now,https://www.ebay.com/itm/123318175735
2019 Canada $150 Lunar Pig Gold Proof,114708816848,1/22/2026,"$4,050.34",$4.99,Uncirculated,moderncoinmart,Buy It Now,https://www.ebay.com/itm/114708816848
2019 Canada Lunar Pig Gold PCGS PF-69,232629831825,12/21/2025,"$4,027.70",$4.99,Certified,pinehurst_coins,Buy It Now,https://www.ebay.com/itm/232629831825
2019 Canada $150 Lunar Pig Gold Proof,396242761837,2/13/2026,"$3,951.62",$4.99,Uncirculated,silvertowne,Buy It Now,https://www.ebay.com/itm/396242761837
2019 Canada Lunar Pig Gold NGC PF-70,368252615200,1/23/2026,"$4,940.82",$3.99,Certified,pinehurst_coins,Buy It Now,https://www.ebay.com/itm/368252615200
2019 Canada Lunar Pig Gold NGC PF-69,253602914247,2/10/2026,"$4,034.57",Free,Certified,pinehurst_coins,Auction,https://www.ebay.com/itm/253602914247
2019 Canada $150 Lunar Pig Gold Proof,279563475081,12/23/2025,"$3,790.32",Free,Uncirculated,legend_numismatics,Buy It Now,https://www.ebay.com/itm/279563475081
2019 Canada $150 Lunar Pig Gold Proof,332734333472,2/3/2026,"$4,033.10",Free,Uncirculated,bullionshark,Auction,https://www.ebay.com/itm/332734333472
