Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
Jefferson War Nickel 35% Silver 1942-1945 BU,101874092386,2/22/2026,$63.59,Free,Uncirculated,goldhillcoins,Best Offer,https://www.ebay.com/itm/101874092386
Jefferson Silver War Nickel XF-AU,181284634599,1/14/2026,$59.81,Free,Circulated,mcm_online,Best Offer,https://www.ebay.com/itm/181284634599
Jefferson Silver War Nickel XF-AU,344580112913,12/8/2025,$60.27,Free,Circulated,heritage_auctions_outlet,Best Offer,https://www.ebay.com/itm/344580112913
War Nickel Roll 40 pcs 35% Silver,360231551455,11/30/2025,$123.44,$4.99,Circulated,legend_numismatics,Best Offer,https://www.ebay.com/itm/360231551455
Jefferson War Nickel 35% Silver 1942-1945 BU,249477683682,1/7/2026,$64.99,Free,Uncirculated,legend_numismatics,Buy It Now,https://www.ebay.com/itm/249477683682
Jefferson Silver War Nickel XF-AU,184708865864,2/1/2026,$60.63,$3.99,Circulated,davidlawrence,Best Offer,https://www.ebay.com/itm/184708865864
Jefferson War Nickel 35% Silver 1942-1945 BU,292425800606,2/22/2026,$63.86,Free,Uncirculated,silvertowne,Buy It Now,https://www.ebay.com/itm/292425800606
Jefferson Silver War Nickel NGC MS-65,249499327618,12/18/2025,$77.70,Free,Certified,jmbullion,Best Offer,https://www.ebay.com/itm/249499327618
Jefferson War Nickel 35% Silver 1942-1945 BU,329961520978,2/13/2026,$64.11,$5.99,Uncirculated,silvertowne,Buy It Now,https://www.ebay.com/itm/329961520978
Jefferson War Nickel 35% Silver 1942-1945 BU,207797862208,1/9/2026,$64.30,Free,Uncirculated,goldeneaglecoin,Buy It Now,https://www.ebay.com/itm/207797862208
Jefferson Silver War Nickel PCGS MS-65,292613905633,12/29/2025,$78.74,Free,Certified,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/292613905633
Jefferson Silver War Nickel XF-AU,339336805911,1/7/2026,$60.68,Free,Circulated,greatcollections,Best Offer,https://www.ebay.com/itm/339336805911
Jefferson War Nickel 35% Silver 1942-1945 BU,341866167682,1/15/2026,$63.17,Free,Uncirculated,sdbullion,Best Offer,https://www.ebay.com/itm/341866167682
Jefferson War Nickel 35% Silver 1942-1945 BU,347611751651,1/23/2026,$61.54,Free,Uncirculated,jmbullion,Best Offer,https://www.ebay.com/itm/347611751651
Jefferson War Nickel 35% Silver 1942-1945 BU,289860068290,1/28/2026,$64.47,Free,Uncirculated,moderncoinmart,Buy It Now,https://www.ebay.com/itm/289860068290
Jefferson War Nickel 35% Silver 1942-1945 BU,270823632273,11/27/2025,$64.87,$4.99,Uncirculated,keydate_coins,Buy It Now,https://www.ebay.com/itm/270823632273
Jefferson War Nickel 35% Silver 1942-1945 BU,155466909462,12/16/2025,$63.67,$5.99,Uncirculated,govmint_official,Buy It Now,https://www.ebay.com/itm/155466909462
Jefferson War Nickel NGC MS-66 FS Full Steps,326738877117,1/12/2026,$109.97,Free,Certified,liberty_coin,Best Offer,https://www.ebay.com/itm/326738877117
