Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2014 Canada $150 Lunar Horse Gold Proof,124781938465,1/14/2026,"$3,984.39",Free,Uncirculated,sdbullion,Buy It Now,https://www.ebay.com/itm/124781938465
2014 Canada Lunar Horse Gold NGC PF-69,183895614784,12/8/2025,"$4,099.30",Free,Certified,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/183895614784
2014 Canada $150 Lunar Horse Gold Proof,132693916116,12/24/2025,"$3,787.16",Free,Uncirculated,silvertowne,Buy It Now,https://www.ebay.com/itm/132693916116
2014 Canada Lunar Horse Gold NGC PF-69,176843898728,12/28/2025,"$4,182.72",Free,Certified,jmbullion,Buy It Now,https://www.ebay.com/itm/176843898728
2014 Canada $150 Lunar Horse Gold Proof,189350795661,2/24/2026,"$3,807.33",Free,Uncirculated,govmint_official,Auction,https://www.ebay.com/itm/189350795661
2014 Canada $150 Lunar Horse Gold Proof,143598533980,1/4/2026,"$3,944.33",$4.99,Uncirculated,heritage_auctions_outlet,Auction,https://www.ebay.com/itm/143598533980
2014 Canada $150 Lunar Horse Gold Proof,135220885249,3/1/2026,"$3,972.18",Free,Uncirculated,keydate_coins,Buy It Now,https://www.ebay.com/itm/135220885249
2014 Canada $150 Lunar Horse Gold Proof,142441289118,3/1/2026,"$3,899.05",Free,Uncirculated,legend_numismatics,Best Offer,https://www.ebay.com/itm/142441289118
2014 Canada $150 Lunar Horse Gold Proof,113199742027,1/21/2026,"$4,060.45",$3.99,Uncirculated,moderncoinmart,Buy It Now,https://www.ebay.com/itm/113199742027
2014 Canada Lunar Horse Gold PCGS PF-69,366481409790,2/7/2026,"$4,336.12",Free,Certified,moderncoinmart,Buy It Now,https://www.ebay.com/itm/366481409790
2014 Canada Lunar Horse Gold PCGS PF-69,395740554570,2/18/2026,"$4,334.28",Free,Certified,heritage_auctions_outlet,Buy It Now,https://www.ebay.com/itm/395740554570
2014 Canada Lunar Horse Gold NGC PF-69,279367203935,2/5/2026,"$3,934.14",Free,Certified,govmint_official,Best Offer,https://www.ebay.com/itm/279367203935
