Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1970-D Kennedy Half PCGS MS-67,274179187922,12/2/2025,$930.89,Free,Certified,greatcollections,Buy It Now,https://www.ebay.com/itm/274179187922
1970-D Kennedy Half PCGS MS-67,102410933797,2/3/2026,"$1,133.74",Free,Certified,rarecoinwholesalers,Best Offer,https://www.ebay.com/itm/102410933797
1970-D Kennedy Half Dollar 40% Silver Mint Set Only,177879227478,12/2/2025,$66.75,$3.99,Uncirculated,goldeneaglecoin,Buy It Now,https://www.ebay.com/itm/177879227478
1970-D Kennedy Half NGC MS-67,355541048701,12/8/2025,"$1,155.60",Free,Certified,sdbullion,Buy It Now,https://www.ebay.com/itm/355541048701
1970-D Kennedy Half Dollar PCGS MS-66,258240585353,1/13/2026,$124.54,Free,Certified,sdbullion,Buy It Now,https://www.ebay.com/itm/258240585353
1970-D Kennedy Half Dollar 40% Silver Mint Set Only,212671152160,12/21/2025,$71.37,$5.99,Uncirculated,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/212671152160
1970-D Kennedy Half NGC MS-65,186870966801,1/14/2026,$105.81,$5.99,Certified,sdbullion,Buy It Now,https://www.ebay.com/itm/186870966801
1970-D Kennedy Half Dollar 40% Silver Mint Set Only,188915042203,12/3/2025,$57.33,$5.99,Uncirculated,goldeneaglecoin,Buy It Now,https://www.ebay.com/itm/188915042203
1970-D Kennedy Half PCGS MS-65,334228686134,2/10/2026,$88.21,$4.99,Certified,legend_numismatics,Buy It Now,https://www.ebay.com/itm/334228686134
1970-D Kennedy Half Dollar 40% Silver Mint Set Only,388541223939,1/19/2026,$59.41,Free,Uncirculated,jmbullion,Buy It Now,https://www.ebay.com/itm/388541223939
1970-D Kennedy Half Dollar PCGS MS-66,188436708066,12/21/2025,$141.17,Free,Certified,liberty_coin,Buy It Now,https://www.ebay.com/itm/188436708066
1970-D Kennedy Half Dollar 40% Silver Mint Set Only,325804219844,1/12/2026,$71.93,Free,Uncirculated,silvertowne,Auction,https://www.ebay.com/itm/325804219844
1970-D Kennedy Half PCGS MS-65,310782555562,2/9/2026,$84.43,Free,Certified,liberty_coin,Buy It Now,https://www.ebay.com/itm/310782555562
1970-D Kennedy Half Dollar PCGS MS-66,302405476128,2/14/2026,$162.49,Free,Certified,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/302405476128
1970-D Kennedy Half Dollar 40% Silver Mint Set Only,284185332567,1/6/2026,$61.48,Free,Uncirculated,govmint_official,Auction,https://www.ebay.com/itm/284185332567
1970-D Kennedy Half Dollar 40% Silver Mint Set Only,343420512275,1/23/2026,$71.51,$5.99,Uncirculated,pinehurst_coins,Auction,https://www.ebay.com/itm/343420512275
1970-D Kennedy Half NGC MS-65,102759964292,1/4/2026,$104.36,Free,Certified,greatcollections,Buy It Now,https://www.ebay.com/itm/102759964292
1970-D Kennedy Half PCGS MS-65,357871252890,12/18/2025,$81.48,Free,Certified,mcm_online,Buy It Now,https://www.ebay.com/itm/357871252890
1970-D Kennedy Half NGC MS-67,319077108509,12/4/2025,$880.36,Free,Certified,silvertowne,Best Offer,https://www.ebay.com/itm/319077108509
1970-D Kennedy Half NGC MS-65,318075807253,1/18/2026,$98.52,Free,Certified,govmint_official,Best Offer,https://www.ebay.com/itm/318075807253
