Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL,Quantity Sold
1892 O Barber Fifty Cents United States 90% Silver Half Dollar Tiny Mintage 390K,377157853470,"May 12, 2026",$108.86,$8.00,,,Auction,https://www.ebay.com/itm/377157853470,1
"1892-O Barber Half Dollar, Better Date New Orleans Mint Issue, Fine Condition",178015764227,"Apr 5, 2026",$37.00,$0.00,,,Fixed price,https://www.ebay.com/itm/178015764227
[Removed] Item 227272067171,227272067171,"Apr 4, 2026",$33.00,$3.99,,,Fixed price,
1892-O 50C Barber Silver Half Dollar,358404577124,"Apr 4, 2026",$34.00,$5.00,,,Fixed price,https://www.ebay.com/itm/358404577124
1892-O PCGS FR02 Barber Half Dollar - Key Date,147199974059,"Apr 4, 2026",$245.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147199974059
[Removed] Item 358402415965,358402415965,"Apr 3, 2026",$23.00,$9.99,,,Fixed price,
1892-O 50c Silver Barber Half Dollar - PCGS Good G 6 - SKU-B5709,206169048717,"Apr 1, 2026",$355.00,$5.50,,,Auction,https://www.ebay.com/itm/206169048717
"X7391 1892-O Barber Half Dollar 50c, Good",389826307116,"Mar 31, 2026",$225.00,$10.00,,,Fixed price,https://www.ebay.com/itm/389826307116
Rare 1892-O Barber Half Dollar Key Date New Orleans First Year Series Issue!,406743334985,"Mar 31, 2026",$230.00,$5.25,,,Fixed price,https://www.ebay.com/itm/406743334985
"1892 G-VG, 1894 G-VG,1894 S G-VG, 1898 S GOOD AND 1899 O G-VG BARBER HALF DOLLAR",318041575374,"Mar 29, 2026",$150.00,$6.25,,,Auction,https://www.ebay.com/itm/318041575374
"1892-O Barber Half Dollar, Scarce New Orleans Mint Issue Date",358360276900,"Mar 28, 2026",$124.26,$3.25,,,Auction,https://www.ebay.com/itm/358360276900
"1892-O Barber Half Dollar, VG. (13723) Key Date",406807587044,"Mar 27, 2026",$425.00,$5.29,,,Fixed price,https://www.ebay.com/itm/406807587044
"Pair of Better Date Barber Half Dollars, 1892 & 1893 O",358352275982,"Mar 26, 2026",$62.00,$5.99,,,Auction,https://www.ebay.com/itm/358352275982
1892-O PCGS AG03 Barber Half Dollar - Key Date,397634602798,"Mar 25, 2026",$250.00,$0.00,,,Fixed price,https://www.ebay.com/itm/397634602798
1892 O BARBER HALF DOLLAR BEAUTIFUL AU VERY SCARCE DATE,267601563360,"Mar 24, 2026","$1,080.00",$0.00,,,Fixed price,https://www.ebay.com/itm/267601563360
1892 O BARBER LIBERTY HEAD SILVER HALF DOLLAR APPEALING BEAUTIFUL SCARCE KEYDATE,358331372071,"Mar 24, 2026","$1,395.00",$6.99,,,Auction,https://www.ebay.com/itm/358331372071
1892-O Barber Half Dollar New Orleans United States Coin No Reserve #C722-4,257403558531,"Mar 22, 2026",$611.00,$12.99,,,Auction,https://www.ebay.com/itm/257403558531
1892 O Barber Half Dollar 90% Silver Very Rare Any Condition,267604961696,"Mar 22, 2026",$78.00,$5.00,,,Auction,https://www.ebay.com/itm/267604961696
1892-O KEY DATE US BARBER SILVER HALF DOLLAR COIN AG DETAILS FREE SHIP IN USA,287213499925,"Mar 22, 2026",$153.00,$0.00,,,Auction,https://www.ebay.com/itm/287213499925
1892 O Barber Half Dollar !!,137131793978,"Mar 21, 2026",$100.00,$0.00,,,Auction,https://www.ebay.com/itm/137131793978
1892 O Barber Half Dollar 50c Nicely Circulated #99630,188132255772,"Mar 20, 2026",$229.99,$0.00,,,Auction,https://www.ebay.com/itm/188132255772
1892-O Barber Half Dollar - PCGS G-6; Nice Key Date Coin!,157766643221,"Mar 19, 2026",$450.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157766643221
1892 O BARBER HALF DOLLAR SCARCE DATE CHOICE VG+ VER PLEASING,267546367344,"Mar 19, 2026",$650.00,$0.00,,,Fixed price,https://www.ebay.com/itm/267546367344
1892-O (.3617 OZ SILVER) Barber Silver Half Dollar *SILVER*,306818320819,"Mar 19, 2026",$196.50,$5.52,,,Auction,https://www.ebay.com/itm/306818320819
"Pair of Better Date Barber Half Dollars, 1892 & 1893 O",358316139794,"Mar 18, 2026",$62.11,$5.99,,,Auction,https://www.ebay.com/itm/358316139794
03/000017 L#1596 1892 O Barber Silver Half DOllar (bar),157763517859,"Mar 17, 2026",$330.00,$0.00,,,Auction,https://www.ebay.com/itm/157763517859
1892-O New Orleans Barber Half Dollar - Key Date,298127509048,"Mar 16, 2026",$685.00,$7.95,,,Fixed price,https://www.ebay.com/itm/298127509048
1892-O Barber Half Dollar Key Date PCGS AG-3 Original Surfaces Affordable,358332110375,"Mar 15, 2026",$190.00,$0.00,,,Fixed price,https://www.ebay.com/itm/358332110375
03/00000013 L#8872 1892 O Barber Silver Half Dollar Coin (bhp),389738337197,"Mar 13, 2026",$423.00,$0.00,,,Auction,https://www.ebay.com/itm/389738337197
1892-O Barber Silver Half Dollar - New Orleans Mint - P665,365977460571,"Mar 10, 2026","$1,100.00",$16.37,,,Fixed price,https://www.ebay.com/itm/365977460571
1892 o barber half dollar,389725695913,"Mar 10, 2026",$275.00,$5.29,,,Fixed price,https://www.ebay.com/itm/389725695913
1892-O Barber Half Dollar Key Date New Orleans First Year Series Issue!,298087260333,"Mar 8, 2026",$227.50,$0.00,,,Auction,https://www.ebay.com/itm/298087260333
