Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2005 Australia Lunar I Rooster 1 oz Gold PCGS MS-69,185556636800,1/6/2026,"$5,944.66",Free,Certified,silvertowne,Buy It Now,https://www.ebay.com/itm/185556636800
2005 Australia Lunar Series I Rooster 1 oz Gold BU,129676575334,2/21/2026,"$6,077.41",$4.99,Uncirculated,govmint_official,Buy It Now,https://www.ebay.com/itm/129676575334
2005 Australia Lunar Series I Rooster 1 oz Gold BU,215110005649,1/20/2026,"$5,734.93",$4.99,Uncirculated,boldpreciousmetals,Best Offer,https://www.ebay.com/itm/215110005649
2005 Australia Lunar Series I Rooster 1 oz Gold BU,369557071995,1/22/2026,"$5,930.47",Free,Uncirculated,legend_numismatics,Auction,https://www.ebay.com/itm/369557071995
2005 Australia Lunar I Rooster Gold PCGS MS-70,190728993157,12/9/2025,"$7,198.42",Free,Certified,govmint_official,Buy It Now,https://www.ebay.com/itm/190728993157
2005 Australia Lunar Series I Rooster 1 oz Gold BU,112983784181,12/22/2025,"$5,815.34",Free,Uncirculated,jmbullion,Buy It Now,https://www.ebay.com/itm/112983784181
2005 Australia Lunar I Rooster Gold PCGS MS-70,396781778421,1/10/2026,"$8,019.12",Free,Certified,bullionshark,Best Offer,https://www.ebay.com/itm/396781778421
2005 Australia Lunar Series I Rooster 1 oz Gold BU,162501653069,2/20/2026,"$6,049.20",$5.99,Uncirculated,bullionshark,Buy It Now,https://www.ebay.com/itm/162501653069
2005 Australia Lunar I Rooster Gold NGC MS-70,178381447331,2/27/2026,"$8,334.96",$5.99,Certified,sdbullion,Buy It Now,https://www.ebay.com/itm/178381447331
2005 Australia Lunar I Rooster 1 oz Gold NGC MS-69,104000299406,2/16/2026,"$6,354.72",$4.99,Certified,keydate_coins,Auction,https://www.ebay.com/itm/104000299406
2005 Australia Lunar I Rooster 1 oz Gold NGC MS-69,228125727196,1/14/2026,"$6,382.65",$3.99,Certified,jmbullion,Best Offer,https://www.ebay.com/itm/228125727196
2005 Australia Lunar Series I Rooster 1 oz Gold BU,100856257039,2/2/2026,"$5,843.10",Free,Uncirculated,boldpreciousmetals,Buy It Now,https://www.ebay.com/itm/100856257039
2005 Australia Lunar Series I Rooster 1 oz Gold BU,395426964627,12/2/2025,"$6,118.49",$3.99,Uncirculated,greatcollections,Buy It Now,https://www.ebay.com/itm/395426964627
2005 Australia Lunar Series I Rooster 1 oz Gold BU,113575954746,3/1/2026,"$6,006.16",Free,Uncirculated,govmint_official,Best Offer,https://www.ebay.com/itm/113575954746
