Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
(1) 2017 W BU American silver eagle coin 1oz .999 Fine,326950603415,"Jan 25, 2026",$102.34,$0.00,,,Fixed price,https://www.ebay.com/itm/326950603415
"2017-W Proof $1 American Silver Eagle Box, OGP & COA",146245202312,"Mar 29, 2026",$105.70,$0.00,,,Fixed price,https://www.ebay.com/itm/146245202312
2017 (P) $1 American Silver Eagle PCGS MS69 Philadelphia Label,175907937120,"Oct 12, 2025",$55.00,$0.00,,,Fixed price,https://www.ebay.com/itm/175907937120
2017 $1 American Silver Eagle NGC MS69 Brown Label,204662616456,"Mar 31, 2026",$102.28,$0.00,,,Fixed price,https://www.ebay.com/itm/204662616456
2017 $1 1-oz American Silver Eagle NGC MS69 Brown Label,134957414713,"Apr 7, 2026",$101.63,$0.00,,,Fixed price,https://www.ebay.com/itm/134957414713
2017 $1 American Silver Eagle 1 oz Brilliant Uncirculated,204467394919,"Mar 30, 2026",$75.74,$0.00,,,Fixed price,https://www.ebay.com/itm/204467394919
2017 $1 American Silver Eagle PCGS MS 70 Eagle FDI Label US MINT MS70 Coin,205785485383,"Nov 19, 2025",$63.25,$0.00,,,Fixed price,https://www.ebay.com/itm/205785485383
2017-S Proof $1 American Silver Eagle Congratulations Set NGC PF69UC Trolley ER,316621873683,"Apr 7, 2026",$104.83,$0.00,,,Fixed price,https://www.ebay.com/itm/316621873683
2017 American Silver Eagle Early Releases MS70 NGC US Mint Label,136533826699,"Dec 13, 2025",$69.85,$0.00,,,Fixed price,https://www.ebay.com/itm/136533826699
"2017-W Proof $1 American Silver Eagle Box, OGP & COA",175894257231,"Apr 7, 2026",$100.50,$0.00,,,Fixed price,https://www.ebay.com/itm/175894257231
2017 W Burnished American Silver Eagle PCGS SP70 First Strike,297646198529,"Apr 4, 2026",$113.50,$8.36,,,Fixed price,https://www.ebay.com/itm/297646198529
2017 S PROOF SILVER EAGLE $1 FROM LIMITED EDITION SILVER PROOF SET FRESH IN CAP,165377523423,"Mar 13, 2026",$117.89,$8.10,,,Fixed price,https://www.ebay.com/itm/165377523423
(1) 2017 W BU American silver eagle coin 1oz .999 Fine,227189135472,"Apr 1, 2026",$104.19,$0.00,,,Fixed price,https://www.ebay.com/itm/227189135472
2017-W Proof $1 American Silver Eagle NGC PF69UC Brown Label,175873358309,"Apr 1, 2026",$111.95,$0.00,,,Fixed price,https://www.ebay.com/itm/175873358309
2017-S PCGS PF70 Silver Eagle from Congratulations Set First Day of Issue,187720159051,"Jan 24, 2026",$136.35,$0.00,,,Fixed price,https://www.ebay.com/itm/187720159051
2017 $1 American Silver Eagle NGC MS70 Brown Label,204385547818,"Mar 29, 2026",$116.54,$0.00,,,Fixed price,https://www.ebay.com/itm/204385547818
2017 (S) $1 American Silver Eagle NGC MS70 San Francisco Core,175907937980,"Jan 12, 2026",$131.06,$0.00,,,Fixed price,https://www.ebay.com/itm/175907937980
2017-W Proof $1 American Silver Eagle NGC PF69UC ER Flag Label Red Core,205402646377,"Feb 27, 2026",$107.74,$0.00,,,Fixed price,https://www.ebay.com/itm/205402646377
2017 American Silver Eagle - NGC MS69,404433397876,"Mar 8, 2026",$99.86,$0.00,,,Fixed price,https://www.ebay.com/itm/404433397876
2017 (W) Silver Am Eagle $1 - PCGS MS70 - Struck at West Point - First Strike,147088876209,"Mar 1, 2026",$112.03,$0.00,,,Fixed price,https://www.ebay.com/itm/147088876209
2017 (P) $1 1-oz American Silver Eagle PCGS MS69 Philadelphia Label,145646811161,"Oct 12, 2025",$55.00,$0.00,,,Fixed price,https://www.ebay.com/itm/145646811161
2017-W $1 1-oz Proof American Silver Eagle NGC PF69UC Brown Label,147156511401,"Mar 10, 2026",$105.92,$0.00,,,Fixed price,https://www.ebay.com/itm/147156511401
"2026 1 oz Silver Eagle - w/Happy Birthday, Confetti Card, In TEP",115686505059,"Apr 5, 2026",$81.24,$0.00,,,Fixed price,https://www.ebay.com/itm/115686505059
2017 Silver American Eagle $1 - BU - Brilliant Uncirculated - In Capsule,145663997097,"Mar 19, 2026",$100.14,$0.00,,,Fixed price,https://www.ebay.com/itm/145663997097
2017 $1 First Strike Silver Eagle. PCGS MS70. 225 Years.,117063852719,"Mar 8, 2026",$107.00,$6.39,,,Fixed price,https://www.ebay.com/itm/117063852719
,,"Feb 9, 2026",$101.99,$0.00,,,Fixed price,
2017 $1 AMERICAN SILVER EAGLE NGC MS70 EARLY RELEASES LABEL BLACK CORE HOLDER,227186422010,"Jan 27, 2026",$125.00,$0.00,,,Fixed price,https://www.ebay.com/itm/227186422010
,,"Dec 4, 2025",$59.75,$0.00,,,Fixed price,
2017 1oz American Silver Eagle Coin NGC MS 70 Mike Castle Signed,286563528278,"Jan 26, 2026",$95.22,$7.19,,,Fixed price,https://www.ebay.com/itm/286563528278
"2017 American Silver Eagle First Strike, Certified PCGS MS70 Bright White Coin",306712767418,"Jan 25, 2026",$116.79,$0.00,,,Fixed price,https://www.ebay.com/itm/306712767418
2017-W Burnished $1 American Silver Eagle NGC MS70 Brown Label,316962177723,"Jan 25, 2026",$124.55,$0.00,,,Fixed price,https://www.ebay.com/itm/316962177723
2017 Unc American Silver Eagle 1 Troy Oz .999 Fine Silver,365631505683,"Dec 16, 2025",$65.86,$0.00,,,Fixed price,https://www.ebay.com/itm/365631505683
2017-S 1 oz Proof American Silver Eagle (Congratulations Set),115462753404,"Apr 6, 2026",$141.48,$0.00,,,Fixed price,https://www.ebay.com/itm/115462753404
2017-W Proof American Silver Eagle Dollar $1 Box & COA US Mint Bullion OGP,145760680778,"Mar 27, 2026",$106.17,$0.00,,,Fixed price,https://www.ebay.com/itm/145760680778
2017 (W) $1 American Silver Eagle PCGS MS70 West Point Frame,176534311847,"Nov 22, 2025",$64.95,$0.00,,,Fixed price,https://www.ebay.com/itm/176534311847
2017 American Silver Eagle MS70 Early Releases Blue Label,227186420603,"Jan 28, 2026",$125.00,$0.00,,,Fixed price,https://www.ebay.com/itm/227186420603
2017 SILVER AMERICAN EAGLE 1 OUNCE .999 BU,277112600962,"Jan 26, 2026",$88.06,$5.32,,,Fixed price,https://www.ebay.com/itm/277112600962
2017-W American Silver Eagle Proof Coin 1 Oz,365896075797,"Jan 24, 2026",$104.19,$0.00,,,Fixed price,https://www.ebay.com/itm/365896075797
2017 American Silver Eagle 1 oz .999 Fine Silver Coin Bulk Uncirculated,267582277993,"Feb 21, 2026",$89.99,$6.44,,,Fixed price,https://www.ebay.com/itm/267582277993
2017-W Burnished Silver Eagle,127227054826,"Jan 18, 2026",$70.11,$0.00,,,Fixed price,https://www.ebay.com/itm/127227054826
2017 - 1 oz American Silver Eagle Coin - One Troy oz .999 Bullion,132121373455,"Feb 3, 2026",$95.20,$0.00,,,Fixed price,https://www.ebay.com/itm/132121373455
2017 1 oz American Silver Eagle Coin,157025882328,"Jan 23, 2026",$68.30,$5.04,,,Fixed price,https://www.ebay.com/itm/157025882328
2017 W Burnished American Silver Eagle PCGS SP70,297764532274,"Mar 18, 2026",$100.36,$6.00,,,Fixed price,https://www.ebay.com/itm/297764532274
2017 $1 1-oz American Silver Eagle BU,386823141816,"Mar 26, 2026",$67.11,$0.00,,,Fixed price,https://www.ebay.com/itm/386823141816
2017 $1 American Silver Eagle NGC MS 70 Eagle ER Label US MINT MS70 Coin,406369910484,"Nov 19, 2025",$63.95,$0.00,,,Fixed price,https://www.ebay.com/itm/406369910484
,,"Dec 1, 2025","$1,170.00",$8.00,,,Fixed price,
2017 $1 American Silver Eagle NGC MS69 Brown Label,204662616456,"Apr 9, 2026",$102.22,$0.00,,,Fixed price,https://www.ebay.com/itm/204662616456
"2017-W Proof $1 American Silver Eagle Box, OGP & COA",175894257231,"Apr 10, 2026",$100.93,$0.00,,,Fixed price,https://www.ebay.com/itm/175894257231
Lot of 5 - 2017 $1 American Silver Eagle 1 oz BU,176423517449,"Mar 22, 2026",$305.17,$0.00,,,Fixed price,https://www.ebay.com/itm/176423517449
2017 W Burnished American Silver Eagle PCGS SP70 First Strike,297646198529,"Apr 10, 2026",$113.76,$8.43,,,Fixed price,https://www.ebay.com/itm/297646198529
"2017-18 Upper Deck AHL Hockey- You Pick - Inserts, Pre-Rookies, Stars, Silvers",406468453124,"Apr 7, 2026",$0.88,$0.78,,,Fixed price,https://www.ebay.com/itm/406468453124
2017-S 1 oz Proof American Silver Eagle (Congratulations Set),115462753404,"Apr 9, 2026",$141.38,$0.00,,,Fixed price,https://www.ebay.com/itm/115462753404
Lot of 20 - 2017 $1 American Silver Eagle 1 oz BU,176423517447,"Mar 22, 2026","$1,300.54",$0.00,,,Fixed price,https://www.ebay.com/itm/176423517447
2017 1oz American Silver Eagle Coin NGC MS 70 Mike Castle Signed,286563528278,"Jan 26, 2026",$96.34,$7.43,,,Fixed price,https://www.ebay.com/itm/286563528278
2017 Unc American Silver Eagle 1 Troy Oz .999 Fine Silver,365631505683,"Dec 16, 2025",$67.62,$0.00,,,Fixed price,https://www.ebay.com/itm/365631505683
Lot of 2 Silver 2011 & 2012 American Eagle 1 oz. Fine .999 US oz Coins,198049984578,"Jan 29, 2026",$229.28,$0.00,,,Fixed price,https://www.ebay.com/itm/198049984578
,,"Dec 22, 2025",$70.83,$0.00,,,Fixed price,
,,"Nov 16, 2025",$46.72,$8.02,,,Fixed price,
Random Year *American Silver Eagle Two Rolls 40 oz Pure Silver ! 40 oz BU Coins,267478883683,"Dec 14, 2025","$2,348.33",$0.00,,,Fixed price,https://www.ebay.com/itm/267478883683
2017 $1 American Silver Eagle 1 oz Brilliant Uncirculated,204467394919,"Mar 30, 2026",$75.44,$0.00,,,Fixed price,https://www.ebay.com/itm/204467394919,37
2017 American Silver Eagle - NGC MS69,404433397876,"Apr 12, 2026",$99.66,$0.00,,,Fixed price,https://www.ebay.com/itm/404433397876,15
"2026 1 oz Silver Eagle - w/Happy Birthday, Confetti Card, In TEP",115686505059,"Apr 11, 2026",$82.30,$0.00,,,Fixed price,https://www.ebay.com/itm/115686505059,19
2017 SILVER AMERICAN EAGLE 1 OUNCE .999 BU,277112600962,"Jan 26, 2026",$92.82,$5.37,,,Fixed price,https://www.ebay.com/itm/277112600962,8
2017 1oz American Silver Eagle Coin NGC MS 70 Mike Castle Signed,286563528278,"Jan 26, 2026",$97.35,$7.74,,,Fixed price,https://www.ebay.com/itm/286563528278,30
2017 Unc American Silver Eagle 1 Troy Oz .999 Fine Silver,365631505683,"Dec 16, 2025",$68.20,$0.00,,,Fixed price,https://www.ebay.com/itm/365631505683,8
2017-W Burnished Silver Eagle,127227054826,"Jan 18, 2026",$71.81,$0.00,,,Fixed price,https://www.ebay.com/itm/127227054826,6
2017 $1 American Silver Eagle 1 oz Uncirculated (BU) Coin,277679840915,"Jan 27, 2026",$119.82,$0.00,,,Fixed price,https://www.ebay.com/itm/277679840915,10
2017 W American Silver Eagle Choice Proof Bullion $1 Coin OGP COA,365683805803,"Mar 8, 2026",$114.99,$0.00,,,Fixed price,https://www.ebay.com/itm/365683805803,7
2017 $1 1-oz American Silver Eagle BU,386823141816,"Mar 26, 2026",$67.89,$0.00,,,Fixed price,https://www.ebay.com/itm/386823141816,6
2017 Eagle S$1 Early Releases MS 70,116990460944,"Jan 19, 2026",$100.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116990460944,10
2015 1 oz .999 Fine Silver American Eagle $1 Coin BU,117100443862,"Mar 22, 2026",$80.63,$0.00,,,Fixed price,https://www.ebay.com/itm/117100443862,11
2017 American Silver Eagle Early Releases MS69 NGC Flag Label,127069492518,"Dec 14, 2025",$65.39,$0.00,,,Fixed price,https://www.ebay.com/itm/127069492518,5
,,"Jan 11, 2026",$99.95,$0.00,,,Fixed price,,20
2017 American Silver Eagle - PCGS Graded MS69 1st Strike Label !!,136966895002,"Mar 31, 2026",$115.00,$0.00,,,Fixed price,https://www.ebay.com/itm/136966895002,5
2017-W American Silver Eagle Burnished 1 oz .999 US Mint $1 Coin OGP Box & COA,146258066381,"Apr 5, 2026",$115.99,$0.00,,,Fixed price,https://www.ebay.com/itm/146258066381,5
,,"Jan 12, 2026",$85.95,$5.42,,,Fixed price,,18
,,"Dec 1, 2025","$1,191.43",$8.00,,,Fixed price,,7
2017 W PROOF SILVER EAGLE NGC PF70 MERCANTI FROM 2020 WEST POINT MINT HOARD!,224862402708,"Apr 8, 2026",$182.20,$0.00,,,Fixed price,https://www.ebay.com/itm/224862402708,5
,,"Dec 27, 2025",$82.34,$0.00,,,Fixed price,,9
"2017 American Eagle Premier Label PCGS MS70 1 of 10,000",257278564118,"Mar 6, 2026",$123.35,$5.45,,,Fixed price,https://www.ebay.com/itm/257278564118,5
,,"Dec 7, 2025",$60.82,$0.00,,,Fixed price,,6
,,"Jan 12, 2026",$95.00,$0.00,,,Fixed price,,5
2017-W (2020) Proof $1 American Silver Eagle PCGS PR70DCAM US Mint Special,314402535690,"Jan 13, 2026",$102.01,$0.00,,,Fixed price,https://www.ebay.com/itm/314402535690,5
2017-S Proof $1 American Silver Eagle Congratulations Set NGC PF69UC Trolley ER,316616546686,"Mar 18, 2026",$119.10,$0.00,,,Fixed price,https://www.ebay.com/itm/316616546686,7
2017-W American Proof Silver Eagle Mint Issued COA (NO Coin),326151502755,"Mar 12, 2026",$3.99,$0.00,,,Fixed price,https://www.ebay.com/itm/326151502755,6
2017 s silver eagle PCGS PR 70 DCAM First day of Issue *,335989133284,"Mar 20, 2026",$160.00,$0.00,,,Fixed price,https://www.ebay.com/itm/335989133284,5
2017-W $1 1-oz Proof American Silver Eagle NGC PF69UC Brown Label,385788661897,"Feb 25, 2026",$107.47,$0.00,,,Fixed price,https://www.ebay.com/itm/385788661897,9
,,"Dec 2, 2025",$89.99,$0.00,,,Fixed price,,5
"2017 American Silver Eagle MS-70 NGC (ER, Green Holder)",116270601452,"Apr 3, 2026",$166.49,$0.00,,,Fixed price,https://www.ebay.com/itm/116270601452,4
2017 American Silver Eagle $1 One Troy Ounce .999 Fine Silver,117094248086,"Mar 20, 2026",$85.25,$0.00,,,Fixed price,https://www.ebay.com/itm/117094248086,4
,,"Jan 1, 2026",$349.99,$0.00,,,Fixed price,,4
2017 Silver Eagle MS 70 First Strike,127629581929,"Jan 17, 2026",$100.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127629581929,10
2017-S PF70 UCam LIMITED Edition Silver Eagle NGC San Francisco Label,134053171027,"Jan 28, 2026",$233.94,$0.00,,,Fixed price,https://www.ebay.com/itm/134053171027,5
2017-W $1 1-oz Proof American Silver Eagle NGC PF69UC Blue ER Label Red Core,134965830383,"Apr 5, 2026",$106.65,$0.00,,,Fixed price,https://www.ebay.com/itm/134965830383,4
2017 (W) $1 1-oz American Silver Eagle PCGS MS70 West Point Frame,135201810580,"Nov 22, 2025",$65.47,$0.00,,,Fixed price,https://www.ebay.com/itm/135201810580,4
2017-S $1 1-oz Proof American Silver Eagle Congratulations Set NGC PF69UC,145649337084,"Apr 7, 2026",$99.60,$0.00,,,Fixed price,https://www.ebay.com/itm/145649337084,4
2017 1 Oz Silver American Eagle BU .999 Silver coin uncirculated,177778034616,"Jan 14, 2026",$90.00,$6.50,,,Fixed price,https://www.ebay.com/itm/177778034616,10
2017 Silver Eagle NGC MS70 Early Releases Pristine ~ No Spots (X),198097593167,"Feb 18, 2026",$100.74,$4.96,,,Fixed price,https://www.ebay.com/itm/198097593167,5
2017-S Proof $1 American Silver Eagle Congratulations Set NGC PF69UC Trolley ER,205402824095,"Mar 26, 2026",$107.38,$0.00,,,Fixed price,https://www.ebay.com/itm/205402824095,4
,,"Dec 19, 2025",$63.00,$4.79,,,Fixed price,,5
2017-W American Silver Eagle Proof - PCGS PR70 DCAM - First Day Issue Gold Foil,224598907149,"Jan 19, 2026",$115.00,$0.00,,,Fixed price,https://www.ebay.com/itm/224598907149,10
2017 s silver eagle PCGS PR 70 DCAM,234588628793,"Jan 27, 2026",$150.00,$0.00,,,Fixed price,https://www.ebay.com/itm/234588628793,4
U.S. Mint American Eagle 2017 1 oz Silver 0.999 Uncirculated (with Box & COA),236694466452,"Apr 7, 2026",$83.56,$5.37,,,Fixed price,https://www.ebay.com/itm/236694466452,4
2017 W American Eagle One Ounce SILVER PROOF Coin West Point 1 Oz Box & COA 17EA,252838019728,"Apr 4, 2026",$124.99,$0.00,,,Fixed price,https://www.ebay.com/itm/252838019728,4
,,"Dec 26, 2025",$811.75,$14.95,,,Fixed price,,4
2017-W American Silver Eagle $1 Burnished Uncirculated 1oz Silver OGP EstateCoin,257380916878,"Mar 10, 2026",$117.00,$6.75,,,Fixed price,https://www.ebay.com/itm/257380916878,4
2017-P $1 SAE Silver Eagle NGC MS70 - Treasurer Anna Escobedo Cabral Signature,267554366104,"Feb 21, 2026",$392.99,$9.51,,,Fixed price,https://www.ebay.com/itm/267554366104,4
2017 American Silver Eagle 1 oz .999 Fine Silver Coin Bulk Uncirculated,267590195465,"Mar 1, 2026",$98.99,$9.02,,,Fixed price,https://www.ebay.com/itm/267590195465,9
2017 Silver Eagle - PCGS MS70 - First Strike,287080244431,"Jan 19, 2026",$99.00,$7.00,,,Fixed price,https://www.ebay.com/itm/287080244431,5
2017 Silver Eagle - PCGS MS70 - First Strike,287180062154,"Mar 4, 2026",$95.00,$5.50,,,Fixed price,https://www.ebay.com/itm/287180062154,5
2017-W $1 American Proof Silver Eagle in Original Government Packaging,296477268777,"Mar 11, 2026",$115.50,$0.00,,,Fixed price,https://www.ebay.com/itm/296477268777,4
,,"Oct 16, 2025",$450.00,$4.77,,,Fixed price,,4
2017-W $1 US Mint Proof American Silver Eagle w/ Box & COA,306598573600,"Jan 31, 2026",$123.84,$0.00,,,Fixed price,https://www.ebay.com/itm/306598573600,4
,,"Dec 9, 2025",$62.25,$0.00,,,Fixed price,,24
2017 W + 2018 W Proof American Eagle One Ounce SILVER 1 Oz Box & COA 2 Coins,315822260663,"Jan 27, 2026",$212.49,$0.00,,,Fixed price,https://www.ebay.com/itm/315822260663,4
2017-S Proof $1 American Silver Eagle Congratulations Set NGC PF69UC 225th ER,316616515485,"Mar 24, 2026",$114.39,$0.00,,,Fixed price,https://www.ebay.com/itm/316616515485,4
Pack of 5 - All 2017 *NGC MS 70 American Silver Eagles,358021101866,"Jan 29, 2026",$490.85,$22.18,,,Fixed price,https://www.ebay.com/itm/358021101866,4
2017 American Silver Eagle Congratulations Set OGP - NO Coin,365896119764,"Apr 11, 2026",$14.21,$0.00,,,Fixed price,https://www.ebay.com/itm/365896119764,4
American Silver Eagle 2017 West Point Proof 1oz Silver Coin OGP With COA,376239878917,"Feb 8, 2026",$96.07,$8.26,,,Fixed price,https://www.ebay.com/itm/376239878917,5
2017 S$1 First Day of Issue Silver Eagle. NGC MS70. White Core.,117063852722,"Mar 6, 2026",$107.00,$7.30,,,Fixed price,https://www.ebay.com/itm/117063852722,5
,,"Jan 13, 2026",$89.95,$7.68,,,Fixed price,,20
