Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
[Removed] Item 236625608171,236625608171,"Mar 15, 2026",$60.41,$0.00,,,Fixed price,
[Removed] Item 317984271387,317984271387,"Apr 3, 2026",$60.78,$0.00,,,Fixed price,
1898 O US Morgan Silver Dollar $1 - NGC Brilliant Uncirculated,404920089692,"Mar 25, 2026",$95.41,$0.00,,,Fixed price,https://www.ebay.com/itm/404920089692
1898-O Morgan Silver Dollar MS63 PCGS,295646142712,"Mar 20, 2026",$126.00,$0.00,,,Fixed price,https://www.ebay.com/itm/295646142712
1898-O Morgan Silver Dollar,117064587087,"Mar 11, 2026",$76.00,$0.00,,,Auction,https://www.ebay.com/itm/117064587087
1898 O $1 Morgan Silver Dollar Coin - GEM BU Unc - Eye Appeal - as Shown!,117064647331,"Mar 13, 2026",$84.95,$5.00,,,Fixed price,https://www.ebay.com/itm/117064647331
1898O Morgan Dollar Silver $1 Coin Rare Key Date Beautiful 1898 O,117072119824,"Mar 12, 2026",$81.00,$0.00,,,Auction,https://www.ebay.com/itm/117072119824
1898 O PCGS MS64 Morgan Silver Dollar,117073651477,"Mar 11, 2026",$123.50,$4.66,,,Auction,https://www.ebay.com/itm/117073651477
Absolutely Stunning 1898-O Morgan Dollar CERTIFIED NGC MS 64 Silver Dollar,117077513219,"Mar 13, 2026",$115.00,$5.96,,,Auction,https://www.ebay.com/itm/117077513219
One(1) Beautiful 1899-O Morgan Silver Dollar PCGS MS63 7878,117078671750,"Mar 19, 2026",$85.00,$8.75,,,Auction,https://www.ebay.com/itm/117078671750
1898-O $1 Morgan Dollar PCGS MS65 New Orleans 90% Silver US Coin,117080256471,"Mar 17, 2026",$169.99,$5.62,,,Fixed price,https://www.ebay.com/itm/117080256471
1898-O PCGS MS65 Morgan Silver Dollar End Of Roll Toning Nice Gem!,117082327517,"Mar 13, 2026",$474.05,$0.00,,,Fixed price,https://www.ebay.com/itm/117082327517
1898-O CHOICE AU+BU BEAUTIFULLY TONED MORGAN SILVER DOLLAR COLLECTOR GRADE M1675,117086469208,"Mar 14, 2026",$105.00,$5.25,,,Fixed price,https://www.ebay.com/itm/117086469208
"1898-O Morgan U.S. silver dollar. White very choice BU, deep satin luster. #ro1",117106893338,"Mar 24, 2026",$76.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117106893338
1898-O Morgan Silver Dollar Uncirculated Mint State 64+,117114758899,"Apr 1, 2026",$118.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117114758899
1898-O Morgan Silver Dollar - New Orleans Mint - NGC MS 64 - Nice Reverse Toning,127614404328,"Mar 11, 2026",$110.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127614404328
1898O Morgan Dollar Silver $1 Coin Rare Key Date Beautiful 1898 O,127721938016,"Mar 12, 2026",$69.00,$0.00,,,Auction,https://www.ebay.com/itm/127721938016
1898-O PCGS MS63 MORGAN SILVER DOLLAR CERTIFIED,127731548043,"Mar 21, 2026",$100.00,$6.00,,,Fixed price,https://www.ebay.com/itm/127731548043
Early - 1898-O Morgan Silver Dollar - 90% US Coin *082,127740844728,"Mar 18, 2026",$64.13,$0.00,,,Auction,https://www.ebay.com/itm/127740844728
1898-O UNC MORGAN SILVER DOLLAR YOU VS ME #MF-T1708,127744096085,"Mar 21, 2026",$83.00,$6.00,,,Auction,https://www.ebay.com/itm/127744096085
"1898-O Morgan Silver Dollar $1 PCGS MS64 - Sweet Original Coin, New Holder!",135562445646,"Mar 27, 2026",$115.00,$0.00,,,Fixed price,https://www.ebay.com/itm/135562445646
1898-O $1 Morgan Silver Dollar NGC MS64 Fatty Holder Toning,136937604252,"Mar 24, 2026",$218.45,$0.00,,,Fixed price,https://www.ebay.com/itm/136937604252
1898 O Morgan Silver Dollar $1 NGC MS64,137078170175,"Mar 11, 2026",$120.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137078170175
"GEM BU 1898-O Morgan Silver Dollar (Blast White, All Original), U.S. $1 Coin MS",137101163178,"Mar 15, 2026",$76.80,$4.43,,,Auction,https://www.ebay.com/itm/137101163178
1898 O Morgan Silver Dollar $1 U.S. Coin,137122588991,"Mar 30, 2026",$73.00,$5.00,,,Auction,https://www.ebay.com/itm/137122588991
1898-O MORGAN SILVER DOLLAR ICG MS 63 #T1634,137129423761,"Mar 20, 2026",$84.00,$6.00,,,Auction,https://www.ebay.com/itm/137129423761
1898 O $1 Morgan Silver Dollar in a Plastic Holder,137138045513,"Mar 23, 2026",$76.67,$0.00,,,Auction,https://www.ebay.com/itm/137138045513
1898-O PCGS MS-64 Reverse Rim Toned gold/blue Morgan Silver Dollar #397.,137161153025,"Mar 24, 2026",$149.95,$0.00,,,Fixed price,https://www.ebay.com/itm/137161153025
1898 O $1 Morgan Silver Dollar,137163072184,"Mar 31, 2026",$85.69,$0.00,,,Auction,https://www.ebay.com/itm/137163072184
1898-O Morgan Dollar Excellent,137163933970,"Mar 30, 2026",$65.00,$5.20,,,Fixed price,https://www.ebay.com/itm/137163933970
1898 O Morgan Silver Dollar - Beautiful Mint State - NGC MS63 - FREE SHIPPING,137181422598,"Apr 3, 2026",$114.50,$0.00,,,Fixed price,https://www.ebay.com/itm/137181422598
1898-O CACG MS63 Morgan Dollar,146744101914,"Mar 19, 2026",$119.99,$5.99,,,Fixed price,https://www.ebay.com/itm/146744101914
1898-O Morgan Silver Dollar $1 PCGS Ms63 Ogh Rainbow Toned,147100721541,"Mar 11, 2026",$138.69,$4.50,,,Fixed price,https://www.ebay.com/itm/147100721541
1898 O Morgan Silver Dollar Gem BU ANACS MS64 (PSlab4),147169218580,"Mar 15, 2026",$105.95,$7.95,,,Fixed price,https://www.ebay.com/itm/147169218580
1898-O $1 NGC MS63 Toner - Soap Box Fatty Holder Morgan Silver Dollar. Gorgeous,147174661639,"Apr 3, 2026",$120.00,$5.89,,,Fixed price,https://www.ebay.com/itm/147174661639
1898-O MORGAN SILVER DOLLAR IN PGA SLAB MINT 65,147176109785,"Mar 26, 2026",$85.00,$5.52,,,Fixed price,https://www.ebay.com/itm/147176109785
PCGS / MS- 64 / 1898 O / MORGAN DOLLAR,147201117657,"Mar 19, 2026",$110.58,$5.03,,,Auction,https://www.ebay.com/itm/147201117657
1898-O Morgan Dollar PCGS MS64 #26MAR023,147202674136,"Mar 21, 2026",$157.50,$0.00,,,Auction,https://www.ebay.com/itm/147202674136
1898-O Morgan Silver Dollar NGC MS62 PL Superb Eye Appeal Strong Strike,147202694986,"Mar 20, 2026",$155.00,$0.00,,,Auction,https://www.ebay.com/itm/147202694986
"1898-O Silver Morgan Dollar $1 PCGS MS 64, Stunning Coin",147212714850,"Mar 31, 2026",$94.23,$5.77,,,Fixed price,https://www.ebay.com/itm/147212714850
1898 O Morgan Dollar PCGS MS65 Rattler Holder,147218432835,"Mar 29, 2026",$223.50,$5.20,,,Auction,https://www.ebay.com/itm/147218432835
1898-O Morgan Silver Dollar - A708,147221470867,"Mar 30, 2026",$73.00,$0.00,,,Auction,https://www.ebay.com/itm/147221470867
1898 O $1 Morgan Silver Dollar,147224883937,"Apr 2, 2026",$76.50,$0.00,,,Auction,https://www.ebay.com/itm/147224883937
1898-O Morgan Silver Dollar PCGS MS 65 US Mint $1 New Orleans,147230159091,"Apr 4, 2026",$179.99,$0.00,,,Fixed price,https://www.ebay.com/itm/147230159091
1898 O Morgan Silver Dollar UNCIRCULATED,147231955273,"Apr 4, 2026",$105.50,$1.32,,,Auction,https://www.ebay.com/itm/147231955273
"1898-O Morgan Silver Dollar NGC MS64PL ""Fatty Holder""",156165359345,"Mar 27, 2026",$255.00,$0.00,,,Fixed price,https://www.ebay.com/itm/156165359345
1898 O Morgan Silver Dollar PCGS MS-65 CAC,157375678546,"Mar 10, 2026",$295.00,$2.97,,,Fixed price,https://www.ebay.com/itm/157375678546
1898-O Morgan Dollar - Beautiful Glow- Check Out Photos,157685037991,"Mar 15, 2026",$85.00,$6.00,,,Fixed price,https://www.ebay.com/itm/157685037991
1898-O Morgan Dollar PCGS MS64 New Orleans Minted Silver Dollar No Reserve,157763118086,"Mar 25, 2026",$123.50,$3.50,,,Auction,https://www.ebay.com/itm/157763118086
,,"Jan 18, 2026",$60.66,$0.00,,,Fixed price,,130
[Removed] Item 236625608171,236625608171,"Mar 15, 2026",$61.30,$0.00,,,Fixed price,,97
[Removed] Item 136614329911,136614329911,"Oct 22, 2025",$35.74,$0.00,,,Fixed price,,30
1898 O US Morgan Silver Dollar $1 - NGC Brilliant Uncirculated,404920089692,"Mar 25, 2026",$99.41,$0.00,,,Fixed price,https://www.ebay.com/itm/404920089692,31
,,"Dec 31, 2025",$71.99,$0.00,,,Fixed price,,13
VG/F 1898-O Morgan Silver Dollar (1 coin),127431028609,"Dec 13, 2025",$46.72,$0.00,,,Fixed price,https://www.ebay.com/itm/127431028609,11
1898-O Morgan Silver Dollar MS63 ICG,135539442102,"Jan 5, 2026",$73.68,$0.00,,,Fixed price,https://www.ebay.com/itm/135539442102,10
,,"Nov 20, 2025",$35.54,$0.00,,,Fixed price,,9
* 1898-O * CHOICE to GEM BU MS MORGAN SILVER DOLLAR * FROM ORIGINAL BANK BAG *,154335555992,"Feb 13, 2026",$153.70,$0.00,,,Fixed price,https://www.ebay.com/itm/154335555992,8
1898-O Morgan Silver Dollar NGC MS63 $1,389306511799,"Jan 13, 2026",$89.95,$0.00,,,Fixed price,https://www.ebay.com/itm/389306511799,5
BU/Unc 1898-O Morgan Silver Dollar (1 coin),124100741446,"Jan 25, 2026",$85.71,$0.00,,,Fixed price,https://www.ebay.com/itm/124100741446,4
1898-O MORGAN SILVER DOLLAR-VAM 15-UNC MS+,264376480091,"Feb 2, 2026",$89.00,$0.00,,,Fixed price,https://www.ebay.com/itm/264376480091,3
XF 1898-O Morgan Silver Dollar (1 coin),127624059202,"Jan 19, 2026",$79.63,$0.00,,,Fixed price,https://www.ebay.com/itm/127624059202,3
AU+ 1898-O Morgan Silver Dollar (1 coin),135875456939,"Nov 17, 2025",$54.95,$0.00,,,Fixed price,https://www.ebay.com/itm/135875456939,2
,,"Dec 11, 2025",$145.05,$5.37,,,Fixed price,,2
,,"Nov 10, 2025",$31.99,$5.00,,,Fixed price,,2
1898 O Morgan Dollar From OBW Estate Roll Choice-Gem Bu Uncirculated 90% Silver,266775208741,"Dec 17, 2025",$118.65,$0.00,,,Fixed price,https://www.ebay.com/itm/266775208741,2
1898 O Morgan Dollar From OBW Estate Roll Choice-Gem Bu Uncirculated 90% Silver,266997117108,"Jan 2, 2026",$144.95,$0.00,,,Fixed price,https://www.ebay.com/itm/266997117108,2
1898-O Morgan Silver Dollar MS64 ICG,365384399493,"Jan 5, 2026",$92.73,$0.00,,,Fixed price,https://www.ebay.com/itm/365384399493,2
1898-O MORGAN SILVER DOLLAR,116040746738,"Feb 1, 2026",$85.00,$2.30,,,Fixed price,https://www.ebay.com/itm/116040746738,1
1898-O Morgan Silver Dollar NGC MS64 $1 Coin Still Holds Some Nice Shine M10,116237804962,"Jan 18, 2026",$109.95,$0.00,,,Fixed price,https://www.ebay.com/itm/116237804962,1
1898 O Morgan dollar NGC/CAC MS66 *VAM 16a(old 4a) clashed O Kimpton12* EP,116462442393,"Mar 1, 2026",$500.00,$5.00,,,Fixed price,https://www.ebay.com/itm/116462442393,1
1898-O Morgan Dollar Silver ---- Gem BU+,116706053050,"Jan 25, 2026",$115.00,$6.00,,,Fixed price,https://www.ebay.com/itm/116706053050,1
"1898-O Morgan Silver Dollar Silver Coin, CACG MS-62",116757819948,"Jan 21, 2026",$92.50,$7.95,,,Fixed price,https://www.ebay.com/itm/116757819948,1
1898-O MS66+ (Plus) Morgan Silver Dollar NGC Certified Gem - Rim Toner Top Pop,116765014069,"Feb 3, 2026",$380.00,$7.55,,,Fixed price,https://www.ebay.com/itm/116765014069,1
,,"Oct 23, 2025",$115.50,$9.30,,,Auction,,1
,,"Oct 25, 2025",$50.00,$1.87,,,Auction,,1
,,"Oct 25, 2025",$61.01,$4.65,,,Auction,,1
,,"Oct 28, 2025",$50.00,$3.99,,,Auction,,1
,,"Nov 9, 2025",$65.00,$5.95,,,Auction,,1
,,"Nov 7, 2025",$51.00,$4.00,,,Auction,,1
,,"Nov 13, 2025",$67.00,$4.00,,,Auction,,1
,,"Dec 9, 2025",$367.25,$0.00,,,Fixed price,,1
,,"Nov 23, 2025",$64.00,$4.21,,,Auction,,1
,,"Nov 23, 2025",$260.00,$0.00,,,Fixed price,,1
,,"Nov 25, 2025",$99.00,$0.00,,,Fixed price,,1
,,"Dec 7, 2025",$143.50,$0.00,,,Auction,,1
,,"Dec 9, 2025",$60.00,$8.00,,,Auction,,1
,,"Dec 8, 2025",$71.00,$4.00,,,Auction,,1
,,"Dec 28, 2025",$550.00,$0.00,,,Fixed price,,1
,,"Dec 28, 2025",$400.00,$0.00,,,Fixed price,,1
,,"Jan 6, 2026",$74.00,$4.00,,,Auction,,1
1898 O BU++ GEM MORGAN SILVER DOLLAR UNC IN CAP,116975052753,"Jan 14, 2026",$84.00,$4.75,,,Auction,https://www.ebay.com/itm/116975052753,1
,,"Jan 12, 2026",$64.00,$4.76,,,Auction,,1
MS63 PL 1898-O Silver Morgan Dollar ICG MS63 PL PROOF LIKE,116995896821,"Jan 27, 2026",$152.50,$6.99,,,Auction,https://www.ebay.com/itm/116995896821,1
1898-O Morgan Silver Dollar GEM BU,117001354464,"Feb 1, 2026",$87.96,$5.00,,,Auction,https://www.ebay.com/itm/117001354464,1
1898-O Morgan Silver Dollar - PCGS MS-63 - Old Green Holder,117002463151,"Jan 26, 2026",$129.00,$4.50,,,Fixed price,https://www.ebay.com/itm/117002463151,1
1898-O Morgan Silver Dollar BU++ (cn16177),117030387032,"Feb 17, 2026",$125.00,$4.00,,,Fixed price,https://www.ebay.com/itm/117030387032,1
1898-O Morgan Silver Dollar AU++ (cn16315),117042641207,"Feb 18, 2026",$80.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117042641207,1
"Morgan Silver Dollar Lot Of 3! 1885-O MS 64, 1898-O, MS 64 And 1883-O MS63.",117043086433,"Feb 20, 2026",$302.89,$5.30,,,Auction,https://www.ebay.com/itm/117043086433,1
1898-O Morgan Dollar PCGS MS65!,117047198645,"Feb 21, 2026",$225.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117047198645,1
1898-O Morgan Silver Dollar – PCGS MS63 – Trader Bea Purple Core Holder - Toning,117080486299,"Apr 6, 2026",$109.25,$0.00,,,Fixed price,https://www.ebay.com/itm/117080486299,1
1898-O CHOICE AU+BU BEAUTIFULLY TONED MORGAN SILVER DOLLAR COLLECTOR GRADE M1812,117130509323,"Apr 7, 2026",$105.00,$5.25,,,Fixed price,https://www.ebay.com/itm/117130509323,1
1898 O Morgan Dollar BU Choice Uncirculated Silver $ Toned 25157 bb5,117134144377,"Apr 9, 2026",$115.00,$5.07,,,Fixed price,https://www.ebay.com/itm/117134144377,1
1898-O Morgan Silver Dollar Brilliant Uncirculated.,125807328804,"Jan 26, 2026",$89.00,$0.00,,,Fixed price,https://www.ebay.com/itm/125807328804,1
Lot of 2 ('98-O & '99-O) Morgan Silver Dollars BU Details,125954828789,"Feb 27, 2026",$188.00,$0.00,,,Fixed price,https://www.ebay.com/itm/125954828789,1
,,"Nov 11, 2025",$225.00,$0.00,,,Fixed price,,1
1898-O $1 Morgan Silver Dollar NGC MS 64,126191889666,"Jan 24, 2026",$138.00,$3.99,,,Fixed price,https://www.ebay.com/itm/126191889666,1
,,"Dec 21, 2025",$115.00,$0.00,,,Fixed price,,1
1898-O Morgan Silver Dollar $1 PCGS MINT STATE 64 MS 64 OLD GREEN HOLDER OGH,127049045909,"Jan 26, 2026",$129.27,$8.10,,,Fixed price,https://www.ebay.com/itm/127049045909,1
,,"Dec 3, 2025",$74.00,$7.70,,,Fixed price,,1
,,"Dec 9, 2025",$169.91,$0.00,,,Fixed price,,1
VF 1898-O Morgan Silver Dollar (1 coin),127139093703,"Dec 10, 2025",$52.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127139093703,1
,,"Dec 4, 2025",$195.00,$0.00,,,Fixed price,,1
,,"Oct 16, 2025",$300.00,$5.00,,,Fixed price,,1
