Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1916 D Mercury Dime Low production in the first year As shown Lot of 3,318095165873,"Apr 5, 2026",$39.99,$0.00,,,Fixed price,https://www.ebay.com/itm/318095165873
1916 D Mercury Dime Low production in the first year As shown in the figure,318095423998,"Apr 5, 2026",$22.98,$0.00,,,Fixed price,https://www.ebay.com/itm/318095423998
$1 Face Value MERCURY DIME 1916-1945 P D S Mint 10 Silver USA Rare Coins 🔥90%,157737333781,"Apr 4, 2026",$89.19,$0.00,,,Fixed price,https://www.ebay.com/itm/157737333781
Lot of 3 1916-D Mercury Dime Low production in the first year,168281076069,"Apr 4, 2026",$39.99,$0.00,,,Fixed price,https://www.ebay.com/itm/168281076069
"1916-D Mercury Dime, Highly Coveted Low Mintage, Key Date, Full Mint Mark",406792918524,"Apr 1, 2026",$23.99,$0.00,,,Fixed price,https://www.ebay.com/itm/406792918524
1916 D Mercury Dime Low production in the first year As shown Lot of 3,318085209196,"Apr 1, 2026",$35.00,$0.00,,,Fixed price,https://www.ebay.com/itm/318085209196
,,"Mar 31, 2026",$21.27,$0.00,,,Fixed price,
1916-D Mercury Dime/FA-2/Certified by ANACS,137152765454,"Mar 31, 2026",$552.00,$0.00,,,Auction,https://www.ebay.com/itm/137152765454
1916 D Mercury Dime Low production in the first year As shown in the figure,287233955536,"Mar 31, 2026",$23.99,$0.00,,,Fixed price,https://www.ebay.com/itm/287233955536
,,"Mar 30, 2026",$24.99,$0.00,,,Fixed price,
1916-D Mercury Dime ~ Fair/AG ~ 90% Silver ~ Key Date!,298169886378,"Mar 29, 2026",$576.67,$4.98,,,Fixed price,https://www.ebay.com/itm/298169886378
[Removed] Item 336501179398,336501179398,"Mar 29, 2026",$24.50,$9.99,,,Fixed price,
,,"Mar 28, 2026",$36.66,$0.00,,,Fixed price,
"Giant 1916-D Mercury Dime 3"" Metal Coin Replica",388555784398,"Mar 27, 2026",$3.95,$5.14,,,Fixed price,https://www.ebay.com/itm/388555784398
1921 D Mercury Dime Low production in the first year As shown in the figure,397324524840,"Mar 26, 2026",$18.89,$9.99,,,Fixed price,https://www.ebay.com/itm/397324524840
1/10th Oz .999 Silver US 1916-D Mercury Dime High Relief Round by Intaglio Mint!,187728972475,"Mar 25, 2026",$20.00,$5.00,,,Fixed price,https://www.ebay.com/itm/187728972475
[Removed] Item 336493772416,336493772416,"Mar 25, 2026",$23.50,$9.99,,,Fixed price,
1916 D Mercury Silver Dime PCGS G-4,157779809374,"Mar 25, 2026","$1,435.00",$0.00,,,Fixed price,https://www.ebay.com/itm/157779809374
1916 D Mercury Dime Low production in the first year As shown Lot of 3,358325606419,"Mar 25, 2026",$35.85,$0.00,,,Fixed price,https://www.ebay.com/itm/358325606419
1916 D MERCURY SILVER DIME 10C COIN NGC AG DETAILS KEY DATE FULL DATE & MINTMARK,137164413080,"Mar 24, 2026",$699.90,$10.00,,,Fixed price,https://www.ebay.com/itm/137164413080
1916 D Mercury Dime Low production in the first year As shown in the figure,287214660752,"Mar 24, 2026",$25.99,$0.00,,,Fixed price,https://www.ebay.com/itm/287214660752
1916 D Mercury Dime Low production in the first year As shown in the figure,406769594927,"Mar 24, 2026",$25.54,$0.00,,,Fixed price,https://www.ebay.com/itm/406769594927
MERCURY DIME SET IN NEW HARRIS FOLDER--Complete minus 1916-D,127751960339,"Mar 24, 2026",$479.95,$10.95,,,Auction,https://www.ebay.com/itm/127751960339
,,"Mar 23, 2026",$19.89,$14.99,,,Fixed price,
[Removed] Item 206134018569,206134018569,"Mar 22, 2026",$6.90,$40.23,,,Fixed price,
$100 Face 1916-1945 P/D/S Mercury Dimes 90% Silver 20 Rolls 1000 Coin Bulk Lot,366162831807,"Mar 22, 2026","$5,112.28",$0.00,,,Fixed price,https://www.ebay.com/itm/366162831807
Better 1916-1945 S w/ 1921 P D 1931 P D S Mercury Silver Dimes Set in Album,137117887047,"Mar 22, 2026",$460.00,$5.99,,,Auction,https://www.ebay.com/itm/137117887047
[Removed] Item 377015861448,377015861448,"Mar 20, 2026",$18.16,$12.49,,,Fixed price,
,,"Mar 20, 2026",$17.96,$9.99,,,Fixed price,
[Removed] Item 358286922137,358286922137,"Mar 19, 2026",$23.71,$0.00,,,Fixed price,
"1916-D Mercury Dime - PCGS G (Good) Details, Scratch.",157735757223,"Mar 19, 2026",$650.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157735757223
1916 D Mercury Dime Low production in the first year As shown in the figure,358111951619,"Mar 19, 2026",$19.65,$9.99,,,Fixed price,https://www.ebay.com/itm/358111951619
1916 D Mercury Dime Low production in the first year As shown in the figure,147201630642,"Mar 19, 2026",$26.13,$0.00,,,Fixed price,https://www.ebay.com/itm/147201630642
,,"Mar 17, 2026",$36.49,$0.00,,,Fixed price,
[Removed] Item 397319047254,397319047254,"Mar 16, 2026",$18.24,$9.99,,,Fixed price,
1916-D Mercury Dime Authentic ICG Lowball Set Filler Key Date Merc Silver Estate,157731578824,"Mar 16, 2026",$586.88,$8.75,,,Auction,https://www.ebay.com/itm/157731578824
[Removed] Item 389740281307,389740281307,"Mar 15, 2026",$25.47,$0.00,,,Fixed price,
1916-1945 Micro S w/ 1921 P D Mercury Silver Dimes Set in Vintage LOC #10 Album,137097668766,"Mar 15, 2026",$808.88,$4.87,,,Auction,https://www.ebay.com/itm/137097668766
Lot #D of 6 90% Silver Mercury Dimes 10C (1916-1945) Circulated,147195241351,"Mar 12, 2026",$39.00,$0.00,,,Auction,https://www.ebay.com/itm/147195241351
1916-D 10c Mercury Dime PCGS AG DETAILS Key Date,127732250387,"Mar 11, 2026",$595.00,$15.00,,,Fixed price,https://www.ebay.com/itm/127732250387
1916 D Mercury Dime Low production in the first year---As shown in the figure,206114236397,"Mar 10, 2026",$6.90,$22.99,,,Fixed price,https://www.ebay.com/itm/206114236397
1916-D Mercury Dime | Silver 10 c | ANACS AG 3 | Key Date,117066781854,"Mar 9, 2026",$735.00,$4.95,,,Fixed price,https://www.ebay.com/itm/117066781854
1916 D Mercury Silver Dime 10C - Mercury Dime - Popular Key Date,147191152760,"Mar 9, 2026",$450.00,$9.99,,,Fixed price,https://www.ebay.com/itm/147191152760
,,"Mar 9, 2026",$30.00,$0.00,,,Fixed price,
,,"Mar 8, 2026",$39.00,$0.00,,,Fixed price,
03/00000008 L#6269 1916 D Mercury Silver Dime Coin PCGS AG03 (wkj),157733061786,"Mar 8, 2026",$740.00,$0.00,,,Auction,https://www.ebay.com/itm/157733061786
1916 D Mercury Dime Low production in the first year As shown in the figure,236674457889,"Mar 8, 2026",$17.99,$0.00,,,Fixed price,https://www.ebay.com/itm/236674457889
1916 D Mercury Dime Low production in the first year As shown in the figure,336468570574,"Mar 8, 2026",$19.98,$0.00,,,Fixed price,https://www.ebay.com/itm/336468570574
"1916 D MERCURY DIME CAC G DETAILS SCRATCHED OBVERSE, A COUPLE OF OLD, WELL",147139801107,"Mar 7, 2026","$1,350.00",$0.00,,,Fixed price,https://www.ebay.com/itm/147139801107
1916 D Mercury Dime Low production in the first year As shown in the figure,147188354584,"Mar 7, 2026",$27.89,$0.00,,,Fixed price,https://www.ebay.com/itm/147188354584
