Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2000 Australia Lunar I Dragon 2 oz Silver BU,242233930862,1/21/2026,$558.14,Free,Uncirculated,jmbullion,Buy It Now,https://www.ebay.com/itm/242233930862
2000 Lunar I Dragon 2 oz Silver PCGS MS-69,142819281566,1/10/2026,$802.83,Free,Certified,sdbullion,Best Offer,https://www.ebay.com/itm/142819281566
2000 Australia Lunar I Dragon 2 oz Silver BU,278335117463,1/1/2026,$505.79,Free,Uncirculated,jmbullion,Best Offer,https://www.ebay.com/itm/278335117463
2000 Australia Lunar I Dragon 2 oz Silver BU,351541969947,1/23/2026,$635.84,$3.99,Uncirculated,sdbullion,Buy It Now,https://www.ebay.com/itm/351541969947
2000 Lunar I Dragon 2 oz Silver NGC MS-69,316148089402,1/28/2026,$803.42,Free,Certified,pinehurst_coins,Best Offer,https://www.ebay.com/itm/316148089402
2000 Lunar I Dragon 2 oz Silver NGC MS-69,204321710578,12/25/2025,$839.33,Free,Certified,keydate_coins,Best Offer,https://www.ebay.com/itm/204321710578
2000 Australia Lunar I Dragon 2 oz Silver BU,385428349347,12/8/2025,$673.25,Free,Uncirculated,davidlawrence,Buy It Now,https://www.ebay.com/itm/385428349347
2000 Lunar I Dragon 2 oz Silver PCGS MS-69,259514884635,1/30/2026,$875.18,$3.99,Certified,sdbullion,Buy It Now,https://www.ebay.com/itm/259514884635
2000 Australia Lunar I Dragon 2 oz Silver BU,397949905582,1/23/2026,$689.32,Free,Uncirculated,sdbullion,Best Offer,https://www.ebay.com/itm/397949905582
2000 Australia Lunar I Dragon 2 oz Silver BU,122084053144,2/7/2026,$696.72,$5.99,Uncirculated,govmint_official,Best Offer,https://www.ebay.com/itm/122084053144
2000 Australia Lunar I Dragon 2 oz Silver BU,322578480845,12/23/2025,$594.12,Free,Uncirculated,keydate_coins,Buy It Now,https://www.ebay.com/itm/322578480845
2000 Lunar I Dragon 2 oz Silver NGC MS-69,385262153970,11/27/2025,$923.76,Free,Certified,jmbullion,Best Offer,https://www.ebay.com/itm/385262153970
2000 Australia Lunar I Dragon 2 oz Silver BU,111803755329,2/10/2026,$614.89,$4.99,Uncirculated,govmint_official,Auction,https://www.ebay.com/itm/111803755329
2000 Australia Lunar I Dragon 2 oz Silver BU,394555784894,2/7/2026,$543.88,Free,Uncirculated,mcm_online,Buy It Now,https://www.ebay.com/itm/394555784894
