Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2002 Australia Lunar Series I Horse 1 oz Silver BU,323045589130,1/31/2026,$171.26,$5.99,Uncirculated,heritage_auctions_outlet,Buy It Now,https://www.ebay.com/itm/323045589130
2002 Australia Lunar I Horse 1 oz Silver PCGS MS-69,338560368597,1/27/2026,$208.60,Free,Certified,pinehurst_coins,Auction,https://www.ebay.com/itm/338560368597
2002 Australian Lunar Horse Silver NGC MS-70,356969743982,2/9/2026,$373.69,$5.99,Certified,pinehurst_coins,Auction,https://www.ebay.com/itm/356969743982
2002 Australia Lunar Series I Horse 1 oz Silver BU,100706853897,1/8/2026,$197.67,$5.99,Uncirculated,govmint_official,Buy It Now,https://www.ebay.com/itm/100706853897
2002 Australia Lunar Series I Horse 1 oz Silver BU,336620822628,11/24/2025,$171.59,$4.99,Uncirculated,heritage_auctions_outlet,Buy It Now,https://www.ebay.com/itm/336620822628
2002 Australia Lunar Series I Horse 1 oz Silver BU,225255446537,2/5/2026,$175.56,Free,Uncirculated,liberty_coin,Buy It Now,https://www.ebay.com/itm/225255446537
2002 Australia Lunar Series I Horse 1 oz Silver BU,281635577028,2/16/2026,$209.97,Free,Uncirculated,goldeneaglecoin,Auction,https://www.ebay.com/itm/281635577028
2002 Australia Lunar Series I Horse 1 oz Silver BU,150143584657,2/19/2026,$214.17,Free,Uncirculated,pinehurst_coins,Buy It Now,https://www.ebay.com/itm/150143584657
2002 Australia Lunar Series I Horse 1 oz Silver BU,119979032707,1/30/2026,$210.21,Free,Uncirculated,silvertowne,Buy It Now,https://www.ebay.com/itm/119979032707
2002 Australian Lunar Horse Silver PCGS MS-70,188995756758,1/24/2026,$467.70,Free,Certified,heritage_auctions_outlet,Best Offer,https://www.ebay.com/itm/188995756758
2002 Australia Lunar Series I Horse 1 oz Silver BU,382445201670,12/7/2025,$154.64,Free,Uncirculated,davidlawrence,Buy It Now,https://www.ebay.com/itm/382445201670
2002 Australia Lunar Series I Horse 1 oz Silver BU,263449698896,1/1/2026,$161.67,Free,Uncirculated,keydate_coins,Buy It Now,https://www.ebay.com/itm/263449698896
2002 Australian Lunar Horse Silver NGC MS-70,138061202597,12/8/2025,$437.52,Free,Certified,goldeneaglecoin,Buy It Now,https://www.ebay.com/itm/138061202597
2002 Australia Lunar Series I Horse 1 oz Silver BU,369022714452,1/21/2026,$214.73,Free,Uncirculated,boldpreciousmetals,Auction,https://www.ebay.com/itm/369022714452
2002 Australia Lunar Series I Horse 1 oz Silver BU,158698130157,12/3/2025,$211.89,Free,Uncirculated,govmint_official,Auction,https://www.ebay.com/itm/158698130157
2002 Australia Lunar I Horse 1 oz Silver NGC MS-69,100093593228,11/23/2025,$240.59,Free,Certified,bullionshark,Best Offer,https://www.ebay.com/itm/100093593228
2002 Australia Lunar I Horse 1 oz Silver NGC MS-69,308220349664,12/5/2025,$292.11,$5.99,Certified,rarecoinwholesalers,Auction,https://www.ebay.com/itm/308220349664
2002 Australia Lunar I Horse 1 oz Silver NGC MS-69,237937973826,12/13/2025,$261.00,$4.99,Certified,sdbullion,Auction,https://www.ebay.com/itm/237937973826
