Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
"1964 US Commemorative Year Set (Complete) #1181, 1242-1260 MNH FREE SHIPPING",285209761274,"Apr 4, 2026",$2.45,$0.00,,,Fixed price,https://www.ebay.com/itm/285209761274
1964 (P) Proof Set Original Envelope 90% Silver US Mint 5 Coins,117108372050,"Mar 26, 2026",$44.42,$5.51,,,Fixed price,https://www.ebay.com/itm/117108372050
1964 Philadelphia US Proof Set Envelope Only - No Coins,375915128514,"Mar 25, 2026",$2.33,$0.83,,,Fixed price,https://www.ebay.com/itm/375915128514
1964 P & D US Mint Set Uncirculated 10 Coins w/ 90% Silver OGP Envelope,144792771061,"Mar 23, 2026",$122.16,$0.00,,,Fixed price,https://www.ebay.com/itm/144792771061
"1961-1964 U.S. Mint Uncirculated Sets, 90% Silver - Free Shipping US",177891429438,"Mar 22, 2026",$459.99,$0.00,,,Fixed price,https://www.ebay.com/itm/177891429438
1964 US SILVER MINT SET SEALED,297770993502,"Apr 2, 2026",$102.50,$9.88,,,Fixed price,https://www.ebay.com/itm/297770993502
1964–P Uncirculated US COIN SET 90% SILVER in Genuine Mint Set Case Brilliant BU,298102940538,"Apr 4, 2026",$69.00,$0.00,,,Fixed price,https://www.ebay.com/itm/298102940538
1964 - Commemorative Year Set - US Mint Never Hinged Stamps,317753266342,"Mar 29, 2026",$2.40,$0.00,,,Fixed price,https://www.ebay.com/itm/317753266342
1964 Government Issued Proof Set in Unopened US Mint Envelope - Sealed,117060913020,"Mar 17, 2026",$65.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117060913020
1964 (P) Proof Set Original Envelope 90% Silver US Mint 5 Coins,117117262277,"Mar 31, 2026",$48.40,$5.89,,,Fixed price,https://www.ebay.com/itm/117117262277
1964 P & D US Mint Set Uncirculated 10 Coins w/ 90% Silver in Mint Envelope,236616284242,"Mar 25, 2026",$112.50,$6.08,,,Fixed price,https://www.ebay.com/itm/236616284242
"1964–P US MINT COIN SET 90% SILVER, UNCIRCULATED, CASE + Box not sms Coins",297687696577,"Apr 1, 2026",$73.08,$4.95,,,Fixed price,https://www.ebay.com/itm/297687696577
1964 US Mint Silver Proof Set _ Sealed Unopened - Please Read Full Description,297784853713,"Mar 16, 2026",$71.89,$14.85,,,Fixed price,https://www.ebay.com/itm/297784853713
"US MINT COIN SET 1964-P 90% SILVER, Double Struck Gem Luster In CASE",306763430514,"Mar 28, 2026",$76.00,$7.85,,,Fixed price,https://www.ebay.com/itm/306763430514
1964 US Mint 90% Silver Uncirculated 5 Coin Set,117111542424,"Mar 31, 2026",$40.00,$5.00,,,Fixed price,https://www.ebay.com/itm/117111542424
1964 Silver Proof Set US Mint OGP Envelope 90% Silver 5 Coins Kennedy Half,144880635989,"Apr 4, 2026",$64.89,$0.00,,,Fixed price,https://www.ebay.com/itm/144880635989
1955 - 1964 US PROOF SET TOKEN *IN MINT CELLO* **FREE SHIPPING**,163921835976,"Mar 7, 2026",$1.18,$0.00,,,Fixed price,https://www.ebay.com/itm/163921835976
1964 US SILVER MINT SET COMPLETE P&D,297871269524,"Mar 11, 2026",$104.00,$7.88,,,Fixed price,https://www.ebay.com/itm/297871269524
1964 Silver Proof Roosevelt Dime Ten-Cent Coin 10c from US Mint Proof Set,324864627061,"Mar 28, 2026",$10.24,$0.00,,,Fixed price,https://www.ebay.com/itm/324864627061
B6810- 1964-65 Toronto Star RARE Hockey Photo Cards -You Pick- 15+ FREE US SHIP,336021647503,"Apr 2, 2026",$53.99,$0.10,,,Fixed price,https://www.ebay.com/itm/336021647503
"1964 US Mint Proof Coin Set, Original Packaging",366228160459,"Apr 2, 2026",$63.62,$23.10,,,Fixed price,https://www.ebay.com/itm/366228160459
Portugal 1964 - 100 Years Sameiro Sanctuary stamps set used,117064854251,"Mar 8, 2026",$0.14,$0.03,,,Auction,https://www.ebay.com/itm/117064854251
1964 US Mint Coin Set in Plastic Whitman Holder 90% silver,117078603938,"Mar 16, 2026",$64.00,$7.00,,,Auction,https://www.ebay.com/itm/117078603938
1964 US Mint Proof Set 5 Coins Loose Opened,117113922130,"Mar 29, 2026",$29.75,$5.45,,,Fixed price,https://www.ebay.com/itm/117113922130
1964 US Mint Proof 5 Coin Set Cello Flat Pack with Envelope 3 Coins are Silver,127680040187,"Mar 12, 2026",$60.00,$7.95,,,Fixed price,https://www.ebay.com/itm/127680040187
1964 Uncirculated US Mint Coin Set in Plastic Holder 90% silver,137108665596,"Mar 15, 2026",$46.01,$7.95,,,Auction,https://www.ebay.com/itm/137108665596
1964 US Mint Set Uncirculated Coins Half Dollar Quarter Dime Nickel Cent,137124924613,"Mar 19, 2026",$46.00,$0.00,,,Auction,https://www.ebay.com/itm/137124924613
1964 (P) Proof Set Original Envelope 90% Silver US Mint 5 Coins,137132245370,"Mar 16, 2026",$35.00,$0.00,,,Auction,https://www.ebay.com/itm/137132245370
"1961 1964 And 1960 Us Proof Sets All OGP, Gem Coins, Small Date",137154777261,"Mar 24, 2026",$129.50,$2.20,,,Auction,https://www.ebay.com/itm/137154777261
1964 US Mint Silver Proof Set In OGP,145649124104,"Mar 25, 2026",$52.99,$0.00,,,Fixed price,https://www.ebay.com/itm/145649124104
1964 US Mint Proof Set Kennedy Half Dollar Accented Hair Variety OGP Envelope,145798294948,"Mar 30, 2026",$109.99,$0.00,,,Fixed price,https://www.ebay.com/itm/145798294948
1964 US Mint Proof Set 90% Silver Capital Plastic Holder 5 Coins,146791443442,"Mar 19, 2026",$70.99,$0.00,,,Fixed price,https://www.ebay.com/itm/146791443442
US MINT COIN SET 1964-P 90% SILVER - In Original CASE-SILVER,147109256239,"Mar 11, 2026",$148.00,$9.00,,,Fixed price,https://www.ebay.com/itm/147109256239
1964 US Mint Proof Set with Kennedy Half Dollar Accented Hair Variety Milk Spot,147163575963,"Mar 19, 2026",$85.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147163575963
1964 Proof Set - United States Mint + US Mint Proof Set - Quarters,147180124229,"Mar 8, 2026",$61.00,$4.50,,,Auction,https://www.ebay.com/itm/147180124229
1964 US Silver Coin Proof Set (5) Coins Original Mint Packaging Brilliant PQ Set,147187550905,"Mar 22, 2026",$45.00,$6.95,,,Fixed price,https://www.ebay.com/itm/147187550905
1964 SILVER PROOF SET IN ORIGINAL SEALED ENVELOPE FROM US MINT UNOPENED,147198142906,"Mar 13, 2026",$55.00,$10.85,,,Fixed price,https://www.ebay.com/itm/147198142906
1964 P & D US Mint Set Uncirculated 10 Coins w/ 90% Silver OGP Envelope,147210314374,"Apr 4, 2026",$90.00,$5.45,,,Fixed price,https://www.ebay.com/itm/147210314374
Lot of (3) 1964 Silver US Proof Sets Original With 90% Silver Half Qtr +Dime,147218404848,"Mar 23, 2026",$140.00,$5.00,,,Fixed price,https://www.ebay.com/itm/147218404848
Lot of 2 - 1964 US Mint Silver Proof Sets - SEALED ENVELOPES - 90% Silver OGP,147233741685,"Apr 2, 2026",$114.99,$5.85,,,Fixed price,https://www.ebay.com/itm/147233741685
03/0007 L#5202 1964 US Mint Silver Proof Set- A.4,157731204976,"Mar 7, 2026",$51.00,$0.00,,,Auction,https://www.ebay.com/itm/157731204976
1964 US MINT SILVER MINT SET - 10 COINS AS SHOWN,157733105925,"Mar 7, 2026",$104.99,$0.00,,,Fixed price,https://www.ebay.com/itm/157733105925
VTG 1964 Silver US Kennedy Set Uncirculated Plastic Holder Quarter Dime Nickel,157747129240,"Mar 14, 2026",$45.00,$7.35,,,Fixed price,https://www.ebay.com/itm/157747129240
1964 US Mint Uncirculated Set 90% Silver Whitman Plastic Holder 5 Coins US Mint,157756952464,"Mar 17, 2026",$65.00,$5.62,,,Fixed price,https://www.ebay.com/itm/157756952464
1964 US Silver coin set,157759252070,"Mar 16, 2026",$40.00,$5.40,,,Fixed price,https://www.ebay.com/itm/157759252070
03/00019 L#2521 1964 US Mint Silver Proof Set- A.4,157767033879,"Mar 19, 2026",$23.00,$0.00,,,Auction,https://www.ebay.com/itm/157767033879
03/021 L#3718 1964 US Mint Silver Proof Set- A.4,157772765379,"Mar 21, 2026",$65.00,$0.00,,,Auction,https://www.ebay.com/itm/157772765379
03/023 L#5151 1964 US Mint Silver Proof Set- A.4,157778974025,"Mar 23, 2026",$47.00,$0.00,,,Auction,https://www.ebay.com/itm/157778974025
03/00028 L#8240 1964 US Mint Silver Proof Set Sealed -A.4,157791586924,"Mar 28, 2026",$111.00,$0.00,,,Auction,https://www.ebay.com/itm/157791586924
1964 US Mint Proof Set 5 Coins New Sealed Original Packaging Nice!,157793235726,"Mar 31, 2026",$49.95,$5.00,,,Fixed price,https://www.ebay.com/itm/157793235726
