Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2020 Mouse & 2021 Ox Perth Mint Lunar Series III 1oz Silver Coins BU Lot of 2,117074871541,"May 18, 2026",$250.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117074871541,1
"2021 1oz Silver Coin, Lunar III series, the year of the OX, in Capsule. Gem BU!",127797527467,"Apr 15, 2026",$99.00,$5.95,,,Fixed price,https://www.ebay.com/itm/127797527467,1
"2021, 1oz Silver Coin, Lunar III series, the year of the OX, in Capsule.",227277104916,"Apr 5, 2026",$120.00,$4.50,,,Fixed price,https://www.ebay.com/itm/227277104916,1
"2021, 1oz Silver Coin, Lunar III series, the year of the OX, in Capsule.",287239674134,"Apr 2, 2026",$109.95,$5.77,,,Fixed price,https://www.ebay.com/itm/287239674134
"2021, 1oz Silver Coin, Lunar III series, the year of the OX, in Capsule.",227241713011,"Mar 25, 2026",$120.00,$4.50,,,Fixed price,https://www.ebay.com/itm/227241713011
"2021 Australia 1oz Silver Coin, Lunar III Series, Year of the Ox, in Capsule",227244064998,"Mar 11, 2026",$110.00,$5.89,,,Fixed price,https://www.ebay.com/itm/227244064998
"2021, 1oz Silver Coin, Lunar III series, the year of the OX, in Capsule.",287168801254,"Mar 11, 2026",$112.95,$6.24,,,Fixed price,https://www.ebay.com/itm/287168801254
,,"Feb 27, 2026",$105.00,$5.89,,,Fixed price,,1
,,"Feb 25, 2026",$100.00,$5.89,,,Fixed price,,1
,,"Feb 12, 2026",$115.00,$4.50,,,Fixed price,,2
,,"Jan 30, 2026",$105.50,$8.53,,,Auction,,1
,,"Jan 27, 2026",$113.57,$4.50,,,Fixed price,,7
,,"Jan 25, 2026",$115.00,$5.89,,,Fixed price,,1
,,"Jan 23, 2026",$101.00,$5.00,,,Fixed price,,1
