Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1999 Australia Lunar I Rabbit 1 oz Silver PCGS MS-69,303092834202,12/12/2025,$241.83,$3.99,Certified,apmex,Best Offer,https://www.ebay.com/itm/303092834202
1999 Australia Lunar Series I Year of the Rabbit 1 oz Silver BU,131809349430,12/3/2025,$216.72,$3.99,Uncirculated,mcm_online,Buy It Now,https://www.ebay.com/itm/131809349430
1999 Perth Mint Lunar Rabbit 1 oz .999 Silver,384156511794,12/11/2025,$154.14,$4.99,Uncirculated,moderncoinmart,Buy It Now,https://www.ebay.com/itm/384156511794
1999 Perth Mint Lunar Rabbit 1 oz .999 Silver,338262371515,1/11/2026,$194.80,Free,Uncirculated,heritage_auctions_outlet,Buy It Now,https://www.ebay.com/itm/338262371515
1999 Australia Lunar Series I Year of the Rabbit 1 oz Silver BU,208784307124,12/25/2025,$191.47,Free,Uncirculated,moderncoinmart,Buy It Now,https://www.ebay.com/itm/208784307124
1999 Australia Lunar I Rabbit 1 oz Silver PCGS MS-69,145322246346,1/19/2026,$258.76,Free,Certified,mcm_online,Auction,https://www.ebay.com/itm/145322246346
1999 Australia Lunar I Rabbit 1 oz Silver NGC MS-69,371535383349,1/18/2026,$239.55,Free,Certified,govmint_official,Buy It Now,https://www.ebay.com/itm/371535383349
1999 Australia Lunar Series I Year of the Rabbit 1 oz Silver BU,191715242663,12/6/2025,$220.01,Free,Uncirculated,govmint_official,Best Offer,https://www.ebay.com/itm/191715242663
1999 Perth Mint Lunar Rabbit 1 oz .999 Silver,328973699428,2/3/2026,$161.13,$3.99,Uncirculated,jmbullion,Buy It Now,https://www.ebay.com/itm/328973699428
1999 Perth Mint Lunar Rabbit 1 oz .999 Silver,296004300743,1/11/2026,$171.65,$3.99,Uncirculated,legend_numismatics,Buy It Now,https://www.ebay.com/itm/296004300743
1999 Australia Lunar I Rabbit 1 oz Silver NGC MS-69,146237532572,2/24/2026,$211.35,Free,Certified,greatcollections,Buy It Now,https://www.ebay.com/itm/146237532572
1999 Australia Lunar I Rabbit 1 oz Silver NGC MS-69,192447282348,12/7/2025,$215.96,$3.99,Certified,davidlawrence,Best Offer,https://www.ebay.com/itm/192447282348
1999 Australian Lunar Rabbit Silver PCGS MS-70,252856595587,2/7/2026,$525.21,$3.99,Certified,jmbullion,Auction,https://www.ebay.com/itm/252856595587
1999 Australia Lunar Series I Year of the Rabbit 1 oz Silver BU,151478320790,12/21/2025,$176.63,$4.99,Uncirculated,keydate_coins,Best Offer,https://www.ebay.com/itm/151478320790
1999 Perth Mint Lunar Rabbit 1 oz .999 Silver,384244037130,1/28/2026,$165.36,Free,Uncirculated,boldpreciousmetals,Best Offer,https://www.ebay.com/itm/384244037130
1999 Australian Lunar Rabbit Silver NGC MS-70,323902565729,12/6/2025,$407.96,Free,Certified,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/323902565729
1999 Perth Mint Lunar Rabbit 1 oz .999 Silver,339771184082,12/25/2025,$196.72,$3.99,Uncirculated,legend_numismatics,Best Offer,https://www.ebay.com/itm/339771184082
1999 Australia Lunar Series I Year of the Rabbit 1 oz Silver BU,395193484371,1/28/2026,$163.17,Free,Uncirculated,apmex,Buy It Now,https://www.ebay.com/itm/395193484371
