Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1968 S 50C Silver Kennedy Half Dollar PCGS PR67 US 50C Coin Lot 0388,307086298006,"Aug 26, 2026",$21.67,$5.60,,,Fixed price,https://www.ebay.com/itm/307086298006,5
1968 D Kennedy Half Dollar 40% Silver US Mint Coin Denver John F Kennedy,257630811263,"Aug 26, 2026",$9.00,$3.24,,,Fixed price,https://www.ebay.com/itm/257630811263,3
UNCIRCULATED US Kennedy Half Dollar Mint Coin Mixed Lot!! 1968-1999,273511347824,"Aug 25, 2026",$2.60,$5.66,,,Fixed price,https://www.ebay.com/itm/273511347824,26
1968 S Proof 40% Silver Kennedy Half Dollar,366053172625,"Aug 24, 2026",$14.95,$0.00,,,Fixed price,https://www.ebay.com/itm/366053172625,8
1968-S Kennedy Half Dollar Cameo Proof Silver US Mint Coin 50C 40%,147160256330,"Aug 24, 2026",$17.99,$0.00,,,Fixed price,https://www.ebay.com/itm/147160256330,2
1968 Kennedy Half Dollar 40% Silver Coin .400 Ag,117365335888,"Aug 24, 2026",$9.50,$1.36,,,Auction,https://www.ebay.com/itm/117365335888,1
1968 D Kennedy 40 % Silver Half Dollar From Mint Set In Mint Cello + Mint Token,227039533219,"Aug 23, 2026",$19.74,$1.98,,,Fixed price,https://www.ebay.com/itm/227039533219,4
1968-S gem PROOF 40% silver Kennedy half dollar. Exact coin shown. #4,117368441564,"Aug 22, 2026",$15.00,$0.80,,,Fixed price,https://www.ebay.com/itm/117368441564,1
1969-S gem PROOF 40% silver Kennedy half dollar. Exact coin shown. #7,117368446608,"Aug 22, 2026",$15.00,$0.08,,,Fixed price,https://www.ebay.com/itm/117368446608,1
⭐️1968 S SILVER PROOF KENNEDY HALF CAM⭐️SILVER PROOF KING RARITY MEGA GEM⭐️,168421606362,"Aug 20, 2026",$29.99,$4.96,,,Fixed price,https://www.ebay.com/itm/168421606362,2
1968-D Kennedy Half Dollar ~ 40% SILVER,117352704478,"Aug 19, 2026",$7.99,$1.99,,,Fixed price,https://www.ebay.com/itm/117352704478,1
1968 Kennedy Half Dollar Lot of 4 40silver,117359896813,"Aug 19, 2026",$30.00,$5.40,,,Auction,https://www.ebay.com/itm/117359896813,1
1968 D Kennedy Half Dollar 40% Silver Choice BU US Coin,203074820360,"Aug 18, 2026",$15.78,$3.95,,,Fixed price,https://www.ebay.com/itm/203074820360,2
1968-S Kennedy Proof Half Dollar 40% Silver GEM BU UNCIRCULATED,114530085072,"Aug 18, 2026",$13.00,$5.25,,,Fixed price,https://www.ebay.com/itm/114530085072,1
1968 - S Kennedy Proof Cameo Kennedy Half Dollar 40 % Silver Uncirculated,158165007992,"Aug 16, 2026",$18.96,$0.00,,,Fixed price,https://www.ebay.com/itm/158165007992,4
1968-S gem PROOF Kennedy 40% silver half dollar. Exact coin shown. #10,117357833151,"Aug 15, 2026",$14.20,$0.80,,,Fixed price,https://www.ebay.com/itm/117357833151,1
1968-S gem PROOF 40% silver Kennedy half dollar. Exact coin shown. #3,117357840723,"Aug 15, 2026",$15.20,$0.33,,,Fixed price,https://www.ebay.com/itm/117357840723,1
1968 D JFK Kennedy Half Dollar 40% Silver,117346059496,"Aug 14, 2026",$2.81,$2.54,,,Auction,https://www.ebay.com/itm/117346059496,1
1968-d kennedy half dollar 40 % silver from mint set cello,366569747805,"Aug 13, 2026",$9.42,$1.36,,,Fixed price,https://www.ebay.com/itm/366569747805,14
1968-S Kennedy 40% SILVER Half Dollar PROOF 50C,137437256229,"Aug 13, 2026",$15.29,$0.00,,,Fixed price,https://www.ebay.com/itm/137437256229,2
1969-S gem PROOF Kennedy 40% silver half dollar. Exact coin shown. #20,117357833152,"Aug 13, 2026",$14.20,$0.37,,,Fixed price,https://www.ebay.com/itm/117357833152,1
1968 S 1969 S 1970 S Kennedy Impaired Proof Half Dollar 3 Coin Set 40% Silver,278130910267,"Aug 12, 2026",$27.62,$5.95,,,Fixed price,https://www.ebay.com/itm/278130910267,9
"1968-D KENNEDY HALF DOLLAR, 40% SILVER, AU/MS DETAILS, CIRCULATED, NOT CLEANED",154436238498,"Aug 10, 2026",$9.88,$1.25,,,Fixed price,https://www.ebay.com/itm/154436238498,2
1968-S gem PROOF 40% silver Kennedy half dollar. Exact coin shown. #12,117326826923,"Aug 10, 2026",$14.95,$0.00,,,Fixed price,https://www.ebay.com/itm/117326826923,1
1968 - D 50C Kennedy Half Dollar - 40% Silver Coin in rattle box holder,117338755774,"Aug 10, 2026",$6.61,$5.70,,,Auction,https://www.ebay.com/itm/117338755774,1
1968 United States Mint Proof Set w 40% Silver Kennedy Half Dollar,147447198860,"Aug 8, 2026",$17.95,$6.33,,,Fixed price,https://www.ebay.com/itm/147447198860,4
1969-S gem PROOF Kennedy 40% silver half dollar. Exact coin shown. #18,117304558743,"Aug 8, 2026",$14.95,$0.00,,,Fixed price,https://www.ebay.com/itm/117304558743,1
1968-S gem PROOF 40% silver Kennedy half dollar. Exact coin shown. #4,117326825763,"Aug 6, 2026",$14.95,$0.00,,,Fixed price,https://www.ebay.com/itm/117326825763,1
1968-S gem PROOF Kennedy 40% silver half dollar. Exact coin shown. #3,117304551712,"Aug 4, 2026",$14.95,$0.00,,,Fixed price,https://www.ebay.com/itm/117304551712,1
1969-S gem PROOF Kennedy 40% silver half dollar. Exact coin shown. #14,117304555493,"Aug 3, 2026",$14.95,$0.00,,,Fixed price,https://www.ebay.com/itm/117304555493,1
(2) Rolls Kennedy Half Dollar (40 Total) (1967) 40% Silver Circulated $20 Face,117329617864,"Aug 3, 2026",$315.00,$0.00,,,Auction,https://www.ebay.com/itm/117329617864,1
1776-2026 Kennedy Half Dollar Bank Rolls! 20 COIN ROLL! Look for Silver & Errors,407094023203,"Aug 2, 2026",$23.52,$0.00,,,Fixed price,https://www.ebay.com/itm/407094023203,12
1968 D Kennedy 40% Silver Half Dollar Coin Choice BU UNCIRCULATED Deep Toning !!,117214600983,"Aug 1, 2026",$14.99,$0.00,,,Fixed price,https://www.ebay.com/itm/117214600983,1
Lot Of (5) 40% Silver Kennedy Half Dollars 1968 D Circulated Ungraded Five Coins,117321911878,"Aug 1, 2026",$37.50,$5.73,,,Auction,https://www.ebay.com/itm/117321911878,1
1969-S gem PROOF Kennedy 40% silver half dollar. Exact coin shown. #13,117304555225,"Jul 31, 2026",$14.95,$0.00,,,Fixed price,https://www.ebay.com/itm/117304555225,1
1968-S gem PROOF 40% silver Kennedy half dollar. Exact coin shown. #5,117326826320,"Jul 31, 2026",$14.95,$0.00,,,Fixed price,https://www.ebay.com/itm/117326826320,1
1968 D Kennedy Half Dollar 40% SILVER UNC Mint Cello FREE SHIP **SEE PIC,206379755926,"Jul 30, 2026",$19.75,$0.00,,,Fixed price,https://www.ebay.com/itm/206379755926,3
JFK HALF DOLLAR - 1968 D - SILVER - AU - FREE SHIPPING,117298343373,"Jul 30, 2026",$10.14,$0.00,,,Fixed price,https://www.ebay.com/itm/117298343373,1
2-1968 D & 2- 1969 D Silver Kennedy Half Dollar Coins,117319054244,"Jul 30, 2026",$14.50,$8.30,,,Auction,https://www.ebay.com/itm/117319054244,1
1968-S gem PROOF 40% silver Kennedy half dollar. Exact coin shown. #1,117326824587,"Jul 30, 2026",$14.95,$0.00,,,Fixed price,https://www.ebay.com/itm/117326824587,1
JFK HALF DOLLAR - 1968 D - SILVER - AU - FREE SHIPPING,117214540407,"Jul 29, 2026",$9.50,$0.00,,,Fixed price,https://www.ebay.com/itm/117214540407,1
1968-S gem PROOF Kennedy 40% silver half dollar. Exact coin shown. #6,117304553036,"Jul 29, 2026",$14.95,$0.00,,,Fixed price,https://www.ebay.com/itm/117304553036,1
JFK HALF DOLLAR - 1968 D - 40% SILVER - AU - FREE SHIPPING,117320762595,"Jul 29, 2026",$9.50,$0.00,,,Fixed price,https://www.ebay.com/itm/117320762595,1
"1968-D KENNEDY SILVER HALF DOLLAR 40% SILVER, IN MINT CELLO",117321856381,"Jul 29, 2026",$14.69,$1.25,,,Fixed price,https://www.ebay.com/itm/117321856381,1
1968 1969 1970 S Kennedy Proof Half Dollar Run 3 Coin Set 40% Silver US,142295346349,"Jul 13, 2026",$46.77,$3.95,,,Fixed price,https://www.ebay.com/itm/142295346349,11
"1968-D Kennedy Half Dollar 50c, - 40% Silver, KM#202a",376984862282,"Jul 5, 2026",$9.96,$1.29,,,Fixed price,https://www.ebay.com/itm/376984862282,10
1776-2026 Kennedy Half Dollar Bank Rolls! 20 COIN ROLL! Look for Silver & Errors,407038398699,"Jul 3, 2026",$22.25,$0.00,,,Fixed price,https://www.ebay.com/itm/407038398699,10
1968-D / KENNEDY HALF / 6711 - JFK 50C [KEEPSAKE SLAB] (40% SILVER) BU/MS+ UNC,205280567431,"Jul 3, 2026",$15.99,$8.05,,,Fixed price,https://www.ebay.com/itm/205280567431,7
1968 D Kennedy Half Dollar BU Uncirculated Mint State 40% Silver 50c US Coin,366402344117,"Jun 30, 2026",$19.12,$0.00,,,Fixed price,https://www.ebay.com/itm/366402344117,8
1968 D Kennedy Half Dollar 40% Silver BU,203454380548,"Jun 26, 2026",$15.86,$3.95,,,Fixed price,https://www.ebay.com/itm/203454380548,6
Old Rare UNCIRCULATED US Kennedy Half Dollar Coin Mixed Lot Buy 10 Get 1 free,272973284298,"Jun 17, 2026",$2.62,$5.90,,,Fixed price,https://www.ebay.com/itm/272973284298,88
1968-S Kennedy Half Dollar PROOF 50 Cent Coin 40% Silver 0.400 .4,406682454213,"Jun 13, 2026",$21.14,$0.00,,,Fixed price,https://www.ebay.com/itm/406682454213,6
1968-D Kennedy 40% Silver Half Dollar GEM BU FREE SHIPPING,323764821339,"Jun 12, 2026",$20.60,$0.00,,,Fixed price,https://www.ebay.com/itm/323764821339,9
1968 Kennedy Half Dollar 40% Silver,178201452733,"Jun 12, 2026",$10.99,$0.00,,,Fixed price,https://www.ebay.com/itm/178201452733,5
Kennedy Half Dollar Set Brilliant Uncirculated 1968-1981 1984-1999 P & D Run,273003755226,"Jun 11, 2026",$175.79,$9.13,,,Fixed price,https://www.ebay.com/itm/273003755226,12
1968-D Kennedy Half Dollars BU Brilliant Uncirculated 40% Silver US 50C Coin,287284955691,"Jun 11, 2026",$9.77,$0.99,,,Fixed price,https://www.ebay.com/itm/287284955691,15
1968-S Kennedy Half Dollar Proof Silver US Mint Coin 50C 40%,145825969876,"Jun 10, 2026",$16.88,$0.00,,,Fixed price,https://www.ebay.com/itm/145825969876,9
1968 S Kennedy Half Dollar Gem Proof 40% Silver,202612175373,"Jun 9, 2026",$28.12,$3.95,,,Fixed price,https://www.ebay.com/itm/202612175373,10
1968 D Kennedy Half Dollar 40% SILVER *AU - ABOUT UNCIRCULATED* *FREE SHIPPING*,157947282968,"Jun 7, 2026",$11.98,$0.00,,,Fixed price,https://www.ebay.com/itm/157947282968,6
1968 Kennedy Half Dollar 40% Silver,178163030614,"Jun 7, 2026",$11.16,$0.00,,,Fixed price,https://www.ebay.com/itm/178163030614,6
"1968 Proof Set 40% Silver Kennedy Half Dollar, OGP, 5-Piece San Francisco Mint",336601596855,"Jun 4, 2026",$16.55,$5.83,,,Fixed price,https://www.ebay.com/itm/336601596855,12
1967-P & 1968-D Kennedy 40% Silver Half Dollars - Set 0f 2 Coins,178095671732,"Jun 1, 2026",$18.99,$2.76,,,Fixed price,https://www.ebay.com/itm/178095671732,12
Kennedy Half Dollar 40 % Silver 1965 1966 1967 1968 1969 50c Coin 1 Coin Lot,376409263880,"May 18, 2026",$12.49,$3.11,,,Fixed price,https://www.ebay.com/itm/376409263880,633
1968 Proof Set In Original Government Flat Box With The 40% Silver Kennedy Half,168086257317,"May 1, 2026",$18.68,$5.53,,,Fixed price,https://www.ebay.com/itm/168086257317,8
"1968 1969 1970-S U.S. Proof Sets, Silver Kennedy Half Dollars Lot United States",137097269373,"Apr 30, 2026",$43.99,$6.99,,,Fixed price,https://www.ebay.com/itm/137097269373,7
1968-S - 1999-S PROOF Kennedy Half Dollar 31 Coins Collection From US Proof Sets,405358186375,"Apr 26, 2026",$145.96,$0.00,,,Fixed price,https://www.ebay.com/itm/405358186375,18
1968 D Kennedy Half Dollar 40% SILVER *AU - ABOUT UNCIRCULATED* *FREE SHIPPING*,168244839821,"Apr 20, 2026",$13.31,$0.00,,,Fixed price,https://www.ebay.com/itm/168244839821,24
SILVER 1968 Birth Year Set (5 coins) Choice Brilliant Unc. w/Silver Kennedy half,116971140060,"Apr 20, 2026",$18.95,$5.25,,,Fixed price,https://www.ebay.com/itm/116971140060,8
1968 S Kennedy Gem Proof Half Dollar Coin 40% Silver US,266506493282,"Apr 9, 2026",$18.43,$3.95,,,Fixed price,https://www.ebay.com/itm/266506493282
1968-D Kennedy Half Dollars BU Brilliant Uncirculated Pair 2 Coins 40% Silver,287254331600,"Apr 7, 2026",$18.71,$1.16,,,Fixed price,https://www.ebay.com/itm/287254331600,7
