Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2024 Royal Mint Lunar Dragon 1/4 oz Gold PCGS MS-69,226971328152,12/28/2025,"$1,503.62",Free,Certified,heritage_auctions_outlet,Buy It Now,https://www.ebay.com/itm/226971328152
2024 Great Britain Lunar Dragon 1/4 oz Gold BU,232554535760,2/5/2026,"$1,533.91",$4.99,Uncirculated,pinehurst_coins,Best Offer,https://www.ebay.com/itm/232554535760
2024 Royal Mint Lunar Dragon 1/4 oz Gold NGC MS-69,165040396993,3/1/2026,"$1,554.20",$5.99,Certified,boldpreciousmetals,Best Offer,https://www.ebay.com/itm/165040396993
2024 Royal Mint Lunar Dragon 1/4 oz Gold NGC MS-69,114799835144,12/17/2025,"$1,515.33",Free,Certified,heritage_auctions_outlet,Buy It Now,https://www.ebay.com/itm/114799835144
2024 Royal Mint Lunar Dragon 1/4 oz Gold NGC MS-69,255018126842,1/26/2026,"$1,513.39",Free,Certified,sdbullion,Buy It Now,https://www.ebay.com/itm/255018126842
2024 Royal Mint Lunar Dragon 1/4 oz Gold NGC MS-69,391445135605,1/2/2026,"$1,550.00",Free,Certified,apmex,Auction,https://www.ebay.com/itm/391445135605
2024 Royal Mint Lunar Dragon 1/4 oz Gold PCGS MS-69,264257024648,12/11/2025,"$1,581.01",Free,Certified,rarecoinwholesalers,Buy It Now,https://www.ebay.com/itm/264257024648
2024 Great Britain Lunar Dragon 1/4 oz Gold BU,150277423827,2/17/2026,"$1,409.19",Free,Uncirculated,sdbullion,Buy It Now,https://www.ebay.com/itm/150277423827
2024 Royal Mint Lunar Dragon 1/4 oz Gold NGC MS-69,175662084795,12/21/2025,"$1,549.57",$3.99,Certified,goldeneaglecoin,Buy It Now,https://www.ebay.com/itm/175662084795
2024 Great Britain Lunar Dragon 1/4 oz Gold BU,143975559579,1/22/2026,"$1,530.74",Free,Uncirculated,davidlawrence,Buy It Now,https://www.ebay.com/itm/143975559579
2024 Great Britain Lunar Dragon 1/4 oz Gold BU,351740584927,2/26/2026,"$1,405.75",Free,Uncirculated,pinehurst_coins,Buy It Now,https://www.ebay.com/itm/351740584927
2024 Great Britain Lunar Dragon 1/4 oz Gold BU,365434290564,2/28/2026,"$1,426.69",Free,Uncirculated,sdbullion,Buy It Now,https://www.ebay.com/itm/365434290564
2024 Great Britain Lunar Dragon 1/4 oz Gold BU,260891537277,1/28/2026,"$1,527.34",Free,Uncirculated,boldpreciousmetals,Best Offer,https://www.ebay.com/itm/260891537277
2024 Royal Mint Lunar Dragon 1/4 oz Gold NGC MS-69,169122677856,12/2/2025,"$1,580.31",$3.99,Certified,govmint_official,Buy It Now,https://www.ebay.com/itm/169122677856
