Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2002 Lunar I Horse 1 oz Gold NGC MS-69,156351928410,2/14/2026,"$3,640.04",$4.99,Certified,sdbullion,Best Offer,https://www.ebay.com/itm/156351928410
2002 Australia Lunar I Horse 1 oz Gold BU,291076752740,1/26/2026,"$3,613.12",$4.99,Uncirculated,legend_numismatics,Buy It Now,https://www.ebay.com/itm/291076752740
2002 Lunar I Horse 1 oz Gold NGC MS-69,198693176533,1/12/2026,"$4,088.35",Free,Certified,keydate_coins,Buy It Now,https://www.ebay.com/itm/198693176533
2002 Lunar I Horse 1 oz Gold PCGS MS-69,376101783223,12/14/2025,"$3,696.98",Free,Certified,keydate_coins,Buy It Now,https://www.ebay.com/itm/376101783223
2002 Lunar I Horse Gold NGC MS-70,174824170138,2/16/2026,"$5,354.97",Free,Certified,bullionshark,Best Offer,https://www.ebay.com/itm/174824170138
2002 Australia Lunar I Horse 1 oz Gold BU,119018609122,12/9/2025,"$3,435.70",Free,Uncirculated,moderncoinmart,Buy It Now,https://www.ebay.com/itm/119018609122
2002 Lunar I Horse 1 oz Gold PCGS MS-69,265106586392,2/9/2026,"$4,058.44",Free,Certified,davidlawrence,Buy It Now,https://www.ebay.com/itm/265106586392
2002 Australia Lunar I Horse 1 oz Gold BU,134493903229,1/11/2026,"$3,692.82",Free,Uncirculated,silvertowne,Buy It Now,https://www.ebay.com/itm/134493903229
2002 Australia Lunar I Horse 1 oz Gold BU,336874122644,12/12/2025,"$3,556.76",$5.99,Uncirculated,rarecoinwholesalers,Best Offer,https://www.ebay.com/itm/336874122644
2002 Lunar I Horse Gold PCGS MS-70,373994917763,1/18/2026,"$4,871.47",Free,Certified,davidlawrence,Buy It Now,https://www.ebay.com/itm/373994917763
2002 Australia Lunar I Horse 1 oz Gold BU,230278328319,2/6/2026,"$3,405.21",Free,Uncirculated,heritage_auctions_outlet,Auction,https://www.ebay.com/itm/230278328319
2002 Australia Lunar I Horse 1 oz Gold BU,256800830076,12/2/2025,"$3,156.24",Free,Uncirculated,pinehurst_coins,Auction,https://www.ebay.com/itm/256800830076
2002 Lunar I Horse Gold NGC MS-70,305662652501,2/10/2026,"$4,313.60",$4.99,Certified,greatcollections,Buy It Now,https://www.ebay.com/itm/305662652501
2002 Lunar I Horse Gold NGC MS-70,231105882562,12/9/2025,"$5,690.48",Free,Certified,mcm_online,Best Offer,https://www.ebay.com/itm/231105882562
