Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
2019-S Reverse Enhanced Proof Silver Eagle NGC PR70,127836314542,"May 20, 2026","$1,900.00",$0.00,,,Fixed price,https://www.ebay.com/itm/127836314542,1
2019-S Enhanced Reverse Proof American Silver Eagle ANACS RP70 DCAM,136561457506,"May 20, 2026","$1,499.97",$4.99,,,Fixed price,https://www.ebay.com/itm/136561457506,1
2019 S Enhanced Reverse Proof Silver Eagle PCGS PR70 COA & FIRST STRIKE,157556482409,"May 14, 2026","$2,600.00",$0.00,,,Fixed price,https://www.ebay.com/itm/157556482409,1
2019 S Silver Eagle $1 Enhanced Reverse Proof PCGS PR69,127826969175,"May 13, 2026","$1,149.99",$0.00,,,Fixed price,https://www.ebay.com/itm/127826969175,1
"2019 S Silver Eagle ENHANCED REVERSE PCGS PR69 PF69 FIRST STRIKE , FS COA#18873",166349835704,"May 3, 2026","$1,299.00",$8.95,,,Fixed price,https://www.ebay.com/itm/166349835704,1
2019 S Enhanced Reverse Proof Silver Eagle $1 PCGS PR70 First Strike Graded,117129128480,"May 1, 2026","$1,857.00",$9.45,,,Auction,https://www.ebay.com/itm/117129128480,1
2019 S American 1 Oz Silver Eagle Enhanced Reverse Proof Coin NGC PF70,126597966613,"Apr 28, 2026","$2,300.00",$9.99,,,Fixed price,https://www.ebay.com/itm/126597966613,1
2019-S American Silver Eagle Enhanced Reverse Proof RP70 DCAM ANACS *4316,137111640630,"Apr 25, 2026","$1,401.00",$0.00,,,Fixed price,https://www.ebay.com/itm/137111640630,1
2019-S Enhanced Reverse Proof Silver American Eagle w/ COA & OGP Flawless Color,137135496433,"Apr 24, 2026","$2,075.00",$0.00,,,Fixed price,https://www.ebay.com/itm/137135496433,1
2019 S Enhanced Reverse Proof Silver Eagle $1 ANACS RP70 DCAM,117129122043,"Apr 19, 2026","$1,502.00",$7.95,,,Auction,https://www.ebay.com/itm/117129122043,1
2019 S ENHANCED REVERSE PROOF SILVER EAGLE ANACS RP70 DCAM FIRST STRIKE W/COA,198271704396,"Apr 10, 2026","$1,300.00",$7.45,,,Fixed price,https://www.ebay.com/itm/198271704396,1
2019-S Reverse Enhanced Proof Silver Eagle NGC PR69,127800610339,"Apr 9, 2026","$1,099.99",$0.00,,,Fixed price,https://www.ebay.com/itm/127800610339,1
2019-S $1 American Eagle 1 oz .999 Silver Enhanced Reverse Proof OGP COA - Q4148,188237347159,"Apr 9, 2026","$1,250.00",$12.50,,,Auction,https://www.ebay.com/itm/188237347159,1
2019-S Enhanced Reverse Proof $1 American Silver Eagle BOX ONLY | No Coin or COA,276719589847,"Apr 7, 2026",$4.96,$7.42,,,Fixed price,https://www.ebay.com/itm/276719589847,42
2019 s enhanced reverse proof silver eagle NGC PF 69 First Day of Issue,236588557035,"Apr 6, 2026","$1,250.00",$0.00,,,Fixed price,https://www.ebay.com/itm/236588557035,1
2019-S $1 SILVER AMERICAN EAGLE ENHANCED REVERSE PROOF Box COA #29205,257446211779,"Apr 6, 2026","$1,377.00",$5.39,,,Fixed price,https://www.ebay.com/itm/257446211779,1
2019 S Silver Eagle ENHANCED REVERSE NGC PR69 PF69 19XE COIN COA# 932 (NO CERTI),166349835718,"Apr 4, 2026","$1,150.00",$8.75,,,Fixed price,https://www.ebay.com/itm/166349835718
2019-S Silver Eagle Dollar NGC ENHANCED REV PF70 Reverse Proof $1,389770462914,"Apr 4, 2026","$2,011.95",$0.00,,,Fixed price,https://www.ebay.com/itm/389770462914
2019-S Silver Eagle Enhanced Reverse Proof PCGS PF 69 - Original Box & COA,127576467117,"Apr 3, 2026","$1,200.00",$0.00,,,Fixed price,https://www.ebay.com/itm/127576467117
