Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1932-D Washington Quarter NGC VG-08,111694918707,2/16/2026,$147.71,Free,Certified,bullionshark,Auction,https://www.ebay.com/itm/111694918707
1932-D Washington Quarter PCGS G-06,336549004273,2/3/2026,$117.81,Free,Certified,heritage_auctions_outlet,Buy It Now,https://www.ebay.com/itm/336549004273
1932-D Washington Quarter PCGS MS-62,269939123376,12/21/2025,"$1,219.26",Free,Certified,davidlawrence,Buy It Now,https://www.ebay.com/itm/269939123376
1932-D Washington Quarter VG Details Key Date,236853881087,2/2/2026,$96.86,Free,Circulated,keydate_coins,Buy It Now,https://www.ebay.com/itm/236853881087
1932-D Washington Quarter NGC VG-08,227440642121,1/24/2026,$158.37,Free,Certified,silvertowne,Auction,https://www.ebay.com/itm/227440642121
1932-D Washington Quarter NGC VF-25,344265257557,2/17/2026,$287.77,Free,Certified,pinehurst_coins,Best Offer,https://www.ebay.com/itm/344265257557
1932-D Washington Quarter PCGS F-12,133777989707,11/30/2025,$173.80,Free,Certified,apmex,Best Offer,https://www.ebay.com/itm/133777989707
1932-D Washington Quarter PCGS G-06,243766986914,12/31/2025,$101.45,$4.99,Certified,goldhillcoins,Auction,https://www.ebay.com/itm/243766986914
1932-D Washington Quarter NGC XF-40,295123086950,1/14/2026,$411.69,Free,Certified,pinehurst_coins,Auction,https://www.ebay.com/itm/295123086950
1932-D Washington Quarter NGC AU-55,309308251399,1/6/2026,$609.90,Free,Certified,jmbullion,Best Offer,https://www.ebay.com/itm/309308251399
1932-D Washington Quarter PCGS XF-40,392049055174,2/8/2026,$329.67,$4.99,Certified,pinehurst_coins,Buy It Now,https://www.ebay.com/itm/392049055174
1932-D Washington Quarter VG Details Key Date,245167848264,12/23/2025,$105.46,Free,Circulated,liberty_coin,Buy It Now,https://www.ebay.com/itm/245167848264
1932-D Washington Quarter NGC MS-62,217227736953,1/28/2026,"$1,059.44",Free,Certified,mcm_online,Auction,https://www.ebay.com/itm/217227736953
1932-D Washington Quarter NGC G-06,384532845596,1/13/2026,$117.44,Free,Certified,boldpreciousmetals,Buy It Now,https://www.ebay.com/itm/384532845596
1932-D Washington Quarter PCGS F-12,211638780351,12/30/2025,$223.57,Free,Certified,goldhillcoins,Best Offer,https://www.ebay.com/itm/211638780351
1932-D Washington Quarter NGC VF-25,119516584419,12/19/2025,$324.77,Free,Certified,legend_numismatics,Buy It Now,https://www.ebay.com/itm/119516584419
1932-D Washington Quarter NGC G-06,112716478526,1/22/2026,$110.65,Free,Certified,goldhillcoins,Buy It Now,https://www.ebay.com/itm/112716478526
1932-D Washington Quarter NGC VG-08,309815239671,11/26/2025,$164.31,Free,Certified,pinehurst_coins,Buy It Now,https://www.ebay.com/itm/309815239671
1932-D Washington Quarter NGC G-06,240522311629,1/1/2026,$110.68,Free,Certified,rarecoinwholesalers,Best Offer,https://www.ebay.com/itm/240522311629
1932-D Washington Quarter NGC VG-08,322206676070,2/19/2026,$164.59,Free,Certified,mcm_online,Buy It Now,https://www.ebay.com/itm/322206676070
