Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1875 Liberty $5 Half Eagle NGC VF-25,271281803599,12/5/2025,"$33,064.65",Free,Certified,boldpreciousmetals,Auction,https://www.ebay.com/itm/271281803599
1875 Liberty $5 Half Eagle NGC VF-25,151471089754,2/14/2026,"$30,890.55",Free,Certified,mcm_online,Buy It Now,https://www.ebay.com/itm/151471089754
1875 Liberty $5 Half Eagle PCGS AU-50,101589855169,2/11/2026,"$56,305.73",Free,Certified,heritage_auctions_outlet,Buy It Now,https://www.ebay.com/itm/101589855169
1875 Liberty $5 Half Eagle NGC VF-25,230237153650,12/1/2025,"$25,235.58",$4.99,Certified,liberty_coin,Buy It Now,https://www.ebay.com/itm/230237153650
1875 Liberty $5 Half Eagle PCGS VF-25,152531928149,12/10/2025,"$25,330.68",Free,Certified,greatcollections,Auction,https://www.ebay.com/itm/152531928149
1875 Liberty $5 Half Eagle NGC AU-50,261443545564,1/5/2026,"$63,985.74",$4.99,Certified,pinehurst_coins,Best Offer,https://www.ebay.com/itm/261443545564
1875 Liberty Half Eagle $5 Gold Proof,222190123237,12/9/2025,"$105,482.46",Free,Certified,davidlawrence,Best Offer,https://www.ebay.com/itm/222190123237
1875 Liberty $5 Half Eagle PCGS VF-25,354932691880,2/1/2026,"$30,791.98",$5.99,Certified,goldhillcoins,Auction,https://www.ebay.com/itm/354932691880
1875 Liberty $5 Half Eagle NGC AU-50,171188980215,11/24/2025,"$64,100.38",Free,Certified,rarecoinwholesalers,Best Offer,https://www.ebay.com/itm/171188980215
1875 Liberty $5 Half Eagle NGC VF-25,316790084716,1/5/2026,"$34,069.02",Free,Certified,sdbullion,Auction,https://www.ebay.com/itm/316790084716
